function_name	file	parameters	line_number
ModifierDealOrTakeDamageWatchRandomTeleportOther#onDealOrTakeDamage	app/sdk/modifiers/modifierDealOrTakeDamageWatchRandomTeleportOther.coffee	action	15
ModifierDealOrTakeDamageWatchRandomTeleportOther#updateCachedState	app/sdk/modifiers/modifierDealOrTakeDamageWatchRandomTeleportOther.coffee		34
ModifierDealOrTakeDamageWatchRandomTeleportOther#getPrivateDefaults	app/sdk/modifiers/modifierDealOrTakeDamageWatchRandomTeleportOther.coffee	gameSession	38
ModifierDeathWatch#onAfterCleanupAction	app/sdk/modifiers/modifierDeathWatch.coffee	e	26
ModifierDeathWatch#onDeathWatch	app/sdk/modifiers/modifierDeathWatch.coffee	action	34
ModifierDeathWatch#getIsActionRelevant	app/sdk/modifiers/modifierDeathWatch.coffee	action	37
ModifierDeathWatchBuffMinionsInHand.createContextObject	app/sdk/modifiers/modifierDeathWatchBuffMinionsInHand.coffee	modifiersContextObjects, description, options	13
ModifierDeathWatchBuffMinionsInHand#onDeathWatch	app/sdk/modifiers/modifierDeathWatchBuffMinionsInHand.coffee	action	19
ModifierDeathWatchBuffRandomMinionInHand.createContextObject	app/sdk/modifiers/modifierDeathWatchBuffRandomMinionInHand.coffee	modifiersContextObjects, description, options	16
ModifierDeathWatchBuffRandomMinionInHand.getDescription	app/sdk/modifiers/modifierDeathWatchBuffRandomMinionInHand.coffee	modifierContextObject	22
ModifierDeathWatchBuffRandomMinionInHand#onDeathWatch	app/sdk/modifiers/modifierDeathWatchBuffRandomMinionInHand.coffee	action	28
ModifierDeathWatchBuffSelf.createContextObject	app/sdk/modifiers/modifierDeathWatchBuffSelf.coffee	attackBuff=0, maxHPBuff=0,options	22
ModifierDeathWatchBuffSelf.getDescription	app/sdk/modifiers/modifierDeathWatchBuffSelf.coffee	modifierContextObject	33
ModifierDeathWatchBuffSelf#onDeathWatch	app/sdk/modifiers/modifierDeathWatchBuffSelf.coffee	action	40
ModifierDeathWatchDamageEnemyGeneralHealMyGeneral.createContextObject	app/sdk/modifiers/modifierDeathWatchDamageEnemyGeneralHealMyGeneral.coffee	damageAmount=1, healAmount=1,options	17
ModifierDeathWatchDamageEnemyGeneralHealMyGeneral.getDescription	app/sdk/modifiers/modifierDeathWatchDamageEnemyGeneralHealMyGeneral.coffee	modifierContextObject	23
ModifierDeathWatchDamageEnemyGeneralHealMyGeneral#onDeathWatch	app/sdk/modifiers/modifierDeathWatchDamageEnemyGeneralHealMyGeneral.coffee	action	30
ModifierDeathWatchDamageRandomMinionHealMyGeneral.createContextObject	app/sdk/modifiers/modifierDeathWatchDamageRandomMinionHealMyGeneral.coffee	damageAmount=3, healAmount=3,options	17
ModifierDeathWatchDamageRandomMinionHealMyGeneral.getDescription	app/sdk/modifiers/modifierDeathWatchDamageRandomMinionHealMyGeneral.coffee	modifierContextObject	23
ModifierDeathWatchDamageRandomMinionHealMyGeneral#onDeathWatch	app/sdk/modifiers/modifierDeathWatchDamageRandomMinionHealMyGeneral.coffee	action	30
ModifierDeathWatchDrawToXCards.createContextObject	app/sdk/modifiers/modifierDeathWatchDrawToXCards.coffee	cardCount=0,options	15
ModifierDeathWatchDrawToXCards.getDescription	app/sdk/modifiers/modifierDeathWatchDrawToXCards.coffee	modifierContextObject	21
ModifierDeathWatchDrawToXCards#onDeathWatch	app/sdk/modifiers/modifierDeathWatchDrawToXCards.coffee	action	27
ModifierDeathWatchFriendlyMinionSwapAllegiance#onDeathWatch	app/sdk/modifiers/modifierDeathWatchFriendlyMinionSwapAllegiance.coffee	action	14
ModifierDeathWatchGainAttackEqualToEnemyAttack.createContextObject	app/sdk/modifiers/modifierDeathWatchGainAttackEqualToEnemyAttack.coffee	options	18
ModifierDeathWatchGainAttackEqualToEnemyAttack#onDeathWatch	app/sdk/modifiers/modifierDeathWatchGainAttackEqualToEnemyAttack.coffee	action	22
ModifierDeathWatchSpawnEntity.createContextObject	app/sdk/modifiers/modifierDeathWatchSpawnEntity.coffee	cardDataOrIndexToSpawn, spawnDescription,spawnCount=1, spawnPattern=CONFIG.PATTERN_3x3, spawnSilently=true,options	22
ModifierDeathWatchSpawnEntity.getDescription	app/sdk/modifiers/modifierDeathWatchSpawnEntity.coffee	modifierContextObject	31
ModifierDeathWatchSpawnEntity#onDeathWatch	app/sdk/modifiers/modifierDeathWatchSpawnEntity.coffee	action	37
ModifierDeathWatchSpawnEntity#getCardDataOrIndexToSpawn	app/sdk/modifiers/modifierDeathWatchSpawnEntity.coffee		52
ModifierDeathWatchSpawnEntity#getSpawnOwnerId	app/sdk/modifiers/modifierDeathWatchSpawnEntity.coffee	action	55
ModifierDeathWatchSpawnRandomDemon.createContextObject	app/sdk/modifiers/modifierDeathWatchSpawnRandomDemon.coffee	possibleCardsToSpawn, spawnCount=1, spawnPattern=CONFIG.PATTERN_3x3, spawnSilently=true,options	21
ModifierDeathWatchSpawnRandomDemon#onDeathWatch	app/sdk/modifiers/modifierDeathWatchSpawnRandomDemon.coffee	action	29
ModifierDeathWatchSpawnRandomDemon#getCardDataOrIndexToSpawn	app/sdk/modifiers/modifierDeathWatchSpawnRandomDemon.coffee		44
ModifierDeathWatchSpawnRandomDemon#getSpawnOwnerId	app/sdk/modifiers/modifierDeathWatchSpawnRandomDemon.coffee	action	56
ModifierDestroyAtEndOfTurn.createContextObject	app/sdk/modifiers/modifierDestroyAtEndOfTurn.coffee	options	24
ModifierDestroyAtEndOfTurn.getDescription	app/sdk/modifiers/modifierDestroyAtEndOfTurn.coffee	modifierContextObject	28
ModifierDestroyAtEndOfTurn#onExpire	app/sdk/modifiers/modifierDestroyAtEndOfTurn.coffee		31
ModifierDieSpawnNewGeneral.createContextObject	app/sdk/modifiers/modifierDieSpawnNewGeneral.coffee	cardDataOrIndexToSpawn, spawnDescription = "", spawnCount=1, spawnPattern=CONFIG.PATTERN_3x3, spawnSilently=false, options	29
ModifierDieSpawnNewGeneral#getPrivateDefaults	app/sdk/modifiers/modifierDieSpawnNewGeneral.coffee	gameSession	38
ModifierDieSpawnNewGeneral#onAfterCleanupAction	app/sdk/modifiers/modifierDieSpawnNewGeneral.coffee	event	45
ModifierDieSpawnNewGeneral#onValidateAction	app/sdk/modifiers/modifierDieSpawnNewGeneral.coffee	event	54
ModifierDieSpawnNewGeneral#getCardDataOrIndexToSpawn	app/sdk/modifiers/modifierDieSpawnNewGeneral.coffee		65
ModifierDieSpawnNewGeneral#onSummonNewGeneral	app/sdk/modifiers/modifierDieSpawnNewGeneral.coffee	action	68
ModifierDispelAreaAttack#onBeforeAction	app/sdk/modifiers/modifierDispelAreaAttack.coffee	actionEvent	27
ModifierDispelOnAttack#onBeforeAction	app/sdk/modifiers/modifierDispelOnAttack.coffee	actionEvent	24
ModifierDoomed#onTurnWatch	app/sdk/modifiers/modifierDoomed.coffee		18
ModifierDoomed2#onTurnWatch	app/sdk/modifiers/modifierDoomed2.coffee		18
ModifierDoomed3#onTurnWatch	app/sdk/modifiers/modifierDoomed3.coffee		18
ModifierDoubleAttackStat#constructor	app/sdk/modifiers/modifierDoubleAttackStat.coffee	gameSession	12
ModifierDoubleAttackStat#onApplyToCardBeforeSyncState	app/sdk/modifiers/modifierDoubleAttackStat.coffee		17
ModifierDoubleDamageToEnemyMinions#onEvent	app/sdk/modifiers/modifierDoubleDamageToEnemyMinions.coffee	event	23
ModifierDoubleDamageToEnemyMinions#getIsActionRelevant	app/sdk/modifiers/modifierDoubleDamageToEnemyMinions.coffee	a	30
ModifierDoubleDamageToEnemyMinions#_modifyAction	app/sdk/modifiers/modifierDoubleDamageToEnemyMinions.coffee	a	33
ModifierDoubleDamageToEnemyMinions#onModifyActionForExecution	app/sdk/modifiers/modifierDoubleDamageToEnemyMinions.coffee	actionEvent	37
ModifierDoubleDamageToEnemyMinions#onModifyActionForEntitiesInvolvedInAttack	app/sdk/modifiers/modifierDoubleDamageToEnemyMinions.coffee	actionEvent	43
ModifierDoubleDamageToGenerals#onEvent	app/sdk/modifiers/modifierDoubleDamageToGenerals.coffee	event	22
ModifierDoubleDamageToGenerals#getIsActionRelevant	app/sdk/modifiers/modifierDoubleDamageToGenerals.coffee	a	29
ModifierDoubleDamageToGenerals#_modifyAction	app/sdk/modifiers/modifierDoubleDamageToGenerals.coffee	a	32
ModifierDoubleDamageToGenerals#onModifyActionForExecution	app/sdk/modifiers/modifierDoubleDamageToGenerals.coffee	actionEvent	36
ModifierDoubleDamageToGenerals#onModifyActionForEntitiesInvolvedInAttack	app/sdk/modifiers/modifierDoubleDamageToGenerals.coffee	actionEvent	42
ModifierDoubleDamageToMinions#onEvent	app/sdk/modifiers/modifierDoubleDamageToMinions.coffee	event	23
ModifierDoubleDamageToMinions#getIsActionRelevant	app/sdk/modifiers/modifierDoubleDamageToMinions.coffee	a	30
ModifierDoubleDamageToMinions#_modifyAction	app/sdk/modifiers/modifierDoubleDamageToMinions.coffee	a	33
ModifierDoubleDamageToMinions#onModifyActionForExecution	app/sdk/modifiers/modifierDoubleDamageToMinions.coffee	actionEvent	37
ModifierDoubleDamageToMinions#onModifyActionForEntitiesInvolvedInAttack	app/sdk/modifiers/modifierDoubleDamageToMinions.coffee	actionEvent	43
ModifierDoubleDamageToStunnedEnemies#onEvent	app/sdk/modifiers/modifierDoubleDamageToStunnedEnemies.coffee	event	21
ModifierDoubleDamageToStunnedEnemies#getIsActionRelevant	app/sdk/modifiers/modifierDoubleDamageToStunnedEnemies.coffee	a	28
ModifierDoubleDamageToStunnedEnemies#_modifyAction	app/sdk/modifiers/modifierDoubleDamageToStunnedEnemies.coffee	a	31
ModifierDoubleDamageToStunnedEnemies#onModifyActionForExecution	app/sdk/modifiers/modifierDoubleDamageToStunnedEnemies.coffee	actionEvent	35
ModifierDoubleDamageToStunnedEnemies#onModifyActionForEntitiesInvolvedInAttack	app/sdk/modifiers/modifierDoubleDamageToStunnedEnemies.coffee	actionEvent	41
ModifierDoubleHealthStat#constructor	app/sdk/modifiers/modifierDoubleHealthStat.coffee	gameSession	12
ModifierDoubleHealthStat#onApplyToCardBeforeSyncState	app/sdk/modifiers/modifierDoubleHealthStat.coffee		17
ModifierDrawCardWatch#onAction	app/sdk/modifiers/modifierDrawCardWatch.coffee	e	20
ModifierDrawCardWatch#onDrawCardWatch	app/sdk/modifiers/modifierDrawCardWatch.coffee	action	29
ModifierDrawCardWatchBuffSelf.createContextObject	app/sdk/modifiers/modifierDrawCardWatchBuffSelf.coffee	attackBuff=0, maxHPBuff=0,options	17
ModifierDrawCardWatchBuffSelf.getDescription	app/sdk/modifiers/modifierDrawCardWatchBuffSelf.coffee	modifierContextObject	28
ModifierDrawCardWatchBuffSelf#onDrawCardWatch	app/sdk/modifiers/modifierDrawCardWatchBuffSelf.coffee	action	36
ModifierDrawCardWatchCopySpell#onDrawCardWatch	app/sdk/modifiers/modifierDrawCardWatchCopySpell.coffee	action	16
ModifierDyingWish#onAction	app/sdk/modifiers/modifierDyingWish.coffee	e	24
ModifierDyingWish#onDyingWish	app/sdk/modifiers/modifierDyingWish.coffee	action	33
ModifierDyingWishAddCardToDeck.createContextObject	app/sdk/modifiers/modifierDyingWishAddCardToDeck.coffee	cardData, options	11
ModifierDyingWishAddCardToDeck#onDyingWish	app/sdk/modifiers/modifierDyingWishAddCardToDeck.coffee		16
ModifierDyingWishApplyModifiers.createContextObject	app/sdk/modifiers/modifierDyingWishApplyModifiers.coffee	modifiersContextObjects, auraIncludeSelf, auraIncludeAlly, auraIncludeEnemy, auraRadius, canTargetGeneral, description, options	23
ModifierDyingWishApplyModifiers#onDyingWish	app/sdk/modifiers/modifierDyingWishApplyModifiers.coffee	action	34
ModifierDyingWishApplyModifiers#getAffectedEntities	app/sdk/modifiers/modifierDyingWishApplyModifiers.coffee	action	40
ModifierDyingWishApplyModifiersRandomly.createContextObject	app/sdk/modifiers/modifierDyingWishApplyModifiersRandomly.coffee	modifiersContextObjects, managedByCard, auraIncludeSelf, auraIncludeAlly, auraIncludeEnemy, auraIncludeGeneral, auraRadius, numberOfApplications, description, options	18
ModifierDyingWishApplyModifiersRandomly#getAffectedEntities	app/sdk/modifiers/modifierDyingWishApplyModifiersRandomly.coffee	action	23
ModifierDyingWishApplyModifiersToGenerals.createContextObject	app/sdk/modifiers/modifierDyingWishApplyModifiersToGenerals.coffee	modifiersContextObjects, includeMyGeneral, includeOppGeneral, options	14
ModifierDyingWishApplyModifiersToGenerals#onDyingWish	app/sdk/modifiers/modifierDyingWishApplyModifiersToGenerals.coffee		21
ModifierDyingWishBonusMana#onDyingWish	app/sdk/modifiers/modifierDyingWishBonusMana.coffee		17
ModifierDyingWishBonusManaCrystal.createContextObject	app/sdk/modifiers/modifierDyingWishBonusManaCrystal.coffee	giveToOwner=true, amountToGain=1, options	15
ModifierDyingWishBonusManaCrystal#onDyingWish	app/sdk/modifiers/modifierDyingWishBonusManaCrystal.coffee		21
ModifierDyingWishBuffEnemyGeneral.createContextObject	app/sdk/modifiers/modifierDyingWishBuffEnemyGeneral.coffee	atkBuff=2, healthBuff=10, options	18
ModifierDyingWishBuffEnemyGeneral#onDyingWish	app/sdk/modifiers/modifierDyingWishBuffEnemyGeneral.coffee		24
ModifierDyingWishCorpseCombustion#onDyingWish	app/sdk/modifiers/modifierDyingWishCorpseCombustion.coffee	action	23
ModifierDyingWishDagona#createContextObjectForClone	app/sdk/modifiers/modifierDyingWishDagona.coffee	contextObject	10
ModifierDyingWishDagona#setCardDataOrIndexToSpawn	app/sdk/modifiers/modifierDyingWishDagona.coffee	cardDataOrIndexToSpawn	16
ModifierDyingWishDagona#setSpawnOwnerId	app/sdk/modifiers/modifierDyingWishDagona.coffee	ownerId	19
ModifierDyingWishDagona#getSpawnOwnerId	app/sdk/modifiers/modifierDyingWishDagona.coffee	action	22
ModifierDyingWishDamageEnemyGeneralHealGeneral.createContextObject	app/sdk/modifiers/modifierDyingWishDamageEnemyGeneralHealGeneral.coffee	healthChangeAmount=0	18
ModifierDyingWishDamageEnemyGeneralHealGeneral.getDescription	app/sdk/modifiers/modifierDyingWishDamageEnemyGeneralHealGeneral.coffee	modifierContextObject	23
ModifierDyingWishDamageEnemyGeneralHealGeneral#onDyingWish	app/sdk/modifiers/modifierDyingWishDamageEnemyGeneralHealGeneral.coffee		30
ModifierDyingWishDamageGeneral.getAppliedDescription	app/sdk/modifiers/modifierDyingWishDamageGeneral.coffee	contextObject	19
ModifierDyingWishDamageGeneral#onDyingWish	app/sdk/modifiers/modifierDyingWishDamageGeneral.coffee		25
ModifierDyingWishDamageNearbyAllies.createContextObject	app/sdk/modifiers/modifierDyingWishDamageNearbyAllies.coffee	damageAmount, options	19
ModifierDyingWishDamageNearbyAllies.getDescription	app/sdk/modifiers/modifierDyingWishDamageNearbyAllies.coffee	modifierContextObject	24
ModifierDyingWishDamageNearbyAllies#onDyingWish	app/sdk/modifiers/modifierDyingWishDamageNearbyAllies.coffee		30
ModifierDyingWishDamageNearbyEnemies.createContextObject	app/sdk/modifiers/modifierDyingWishDamageNearbyEnemies.coffee	damageAmount, options	17
ModifierDyingWishDamageNearbyEnemies.getDescription	app/sdk/modifiers/modifierDyingWishDamageNearbyEnemies.coffee	modifierContextObject	22
ModifierDyingWishDamageNearbyEnemies#onDyingWish	app/sdk/modifiers/modifierDyingWishDamageNearbyEnemies.coffee		28
ModifierDyingWishDestroyManaCrystal.createContextObject	app/sdk/modifiers/modifierDyingWishDestroyManaCrystal.coffee	takeFromOwner=false, amountToRemove=1, options	14
ModifierDyingWishDestroyManaCrystal#onDyingWish	app/sdk/modifiers/modifierDyingWishDestroyManaCrystal.coffee		20
ModifierDyingWishDestroyRandomEnemyNearby#onDyingWish	app/sdk/modifiers/modifierDyingWishDestroyRandomEnemyNearby.coffee		10
ModifierDyingWishDispelAllEnemyMinions#onDyingWish	app/sdk/modifiers/modifierDyingWishDispelAllEnemyMinions.coffee	action	15
ModifierDyingWishDispelNearestEnemy#onDyingWish	app/sdk/modifiers/modifierDyingWishDispelNearestEnemy.coffee	action	17
ModifierDyingWishDrawCard.createContextObject	app/sdk/modifiers/modifierDyingWishDrawCard.coffee	numCards=1	12
ModifierDyingWishDrawCard.getDescription	app/sdk/modifiers/modifierDyingWishDrawCard.coffee	modifierContextObject	17
ModifierDyingWishDrawCard#onDyingWish	app/sdk/modifiers/modifierDyingWishDrawCard.coffee	action	26
ModifierDyingWishDrawEnemyLegendaryArtifact#onDyingWish	app/sdk/modifiers/modifierDyingWishDrawEnemyLegendaryArtifact.coffee	action	12
ModifierDyingWishDrawMechazorCard#onDyingWish	app/sdk/modifiers/modifierDyingWishDrawMechazorCard.coffee		14
ModifierDyingWishDrawMinionsWithDyingWish.createContextObject	app/sdk/modifiers/modifierDyingWishDrawMinionsWithDyingWish.coffee	numMinions=0	13
ModifierDyingWishDrawMinionsWithDyingWish#onDyingWish	app/sdk/modifiers/modifierDyingWishDrawMinionsWithDyingWish.coffee	action	18
ModifierDyingWishDrawRandomBattlePet#onDyingWish	app/sdk/modifiers/modifierDyingWishDrawRandomBattlePet.coffee		16
ModifierDyingWishDrawWishCard#onDyingWish	app/sdk/modifiers/modifierDyingWishDrawWishCard.coffee		14
ModifierDyingWishEquipArtifactFromDeck.createContextObject	app/sdk/modifiers/modifierDyingWishEquipArtifactFromDeck.coffee	numArtifacts=1	14
ModifierDyingWishEquipArtifactFromDeck.getDescription	app/sdk/modifiers/modifierDyingWishEquipArtifactFromDeck.coffee	modifierContextObject	19
ModifierDyingWishEquipArtifactFromDeck#getPrivateDefaults	app/sdk/modifiers/modifierDyingWishEquipArtifactFromDeck.coffee	gameSession	28
ModifierDyingWishEquipArtifactFromDeck#onDyingWish	app/sdk/modifiers/modifierDyingWishEquipArtifactFromDeck.coffee	action	35
ModifierDyingWishGoldenGuide#onDyingWish	app/sdk/modifiers/modifierDyingWishGoldenGuide.coffee	action	14
ModifierDyingWishInfest#onDyingWish	app/sdk/modifiers/modifierDyingWishInfest.coffee		12
ModifierDyingWishLoseGame#onDyingWish	app/sdk/modifiers/modifierDyingWishLoseGame.coffee		17
ModifierDyingWishPutCardInHand.createContextObject	app/sdk/modifiers/modifierDyingWishPutCardInHand.coffee	cardDataOrIndexToPutInHand, cardDescription,options	14
ModifierDyingWishPutCardInHand.getDescription	app/sdk/modifiers/modifierDyingWishPutCardInHand.coffee	modifierContextObject	20
ModifierDyingWishPutCardInHand#onDyingWish	app/sdk/modifiers/modifierDyingWishPutCardInHand.coffee		26
ModifierDyingWishPutCardInHandClean.getDescription	app/sdk/modifiers/modifierDyingWishPutCardInHandClean.coffee	modifierContextObject	13
ModifierDyingWishPutCardInOpponentHand.createContextObject	app/sdk/modifiers/modifierDyingWishPutCardInOpponentHand.coffee	cardDataOrIndexToPutInHand, options	12
ModifierDyingWishPutCardInOpponentHand#onDyingWish	app/sdk/modifiers/modifierDyingWishPutCardInOpponentHand.coffee		17
ModifierDyingWishReSpawnEntityAnywhere.createContextObject	app/sdk/modifiers/modifierDyingWishReSpawnEntityAnywhere.coffee	spawnCount=1, spawnSilently=true, options	19
ModifierDyingWishReSpawnEntityAnywhere#onDyingWish	app/sdk/modifiers/modifierDyingWishReSpawnEntityAnywhere.coffee	action	25
ModifierDyingWishReduceManaCostOfDyingWish.createContextObject	app/sdk/modifiers/modifierDyingWishReduceManaCostOfDyingWish.coffee	reduceAmount, options	14
ModifierDyingWishReduceManaCostOfDyingWish#onDyingWish	app/sdk/modifiers/modifierDyingWishReduceManaCostOfDyingWish.coffee		19
ModifierDyingWishRespawnEntity#onDyingWish	app/sdk/modifiers/modifierDyingWishRespawnEntity.coffee	action	14
ModifierDyingWishSpawnEgg.createContextObject	app/sdk/modifiers/modifierDyingWishSpawnEgg.coffee	cardDataOrIndexToSpawnAsEgg, spawnDescription, options	23
ModifierDyingWishSpawnEgg.getDescription	app/sdk/modifiers/modifierDyingWishSpawnEgg.coffee	modifierContextObject	29
ModifierDyingWishSpawnEgg#onDyingWish	app/sdk/modifiers/modifierDyingWishSpawnEgg.coffee	action	36
ModifierDyingWishSpawnEntity.createContextObject	app/sdk/modifiers/modifierDyingWishSpawnEntity.coffee	cardDataOrIndexToSpawn, spawnDescription = "", spawnCount=1, spawnPattern=CONFIG.PATTERN_1x1, spawnSilently=true,options	23
ModifierDyingWishSpawnEntity.getDescription	app/sdk/modifiers/modifierDyingWishSpawnEntity.coffee	modifierContextObject	32
ModifierDyingWishSpawnEntity#onDyingWish	app/sdk/modifiers/modifierDyingWishSpawnEntity.coffee	action	47
ModifierDyingWishSpawnEntity#getCardDataOrIndexToSpawn	app/sdk/modifiers/modifierDyingWishSpawnEntity.coffee		62
ModifierDyingWishSpawnEntity#getSpawnOwnerId	app/sdk/modifiers/modifierDyingWishSpawnEntity.coffee	action	65
ModifierDyingWishSpawnEntityAnywhere.createContextObject	app/sdk/modifiers/modifierDyingWishSpawnEntityAnywhere.coffee	cardDataOrIndexToSpawn, spawnCount=1, spawnSilently=true, options	20
ModifierDyingWishSpawnEntityAnywhere#onDyingWish	app/sdk/modifiers/modifierDyingWishSpawnEntityAnywhere.coffee	action	27
ModifierDyingWishSpawnEntityInCorner.createContextObject	app/sdk/modifiers/modifierDyingWishSpawnEntityInCorner.coffee	cardDataOrIndexToSpawn, spawnDescription = "", spawnCount=1, options	17
ModifierDyingWishSpawnEntityInCorner.getDescription	app/sdk/modifiers/modifierDyingWishSpawnEntityInCorner.coffee	modifierContextObject	24
ModifierDyingWishSpawnEntityInCorner#onDyingWish	app/sdk/modifiers/modifierDyingWishSpawnEntityInCorner.coffee	action	38
ModifierDyingWishSpawnEntityNearbyGeneral.createContextObject	app/sdk/modifiers/modifierDyingWishSpawnEntityNearbyGeneral.coffee	cardDataOrIndexToSpawn, spawnDescription = "", spawnCount=1, spawnPattern=CONFIG.PATTERN_3x3, spawnSilently=true,options	19
ModifierDyingWishSpawnEntityNearbyGeneral.getDescription	app/sdk/modifiers/modifierDyingWishSpawnEntityNearbyGeneral.coffee	modifierContextObject	28
ModifierDyingWishSpawnEntityNearbyGeneral#onDyingWish	app/sdk/modifiers/modifierDyingWishSpawnEntityNearbyGeneral.coffee	action	34
ModifierDyingWishSpawnRandomEntity.createContextObject	app/sdk/modifiers/modifierDyingWishSpawnRandomEntity.coffee	cardDataOrIndicesToSpawn, spawnDescription, spawnCount, spawnPattern, spawnSilently, options	10
ModifierDyingWishSpawnRandomEntity#getCardDataOrIndexToSpawn	app/sdk/modifiers/modifierDyingWishSpawnRandomEntity.coffee		15
ModifierDyingWishSpawnTile.getDescription	app/sdk/modifiers/modifierDyingWishSpawnTile.coffee	modifierContextObject	14
ModifierDyingWishSpawnTileAnywhere.getDescription	app/sdk/modifiers/modifierDyingWishSpawnTileAnywhere.coffee	modifierContextObject	12
ModifierDyingWishSpawnTribal#onDyingWish	app/sdk/modifiers/modifierDyingWishSpawnTribal.coffee		18
ModifierDyingWishSpawnUnitFromOpponentsDeck.createContextObject	app/sdk/modifiers/modifierDyingWishSpawnUnitFromOpponentsDeck.coffee	spawnDescription = "random minion", spawnCount=1, spawnPattern=CONFIG.PATTERN_1x1, spawnSilently=true,options	18
ModifierDyingWishSpawnUnitFromOpponentsDeck.getDescription	app/sdk/modifiers/modifierDyingWishSpawnUnitFromOpponentsDeck.coffee	modifierContextObject	26
ModifierDyingWishSpawnUnitFromOpponentsDeck#getPrivateDefaults	app/sdk/modifiers/modifierDyingWishSpawnUnitFromOpponentsDeck.coffee	gameSession	41
ModifierDyingWishSpawnUnitFromOpponentsDeck#onDyingWish	app/sdk/modifiers/modifierDyingWishSpawnUnitFromOpponentsDeck.coffee	action	48
ModifierDyingWishTransformRandomMinion.createContextObject	app/sdk/modifiers/modifierDyingWishTransformRandomMinion.coffee	minionToTransformTo, includeAllies=true, includeEnemies=true, race, options	19
ModifierDyingWishTransformRandomMinion#onDyingWish	app/sdk/modifiers/modifierDyingWishTransformRandomMinion.coffee	action	27
ModifierDyingWishXho#onDyingWish	app/sdk/modifiers/modifierDyingWishXho.coffee		17
ModifierDynamicCountModifySelf.getDescription	app/sdk/modifiers/modifierDynamicCountModifySelf.coffee		15
ModifierDynamicCountModifySelf#getPrivateDefaults	app/sdk/modifiers/modifierDynamicCountModifySelf.coffee	gameSession	18
ModifierDynamicCountModifySelf#onDeactivate	app/sdk/modifiers/modifierDynamicCountModifySelf.coffee		26
ModifierDynamicCountModifySelf#updateCachedStateAfterActive	app/sdk/modifiers/modifierDynamicCountModifySelf.coffee		31
ModifierDynamicCountModifySelf#_onRemoveAura	app/sdk/modifiers/modifierDynamicCountModifySelf.coffee	event	40
ModifierDynamicCountModifySelf#removeSubModifiers	app/sdk/modifiers/modifierDynamicCountModifySelf.coffee	numModifiers	47
ModifierDynamicCountModifySelf#_onAddAura	app/sdk/modifiers/modifierDynamicCountModifySelf.coffee	event	62
ModifierDynamicCountModifySelf#addSubModifiers	app/sdk/modifiers/modifierDynamicCountModifySelf.coffee	numModifiers	69
ModifierDynamicCountModifySelf#getCurrentCount	app/sdk/modifiers/modifierDynamicCountModifySelf.coffee		73
ModifierDynamicCountModifySelfByShadowTilesOnBoard.createContextObject	app/sdk/modifiers/modifierDynamicCountModifySelfByShadowTilesOnBoard.coffee	attackBuff = 0, maxHPBuff = 0, description, appliedName, options = undefined	18
ModifierDynamicCountModifySelfByShadowTilesOnBoard.getDescription	app/sdk/modifiers/modifierDynamicCountModifySelfByShadowTilesOnBoard.coffee	modifierContextObject	27
ModifierDynamicCountModifySelfByShadowTilesOnBoard#getCurrentCount	app/sdk/modifiers/modifierDynamicCountModifySelfByShadowTilesOnBoard.coffee		30
ModifierDynamicCountModifySelfCostByBattlePetsOnBoard.createContextObject	app/sdk/modifiers/modifierDynamicCountModifySelfCostByBattlePetsOnBoard.coffee	manaCostChange=0, description, appliedName, options = undefined	18
ModifierDynamicCountModifySelfCostByBattlePetsOnBoard.getDescription	app/sdk/modifiers/modifierDynamicCountModifySelfCostByBattlePetsOnBoard.coffee	modifierContextObject	27
ModifierDynamicCountModifySelfCostByBattlePetsOnBoard#getCurrentCount	app/sdk/modifiers/modifierDynamicCountModifySelfCostByBattlePetsOnBoard.coffee		30
ModifierEgg.createContextObject	app/sdk/modifiers/modifierEgg.coffee	cardDataOrIndexToSpawn	25
ModifierEgg.getDescription	app/sdk/modifiers/modifierEgg.coffee	modifierContextObject	29
ModifierEgg#onActivate	app/sdk/modifiers/modifierEgg.coffee		34
ModifierEgg#onApplyToCardBeforeSyncState	app/sdk/modifiers/modifierEgg.coffee		43
ModifierEgg#onChangeOwner	app/sdk/modifiers/modifierEgg.coffee	fromOwnerId, toOwnerId	48
ModifierEgg#updateDurationForOwner	app/sdk/modifiers/modifierEgg.coffee		53
ModifierEgg#replace	app/sdk/modifiers/modifierEgg.coffee		61
ModifierElkowl.createContextObject	app/sdk/modifiers/modifierElkowl.coffee		21
ModifierElkowl#onOpeningGambit	app/sdk/modifiers/modifierElkowl.coffee	action	37
ModifierEndEveryTurnWatch#onActivate	app/sdk/modifiers/modifierEndEveryTurnWatch.coffee		21
ModifierEndEveryTurnWatch#onEndTurn	app/sdk/modifiers/modifierEndEveryTurnWatch.coffee	e	36
ModifierEndEveryTurnWatch#onTurnWatch	app/sdk/modifiers/modifierEndEveryTurnWatch.coffee	action	41
ModifierEndEveryTurnWatchDamageOwner.createContextObject	app/sdk/modifiers/modifierEndEveryTurnWatchDamageOwner.coffee	damageAmount=0, options	15
ModifierEndEveryTurnWatchDamageOwner.getDescription	app/sdk/modifiers/modifierEndEveryTurnWatchDamageOwner.coffee	modifierContextObject	20
ModifierEndEveryTurnWatchDamageOwner#onTurnWatch	app/sdk/modifiers/modifierEndEveryTurnWatchDamageOwner.coffee	action	27
