class_name	field	type
CosmeticsLookup	TrinityWingBoss	number
CosmeticsLookup	FuriosaBoss	number
CosmeticsLookup	ArclyteSentinelBoss	number
CosmeticsLookup	RancourBoss	number
CosmeticsLookup	SwornAvengerBoss	number
CosmeticsLookup	SwornDefenderBoss	number
CosmeticsLookup	QuartermasterGaujBoss	number
CosmeticsLookup	AlabasterTitanBoss	number
CosmeticsLookup	RadiantDragoonBoss	number
CosmeticsLookup	TethermancerBoss	number
CosmeticsLookup	DrogonBoss	number
CosmeticsLookup	PantheranBoss	number
CosmeticsLookup	LysianBrawlerBoss	number
CosmeticsLookup	DeathKnellBoss	number
CosmeticsLookup	DraugerLordBoss	number
CosmeticsLookup	NightWatcherBoss	number
CosmeticsLookup	CalligrapherBoss	number
CosmeticsLookup	PandoraBoss	number
CosmeticsLookup	GrandmasterNoshRakBoss	number
CosmeticsLookup	IroncliffeGuardianBoss	number
CosmeticsLookup	CelestialPhantomBoss	number
CosmeticsLookup	GrailmasterBoss	number
CosmeticsTypeFactory	cosmeticsTypeForIdentifier	unknown
CosmeticsTypeFactory	getAllCosmeticsTypes	unknown
CosmeticsTypeLookup	Emote	string
CosmeticsTypeLookup	CardBack	string
CosmeticsTypeLookup	ProfileIcon	string
CosmeticsTypeLookup	CardSkin	string
CosmeticsTypeLookup	Scene	string
CosmeticsTypeLookup	BattleMap	string
EmoteCategory	Default	number
EmoteCategory	Faction	number
EmoteCategory	Other	number
AttackRange	_attackAtlasesByIndex	null
AttackRange	_targetsTestedForValidByIndex	null
AttackAtlas	board	null
AttackAtlas	entity	null
AttackAtlas	positions	null
AttackAtlas	validNodes	null
AttackAtlas	validNodesByPosition	null
AttackAtlas	maps	null
AttackMap	atlas	null
AttackMap	position	null
AttackMap	nodes	null
AttackMap	_minRangeX	number
AttackMap	_minRangeY	number
AttackMap	_maxRangeX	number
AttackMap	_maxRangeY	number
AttackNode	map	null
AttackNode	entities	null
AttackNode	x	number
AttackNode	y	number
AttackNode	visible	boolean
AttackNode	tested	boolean
AttackNode	withinPattern	boolean
Entity	type	unknown
Entity	name	string
MovementRange	patternsByDistance	object
MovementRange	patternMapsByDistance	object
MovementRange	_pathsToPositionsByIndex	null
Range	patternsByDistance	object
Range	patternMapsByDistance	object
Range	_validPositions	null
Range	_positionsTestedForValidByIndex	null
Range	_generateAndCachePatternAndMap	unknown
Tile	type	unknown
Tile	name	string
Tile	hp	number
Tile	maxHP	number
Tile	manaCost	number
Tile	isTargetable	boolean
Tile	isObstructing	boolean
Tile	depleted	boolean
Tile	obstructsOtherTiles	boolean
Tile	canBeDispelled	boolean
Unit	type	unknown
Unit	name	string
Unit	isTargetable	boolean
Unit	isObstructing	boolean
Unit	hp	number
Unit	maxHP	number
GameFormat	Standard	number
GameFormat	Legacy	number
GameFormat	isLegacyFormat	unknown
GameSession	instance	null
GameSession	create	unknown
GameSession	getInstance	unknown
GameSession	current	unknown
GameSession	reset	unknown
GameSession	_cardsCachedAt	unknown
GameSession	_cardCaches	unknown
GameSession	getCardCaches	unknown
GameSession	_cacheCardsBy	array
GameSession	key	string
GameSession	key	string
GameSession	key	string
GameSession	key	string
GameSession	key	string
GameSession	key	string
GameSession	key	string
GameSession	key	string
GameSession	key	string
GameSession	key	string
GameSession	key	string
GameSession	key	string
GameSession	key	string
GameSession	_buildCachesIfNeeded	unknown
GameSession	cardsById	null
GameSession	cardIds	null
GameSession	cardsData	null
_GameSession	aiDifficulty	null
_GameSession	aiPlayerId	null
_GameSession	board	null
_GameSession	createdAt	null
_GameSession	gameId	string
_GameSession	index	number
_GameSession	lastActionTimestamp	null
_GameSession	updatedAt	null
GameSessionModifier	type	string
GameSessionModifier	type	string
GameSessionModifierFestiveSpirit	type	string
GameSessionModifierFestiveSpirit	type	string
GameSessionModifierFestiveSpirit	isHiddenToUI	boolean
GameSessionModifierFestiveSpirit	helperMinions	array
GameStatus	new	string
GameStatus	active	string
GameStatus	over	string
GameTurn	steps	null
GameTurn	playerId	string
GameTurn	createdAt	null
GameTurn	updatedAt	null
GameTurn	ended	boolean
GameType	Ranked	string
GameType	Casual	string
GameType	Gauntlet	string
GameType	Friendly	string
GameType	Challenge	string
GameType	Sandbox	string
GameType	SinglePlayer	string
GameType	Rift	string
GameType	BossBattle	string
GameType	FriendlyLegacy	string
GameType	isNetworkGameType	unknown
GameType	isMultiplayerGameType	unknown
GameType	isSinglePlayerGameType	unknown
GameType	isLocalGameType	unknown
GameType	isCompetitiveGameType	unknown
GameType	isFactionXPGameType	unknown
GameType	getGameFormatForGameType	unknown
GiftCrateFactory	_giftCrateTemplateCache	null
GiftCrateFactory	_generateCache	unknown
GiftCrateFactory	titleText	string
GiftCrateFactory	subtitleText	string
GiftCrateFactory	spirit	number
GiftCrateFactory	spirit_orbs	number
GiftCrateFactory	cosmetics	array
GiftCrateFactory	titleText	string
GiftCrateFactory	subtitleText	string
GiftCrateFactory	gold	number
GiftCrateFactory	gauntlet_tickets	number
GiftCrateFactory	titleText	string
GiftCrateFactory	subtitleText	string
GiftCrateFactory	gold	number
GiftCrateFactory	spirit_orbs	number
GiftCrateFactory	random_cards	array
GiftCrateFactory	titleText	string
GiftCrateFactory	subtitleText	string
GiftCrateFactory	gold	number
GiftCrateFactory	cosmetics	array
GiftCrateFactory	crate_keys	array
GiftCrateFactory	titleText	string
GiftCrateFactory	subtitleText	string
GiftCrateFactory	card_ids	array
GiftCrateFactory	cosmetics	array
GiftCrateFactory	titleText	string
GiftCrateFactory	subtitleText	string
GiftCrateFactory	spirit_orbs	number
GiftCrateFactory	cosmetics	array
GiftCrateFactory	titleText	string
GiftCrateFactory	subtitleText	string
GiftCrateFactory	spirit_orbs	number
GiftCrateFactory	titleText	string
GiftCrateFactory	subtitleText	string
GiftCrateFactory	spirit_orbs	number
GiftCrateFactory	titleText	string
GiftCrateFactory	subtitleText	string
GiftCrateFactory	spirit_orbs	number
GiftCrateFactory	spirit_box	number
GiftCrateFactory	cosmetic_box	number
GiftCrateFactory	titleText	string
GiftCrateFactory	subtitleText	string
GiftCrateFactory	spirit_orbs	number
GiftCrateFactory	spirit_box	number
GiftCrateFactory	cosmetic_box	number
GiftCrateFactory	titleText	string
GiftCrateFactory	subtitleText	string
GiftCrateFactory	spirit_orbs	number
GiftCrateFactory	titleText	string
GiftCrateFactory	subtitleText	string
GiftCrateFactory	spirit_orbs	number
GiftCrateFactory	titleText	string
GiftCrateFactory	subtitleText	string
GiftCrateFactory	spirit_orbs	number
GiftCrateFactory	titleText	string
GiftCrateFactory	subtitleText	string
GiftCrateFactory	spirit_orbs	number
GiftCrateFactory	titleText	string
GiftCrateFactory	subtitleText	string
GiftCrateFactory	spirit_orbs	number
GiftCrateFactory	titleText	string
GiftCrateFactory	subtitleText	string
GiftCrateFactory	spirit_orbs	number
GiftCrateFactory	titleText	string
GiftCrateFactory	subtitleText	string
GiftCrateFactory	spirit_orbs	number
GiftCrateFactory	titleText	string
GiftCrateFactory	subtitleText	string
GiftCrateFactory	spirit_orbs	number
GiftCrateFactory	titleText	string
GiftCrateFactory	subtitleText	string
GiftCrateFactory	spirit_orbs	number
GiftCrateFactory	titleText	string
GiftCrateFactory	subtitleText	string
GiftCrateFactory	spirit_orbs	number
GiftCrateFactory	random_cards	array
GiftCrateFactory	titleText	string
GiftCrateFactory	subtitleText	string
GiftCrateFactory	card_ids	array
GiftCrateFactory	crate_keys	array
GiftCrateFactory	gold	number
GiftCrateFactory	titleText	string
GiftCrateFactory	subtitleText	string
GiftCrateFactory	spirit	number
GiftCrateFactory	card_ids	array
GiftCrateFactory	gold	number
GiftCrateFactory	cosmetics	array
GiftCrateFactory	getIsCrateTypeAvailable	unknown
GiftCrateFactory	giftCrateTemplateForType	unknown
GiftCrateLookup	WinterHoliday2015	string
GiftCrateLookup	Frostfire2016	string
GiftCrateLookup	FebruaryLag2016	string
GiftCrateLookup	SevenDayMysteryBox	string
GiftCrateLookup	Anniversary2017	string
GiftCrateLookup	BNLogin2017	string
GiftCrateLookup	MidAugust2017Login	string
GiftCrateLookup	MidNovember2017Login	string
GiftCrateLookup	FrostfirePurchasable2017	string
GiftCrateLookup	FrostfirePremiumPurchasable2017	string
GiftCrateLookup	EarlyFebruary2018Login	string
GiftCrateLookup	CoreshatterLogin	string
GiftCrateLookup	LegacyLaunch	string
GiftCrateLookup	MemorialDayLogin	string
GiftCrateLookup	FathersDayLogin	string
GiftCrateLookup	FourthOfJulyLogin	string
GiftCrateLookup	SummerLogin	string
GiftCrateLookup	LaborDayLogin	string
GiftCrateLookup	HalloweenLogin	string
GiftCrateLookup	ThanksgivingLogin	string
GiftCrateLookup	ChristmasLogin	string
GiftCrateLookup	Unavailable2050	string
FXType	UnitSpawnFX	string
FXType	UnitDiedFX	string
FXType	UnitPrimaryAttackedFX	string
FXType	UnitAttackedFX	string
FXType	UnitDamagedFX	string
FXType	UnitHealedFX	string
FXType	SpellCastFX	string
FXType	SpellAutoFX	string
FXType	SpellAppliedFX	string
FXType	ArtifactAppliedFX	string
FXType	ArtifactFX	string
FXType	ModifierFX	string
FXType	ModifierAppliedFX	string
FXType	ModifierTriggeredFX	string
FXType	ModifierTriggeredSourceFX	string
FXType	ModifierTriggeredTargetFX	string
FXType	ModifierRemovedFX	string
FXType	GameFX	string
FXType	SourceFX	string
FXType	TargetFX	string
FXType	MoveSourceFX	string
FXType	MoveTargetFX	string
FXType	MoveFX	string
IntentType	NeutralIntent	unknown
IntentType	DamageIntent	number
IntentType	HealIntent	number
IntentType	BuffIntent	number
IntentType	NerfIntent	number
IntentType	MoveIntent	number
IntentType	DeckIntent	number
IntentType	GameIntent	unknown
IntentType	InspectIntent	number
IntentType	getIsAggroIntentType	unknown
IntentType	getIsAssistIntentType	unknown
Modifier	type	string
Modifier	type	string
Modifier	description	null
Modifier	isHiddenToUI	unknown
Modifier	isKeyworded	unknown
Modifier	modifierName	null
Modifier	attributeBuffs	null
Modifier	contextObject	null
Modifier	sourceCardIndex	null
Modifier	subModifierIndices	null
Modifier	createContextObject	unknown
Modifier	createContextObjectOnBoard	unknown
Modifier	createContextObjectInDeckHand	unknown
Modifier	createAttributeBuffsObject	unknown
Modifier	createContextObjectWithAttributeBuffs	unknown
Modifier	createContextObjectWithAbsoluteAttributeBuffs	unknown
Modifier	createContextObjectWithRebasedAttributeBuffs	unknown
Modifier	createContextObjectWithAura	unknown
Modifier	createContextObjectWithAuraForNearbyAllies	unknown
Modifier	createContextObjectWithAuraForAllAllies	unknown
Modifier	createContextObjectWithAuraForAllAlliesAndSelf	unknown
Modifier	createContextObjectWithOnBoardAuraForAllAlliesAndSelf	unknown
Modifier	createContextObjectWithAuraForAllAlliesAndSelfAndGeneral	unknown
Modifier	createContextObjectWithOnBoardAuraForAllAlliesAndSelfAndGeneral	unknown
Modifier	createContextObjectWithAuraForNearbyEnemies	unknown
Modifier	createContextObjectWithOnBoardAuraForNearbyEnemies	unknown
Modifier	createContextObjectWithAuraForAllEnemies	unknown
Modifier	createContextObjectWithOnBoardAuraForAllEnemies	unknown
Modifier	getIsKeyworded	unknown
Modifier	writable	boolean
Modifier	writable	boolean
Modifier	getName	unknown
Modifier	getDescription	unknown
Modifier	getAppliedName	unknown
Modifier	getAppliedDescription	unknown
Modifier	getKeywordDefinition	unknown
Modifier	belongsToKeywordClass	unknown
ModifierATKThresholdDie	type	string
ModifierATKThresholdDie	type	string
ModifierATKThresholdDie	modifierName	string
ModifierATKThresholdDie	description	string
ModifierATKThresholdDie	activeInHand	boolean
ModifierATKThresholdDie	activeInDeck	boolean
ModifierATKThresholdDie	activeInSignatureCards	boolean
ModifierATKThresholdDie	activeOnBoard	boolean
ModifierATKThresholdDie	fxResource	array
ModifierATKThresholdDie	createContextObject	unknown
ModifierATKThresholdDie	getDescription	unknown
ModifierAbsorbDamage	type	string
ModifierAbsorbDamage	type	string
ModifierAbsorbDamage	modifierName	unknown
ModifierAbsorbDamage	description	unknown
ModifierAbsorbDamage	activeInHand	boolean
ModifierAbsorbDamage	activeInDeck	boolean
ModifierAbsorbDamage	activeInSignatureCards	boolean
ModifierAbsorbDamage	activeOnBoard	boolean
ModifierAbsorbDamage	fxResource	array
ModifierAbsorbDamage	createContextObject	unknown
ModifierAbsorbDamage	getDescription	unknown
ModifierAbsorbDamageGolems	type	string
ModifierAbsorbDamageGolems	type	string
ModifierAbsorbDamageGolems	modifierName	unknown
ModifierAbsorbDamageGolems	description	unknown
ModifierAbsorbDamageGolems	activeInHand	boolean
ModifierAbsorbDamageGolems	activeInDeck	boolean
ModifierAbsorbDamageGolems	activeInSignatureCards	boolean
ModifierAbsorbDamageGolems	activeOnBoard	boolean
ModifierAbsorbDamageGolems	fxResource	array
ModifierAirdrop	type	string
ModifierAirdrop	type	string
ModifierAirdrop	isKeyworded	boolean
ModifierAirdrop	maxStacks	number
ModifierAirdrop	modifierName	unknown
ModifierAirdrop	description	null
ModifierAirdrop	keywordDefinition	unknown
ModifierAirdrop	fxResource	array
ModifierAlwaysBackstabbed	type	string
ModifierAlwaysBackstabbed	type	string
ModifierAlwaysBackstabbed	isHiddenToUI	boolean
ModifierAlwaysBackstabbed	activeInHand	boolean
ModifierAlwaysBackstabbed	activeInDeck	boolean
ModifierAlwaysBackstabbed	activeInSignatureCards	boolean
ModifierAlwaysBackstabbed	activeOnBoard	boolean
ModifierAlwaysBackstabbed	fxResource	array
ModifierAlwaysInfiltrated	type	string
ModifierAlwaysInfiltrated	type	string
ModifierAlwaysInfiltrated	isHiddenToUI	boolean
ModifierAlwaysInfiltrated	activeInHand	boolean
ModifierAlwaysInfiltrated	activeInDeck	boolean
ModifierAlwaysInfiltrated	activeInSignatureCards	boolean
ModifierAlwaysInfiltrated	activeOnBoard	boolean
ModifierAlwaysInfiltrated	fxResource	array
ModifierAntiMagicField	type	string
ModifierAntiMagicField	type	string
ModifierAntiMagicField	isKeyworded	boolean
ModifierAntiMagicField	keywordDefinition	unknown
ModifierAntiMagicField	modifierName	unknown
ModifierAntiMagicField	description	null
ModifierAntiMagicField	activeInHand	boolean
ModifierAntiMagicField	activeInDeck	boolean
ModifierAntiMagicField	activeInSignatureCards	boolean
ModifierAntiMagicField	activeOnBoard	boolean
ModifierAntiMagicField	maxStacks	number
ModifierAntiMagicField	fxResource	array
ModifierAnyDrawCardWatch	type	string
ModifierAnyDrawCardWatch	type	string
ModifierAnyDrawCardWatch	modifierName	string
ModifierAnyDrawCardWatch	description	string
ModifierAnyDrawCardWatch	activeInHand	boolean
ModifierAnyDrawCardWatch	activeInDeck	boolean
ModifierAnyDrawCardWatch	activeInSignatureCards	boolean
ModifierAnyDrawCardWatch	activeOnBoard	boolean
ModifierAnyDrawCardWatch	fxResource	array
ModifierAnyDrawCardWatchBuffSelf	type	string
ModifierAnyDrawCardWatchBuffSelf	type	string
ModifierAnyDrawCardWatchBuffSelf	modifierName	unknown
ModifierAnyDrawCardWatchBuffSelf	description	unknown
ModifierAnyDrawCardWatchBuffSelf	fxResource	array
ModifierAnyDrawCardWatchBuffSelf	createContextObject	unknown
ModifierAnyDrawCardWatchBuffSelf	getDescription	unknown
ModifierAnyMinionHealWatch	type	string
ModifierAnyMinionHealWatch	type	string
ModifierAnyMinionHealWatch	modifierName	string
ModifierAnyMinionHealWatch	description	string
ModifierAnyMinionHealWatch	activeInHand	boolean
ModifierAnyMinionHealWatch	activeInDeck	boolean
ModifierAnyMinionHealWatch	activeInSignatureCards	boolean
ModifierAnyMinionHealWatch	activeOnBoard	boolean
ModifierAnyMinionHealWatch	fxResource	array
ModifierAnySummonWatch	type	string
ModifierAnySummonWatch	type	string
ModifierAnySummonWatch	modifierName	string
ModifierAnySummonWatch	description	string
ModifierAnySummonWatch	activeInHand	boolean
ModifierAnySummonWatch	activeInDeck	boolean
ModifierAnySummonWatch	activeInSignatureCards	boolean
ModifierAnySummonWatch	activeOnBoard	boolean
ModifierAnySummonWatch	fxResource	array
ModifierAnySummonWatchFromActionBar	type	string
ModifierAnySummonWatchFromActionBar	type	string
ModifierAnySummonWatchFromActionBar	modifierName	string
ModifierAnySummonWatchFromActionBar	description	string
ModifierAnySummonWatchFromActionBar	activeInHand	boolean
ModifierAnySummonWatchFromActionBar	activeInDeck	boolean
ModifierAnySummonWatchFromActionBar	activeInSignatureCards	boolean
ModifierAnySummonWatchFromActionBar	activeOnBoard	boolean
ModifierAnySummonWatchFromActionBar	fxResource	array
ModifierAnySummonWatchFromActionBarApplyModifiersToSelf	type	string
ModifierAnySummonWatchFromActionBarApplyModifiersToSelf	type	string
ModifierAnySummonWatchFromActionBarApplyModifiersToSelf	description	unknown
ModifierAnySummonWatchFromActionBarApplyModifiersToSelf	fxResource	array
ModifierAnySummonWatchFromActionBarApplyModifiersToSelf	createContextObject	unknown
ModifierAnySummonWatchFromActionBarApplyModifiersToSelf	getDescription	unknown
ModifierAnySummonWatchGainGeneralKeywords	type	string
ModifierAnySummonWatchGainGeneralKeywords	type	string
ModifierAnySummonWatchGainGeneralKeywords	activeInHand	boolean
ModifierAnySummonWatchGainGeneralKeywords	activeInDeck	boolean
ModifierAnySummonWatchGainGeneralKeywords	activeInSignatureCards	boolean
ModifierAnySummonWatchGainGeneralKeywords	activeOnBoard	boolean
ModifierApplyMinionToBoardWatch	type	string
ModifierApplyMinionToBoardWatch	type	string
ModifierApplyMinionToBoardWatch	modifierName	string
ModifierApplyMinionToBoardWatch	description	string
ModifierApplyMinionToBoardWatch	activeInHand	boolean
ModifierApplyMinionToBoardWatch	activeInDeck	boolean
ModifierApplyMinionToBoardWatch	activeInSignatureCards	boolean
ModifierApplyMinionToBoardWatch	activeOnBoard	boolean
ModifierApplyMinionToBoardWatch	fxResource	array
ModifierApplyMinionToBoardWatchApplyModifiersToTarget	type	string
ModifierApplyMinionToBoardWatchApplyModifiersToTarget	type	string
ModifierApplyMinionToBoardWatchApplyModifiersToTarget	modifierName	unknown
ModifierApplyMinionToBoardWatchApplyModifiersToTarget	description	unknown
ModifierApplyMinionToBoardWatchApplyModifiersToTarget	fxResource	array
ModifierApplyMinionToBoardWatchApplyModifiersToTarget	createContextObject	unknown
ModifierApplyMinionToBoardWatchApplyModifiersToTarget	getDescription	unknown
ModifierAttackEqualsHealth	type	string
ModifierAttackEqualsHealth	type	string
ModifierAttackEqualsHealth	maxStacks	number
ModifierAttackEqualsHealth	fxResource	array
ModifierAttacksDamageAllEnemyMinions	type	string
ModifierAttacksDamageAllEnemyMinions	type	string
ModifierAttacksDamageAllEnemyMinions	modifierName	string
ModifierAttacksDamageAllEnemyMinions	description	string
ModifierAttacksDamageAllEnemyMinions	activeInHand	boolean
ModifierAttacksDamageAllEnemyMinions	activeInDeck	boolean
ModifierAttacksDamageAllEnemyMinions	activeInSignatureCards	boolean
ModifierAttacksDamageAllEnemyMinions	activeOnBoard	boolean
ModifierAttacksDamageAllEnemyMinions	maxStacks	number
ModifierAttacksDealNoDamage	type	string
ModifierAttacksDealNoDamage	type	string
ModifierAttacksDealNoDamage	maxStacks	number
ModifierAttacksDealNoDamage	modifierName	unknown
ModifierAttacksDealNoDamage	description	unknown
ModifierAttacksDealNoDamage	activeInHand	boolean
ModifierAttacksDealNoDamage	activeInDeck	boolean
ModifierAttacksDealNoDamage	activeOnBoard	boolean
ModifierAttacksDealNoDamage	fxResource	array
ModifierAuraAboveAndBelow	type	string
ModifierAuraAboveAndBelow	type	string
ModifierAuraAboveAndBelow	fxResource	array
ModifierBackstab	type	string
ModifierBackstab	type	string
ModifierBackstab	isKeyworded	boolean
ModifierBackstab	keywordDefinition	unknown
ModifierBackstab	modifierName	unknown
ModifierBackstab	activeInHand	boolean
ModifierBackstab	activeInDeck	boolean
ModifierBackstab	activeInSignatureCards	boolean
ModifierBackstab	activeOnBoard	boolean
ModifierBackstab	fxResource	array
ModifierBackstab	createContextObject	unknown
ModifierBackstabWatch	type	string
ModifierBackstabWatch	type	string
ModifierBackstabWatch	modifierName	string
ModifierBackstabWatch	description	string
ModifierBackstabWatch	activeInHand	boolean
ModifierBackstabWatch	activeInDeck	boolean
ModifierBackstabWatch	activeInSignatureCards	boolean
ModifierBackstabWatch	activeOnBoard	boolean
ModifierBackstabWatch	createContextObject	unknown
ModifierBackstabWatchAddCardToHand	type	string
ModifierBackstabWatchAddCardToHand	type	string
ModifierBackstabWatchAddCardToHand	cardToAdd	null
ModifierBackstabWatchAddCardToHand	numToAdd	number
ModifierBackstabWatchAddCardToHand	createContextObject	unknown
ModifierBackstabWatchApplyModifiersToTarget	type	string
ModifierBackstabWatchApplyModifiersToTarget	type	string
ModifierBackstabWatchApplyModifiersToTarget	modifiersContextObjects	null
ModifierBackstabWatchApplyModifiersToTarget	createContextObject	unknown
ModifierBackstabWatchApplyPlayerModifiers	type	string
ModifierBackstabWatchApplyPlayerModifiers	type	string
ModifierBackstabWatchApplyPlayerModifiers	applyToOwnPlayer	boolean
ModifierBackstabWatchApplyPlayerModifiers	applyToEnemyPlayer	boolean
ModifierBackstabWatchApplyPlayerModifiers	createContextObject	unknown
ModifierBackstabWatchApplyPlayerModifiers	createContextObjectToTargetOwnPlayer	unknown
ModifierBackstabWatchApplyPlayerModifiers	createContextObjectToTargetEnemyPlayer	unknown
ModifierBackstabWatchStealSpellFromDeck	type	string
ModifierBackstabWatchStealSpellFromDeck	type	string
ModifierBackstabWatchStealSpellFromDeck	modifierName	unknown
ModifierBackstabWatchStealSpellFromDeck	description	unknown
ModifierBackstabWatchStealSpellFromDeck	createContextObject	unknown
ModifierBackstabWatchSummonBackstabMinion	type	string
ModifierBackstabWatchSummonBackstabMinion	type	string
ModifierBackstabWatchSummonBackstabMinion	cardToAdd	null
ModifierBackstabWatchSummonBackstabMinion	numToAdd	number
ModifierBackstabWatchSummonBackstabMinion	createContextObject	unknown
ModifierBackstabWatchTransformToBuilding	type	string
ModifierBackstabWatchTransformToBuilding	type	string
ModifierBackstabWatchTransformToBuilding	cardDataOrIndexToSpawn	null
ModifierBackstabWatchTransformToBuilding	buildModifierDescription	null
ModifierBackstabWatchTransformToBuilding	createContextObject	unknown
ModifierBackupGeneral	type	string
ModifierBackupGeneral	type	string
ModifierBackupGeneral	description	string
ModifierBanded	type	string
ModifierBanded	type	string
ModifierBanded	modifierName	unknown
ModifierBanded	description	unknown
ModifierBanded	activeInHand	boolean
ModifierBanded	activeInDeck	boolean
ModifierBanded	activeInSignatureCards	boolean
ModifierBanded	activeOnBoard	boolean
ModifierBanded	fxResource	array
ModifierBanded	createContextObject	unknown
ModifierBandedDoubleAttack	type	string
ModifierBandedDoubleAttack	type	string
ModifierBandedDoubleAttack	modifierName	string
ModifierBandedDoubleAttack	description	string
ModifierBandedDoubleAttack	fxResource	array
ModifierBandedFlying	type	string
ModifierBandedFlying	type	string
ModifierBandedFlying	fxResource	array
ModifierBandedHeal	type	string
ModifierBandedHeal	type	string
ModifierBandedHeal	modifierName	unknown
ModifierBandedHeal	description	unknown
ModifierBandedHeal	fxResource	array
ModifierBandedProvoke	type	string
ModifierBandedProvoke	type	string
ModifierBandedRanged	type	string
ModifierBandedRanged	type	string
ModifierBandedRanged	modifierName	unknown
ModifierBandedRanged	description	unknown
ModifierBandedRanged	fxResource	array
ModifierBanding	type	string
ModifierBanding	type	string
ModifierBanding	isKeyworded	boolean
ModifierBanding	modifierName	unknown
ModifierBanding	keywordDefinition	unknown
ModifierBanding	activeInHand	boolean
ModifierBanding	activeInDeck	boolean
ModifierBanding	activeInSignatureCards	boolean
ModifierBanding	activeOnBoard	boolean
ModifierBanding	fxResource	array
ModifierBandingApplyModifiers	type	string
ModifierBandingApplyModifiers	type	string
ModifierBandingApplyModifiers	maxStacks	number
ModifierBandingApplyModifiers	description	string
ModifierBandingApplyModifiers	fxResource	array
ModifierBandingApplyModifiers	createContextObject	unknown
ModifierBandingAttack	type	string
ModifierBandingAttack	type	string
ModifierBandingAttack	fxResource	array
ModifierBandingAttack	createContextObject	unknown
ModifierBandingAttackAndHealth	type	string
ModifierBandingAttackAndHealth	type	string
ModifierBandingAttackAndHealth	description	string
ModifierBandingAttackAndHealth	fxResource	array
ModifierBandingAttackAndHealth	createContextObject	unknown
ModifierBandingAttackAndHealth	getDescription	unknown
ModifierBandingChangeCardDraw	type	string
ModifierBandingChangeCardDraw	type	string
ModifierBandingChangeCardDraw	description	unknown
ModifierBandingChangeCardDraw	fxResource	array
ModifierBandingChangeCardDraw	createContextObject	unknown
ModifierBandingChangeCardDraw	getDescription	unknown
ModifierBandingDealDamageWatchDrawCard	type	string
ModifierBandingDealDamageWatchDrawCard	type	string
ModifierBandingDealDamageWatchDrawCard	description	string
ModifierBandingDealDamageWatchDrawCard	fxResource	array
ModifierBandingDealDamageWatchDrawCard	createContextObject	unknown
ModifierBandingDealDamageWatchDrawCard	getDescription	unknown
ModifierBandingDoubleAttack	type	string
ModifierBandingDoubleAttack	type	string
ModifierBandingDoubleAttack	maxStacks	number
ModifierBandingDoubleAttack	description	string
ModifierBandingDoubleAttack	fxResource	array
ModifierBandingDoubleAttack	createContextObject	unknown
ModifierBandingFlying	type	string
ModifierBandingFlying	type	string
ModifierBandingFlying	fxResource	array
ModifierBandingFlying	createContextObject	unknown
ModifierBandingFlying	getDescription	unknown
ModifierBandingHeal	type	string
ModifierBandingHeal	type	string
ModifierBandingHeal	maxStacks	number
ModifierBandingHeal	fxResource	array
ModifierBandingHeal	createContextObject	unknown
ModifierBandingHealSelfAndGeneral	type	string
ModifierBandingHealSelfAndGeneral	type	string
ModifierBandingHealSelfAndGeneral	description	string
ModifierBandingHealSelfAndGeneral	fxResource	array
ModifierBandingHealSelfAndGeneral	createContextObject	unknown
ModifierBandingHealSelfAndGeneral	getDescription	unknown
ModifierBandingProvoke	type	string
ModifierBandingProvoke	type	string
ModifierBandingProvoke	createContextObject	unknown
ModifierBandingProvoke	getDescription	unknown
ModifierBandingRanged	type	string
ModifierBandingRanged	type	string
ModifierBandingRanged	fxResource	array
ModifierBandingRanged	createContextObject	unknown
ModifierBandingRanged	getDescription	unknown
ModifierBattlePet	type	string
ModifierBattlePet	type	string
ModifierBattlePet	isKeyworded	boolean
ModifierBattlePet	keywordDefinition	unknown
ModifierBattlePet	modifierName	unknown
ModifierBattlePet	description	string
ModifierBattlePet	isHiddenToUI	boolean
ModifierBattlePet	maxStacks	number
ModifierBattlePet	isRemovable	boolean
ModifierBattlePet	activeInHand	boolean
ModifierBattlePet	activeInDeck	boolean
ModifierBattlePet	activeOnBoard	boolean
ModifierBeforeMyAttackWatch	type	string
ModifierBeforeMyAttackWatch	type	string
ModifierBeforeMyAttackWatch	activeInHand	boolean
ModifierBeforeMyAttackWatch	activeInDeck	boolean
ModifierBeforeMyAttackWatch	activeInSignatureCards	boolean
ModifierBeforeMyAttackWatch	activeOnBoard	boolean
ModifierBelongsToAllRaces	type	string
ModifierBelongsToAllRaces	type	string
ModifierBelongsToAllRaces	modifierName	unknown
ModifierBelongsToAllRaces	description	unknown
ModifierBelongsToAllRaces	fxResource	array
ModifierBlastAttack	type	string
ModifierBlastAttack	type	string
ModifierBlastAttack	isKeyworded	boolean
ModifierBlastAttack	keywordDefinition	unknown
ModifierBlastAttack	modifierName	unknown
ModifierBlastAttack	description	null
ModifierBlastAttack	activeInHand	boolean
ModifierBlastAttack	activeInDeck	boolean
ModifierBlastAttack	activeInSignatureCards	boolean
ModifierBlastAttack	activeOnBoard	boolean
ModifierBlastAttack	maxStacks	number
ModifierBlastAttack	fxResource	array
ModifierBlastAttack	cardFXResource	array
ModifierBlastAttackStrong	type	string
ModifierBlastAttackStrong	type	string
ModifierBlastAttackStrong	cardFXResource	array
ModifierBond	type	string
ModifierBond	type	string
ModifierBond	isKeyworded	boolean
ModifierBond	modifierName	unknown
ModifierBond	description	null
