child_class	parent_class	file
ModifierKillWatchDeceptibot	ModifierKillWatch	app/sdk/modifiers/modifierKillWatchDeceptibot.coffee
ModifierKillWatchHealSelf	ModifierKillWatch	app/sdk/modifiers/modifierKillWatchHealSelf.coffee
ModifierKillWatchRefreshExhaustion	ModifierKillWatch	app/sdk/modifiers/modifierKillWatchRefreshExhaustion.coffee
ModifierKillWatchRefreshExhaustionIfTargetStunned	ModifierKillWatchRefreshExhaustion	app/sdk/modifiers/modifierKillWatchRefreshExhaustionIfTargetStunned.coffee
ModifierKillWatchRespawnEntity	ModifierKillWatch	app/sdk/modifiers/modifierKillWatchRespawnEntity.coffee
ModifierKillWatchSpawnCopyNearby	ModifierKillWatch	app/sdk/modifiers/modifierKillWatchSpawnCopyNearby.coffee
ModifierKillWatchSpawnEgg	ModifierKillWatch	app/sdk/modifiers/modifierKillWatchSpawnEgg.coffee
ModifierKillWatchSpawnEnemyEntity	ModifierKillWatchSpawnEntity	app/sdk/modifiers/modifierKillWatchSpawnEnemyEntity.coffee
ModifierKillWatchSpawnEntity	ModifierKillWatch	app/sdk/modifiers/modifierKillWatchSpawnEntity.coffee
ModifierManaCostChange	Modifier	app/sdk/modifiers/modifierManaCostChange.coffee
ModifierMechazorWatchPutMechazorInHand	Modifier	app/sdk/modifiers/modifierMechazorWatchPutMechazorInHand.coffee
ModifierMirage	Modifier	app/sdk/modifiers/modifierMirage.coffee
ModifierMyAttackMinionWatch	Modifier	app/sdk/modifiers/modifierMyAttackMinionWatch.coffee
ModifierMyAttackMinionWatchKillTargetSummonThisOnSpace	ModifierMyAttackMinionWatch	app/sdk/modifiers/modifierMyAttackMinionWatchKillTargetSummonThisOnSpace.coffee
ModifierMyAttackMinionWatchStealGeneralHealth	ModifierMyAttackMinionWatch	app/sdk/modifiers/modifierMyAttackMinionWatchStealGeneralHealth.coffee
ModifierMyAttackOrAttackedWatch	Modifier	app/sdk/modifiers/modifierMyAttackOrAttackedWatch.coffee
ModifierMyAttackOrAttackedWatchDrawCard	ModifierMyAttackOrAttackedWatch	app/sdk/modifiers/modifierMyAttackOrAttackedWatchDrawCard.coffee
ModifierMyAttackOrAttackedWatchSpawnMinionNearby	ModifierMyAttackOrAttackedWatch	app/sdk/modifiers/modifierMyAttackOrAttackedWatchSpawnMinionNearby.coffee
ModifierMyAttackOrCounterattackWatch	Modifier	app/sdk/modifiers/modifierMyAttackOrCounterattackWatch.coffee
ModifierMyAttackOrCounterattackWatchApplyModifiersToFriendlyMinions	ModifierMyAttackOrCounterattackWatch	app/sdk/modifiers/modifierMyAttackOrCounterattackWatchApplyModifiersToFriendlyMinions.coffee
ModifierMyAttackOrCounterattackWatchDamageRandomEnemy	ModifierMyAttackOrCounterattackWatch	app/sdk/modifiers/modifierMyAttackOrCounterattackWatchDamageRandomEnemy.coffee
ModifierMyAttackOrCounterattackWatchTransformIntoEgg	ModifierMyAttackOrCounterattackWatch	app/sdk/modifiers/modifierMyAttackOrCounterattackWatchTransformIntoEgg.coffee
ModifierMyAttackWatch	Modifier	app/sdk/modifiers/modifierMyAttackWatch.coffee
ModifierMyAttackWatchApplyModifiers	ModifierMyAttackWatch	app/sdk/modifiers/modifierMyAttackWatchApplyModifiers.coffee
ModifierMyAttackWatchApplyModifiersToAllies	ModifierMyAttackWatch	app/sdk/modifiers/modifierMyAttackWatchApplyModifiersToAllies.coffee
ModifierMyAttackWatchAreaAttack	ModifierMyAttackWatch	app/sdk/modifiers/modifierMyAttackWatchAreaAttack.coffee
ModifierMyAttackWatchBonusManaCrystal	ModifierMyAttackWatch	app/sdk/modifiers/modifierMyAttackWatchBonusManaCrystal.coffee
ModifierMyAttackWatchBuffSelf	ModifierMyAttackWatch	app/sdk/modifiers/modifierMyAttackWatchBuffSelf.coffee
ModifierMyAttackWatchGamble	ModifierMyAttackWatch	app/sdk/modifiers/modifierMyAttackWatchGamble.coffee
ModifierMyAttackWatchGetSonghaiSpells	ModifierMyAttackWatch	app/sdk/modifiers/modifierMyAttackWatchGetSonghaiSpells.coffee
ModifierMyAttackWatchScarabBlast	ModifierMyAttackWatch	app/sdk/modifiers/modifierMyAttackWatchScarabBlast.coffee
ModifierMyAttackWatchSpawnMinionNearby	ModifierMyAttackWatch	app/sdk/modifiers/modifierMyAttackWatchSpawnMinionNearby.coffee
ModifierMyAttackWatchSummonDeadMinions	ModifierMyAttackWatch	app/sdk/modifiers/modifierMyAttackWatchSummonDeadMinions.coffee
ModifierMyBuildWatch	ModifierBuildWatch	app/sdk/modifiers/modifierMyBuildWatch.coffee
ModifierMyBuildWatchDrawCards	ModifierMyBuildWatch	app/sdk/modifiers/modifierMyBuildWatchDrawCards.coffee
ModifierMyGeneralAttackWatch	Modifier	app/sdk/modifiers/modifierMyGeneralAttackWatch.coffee
ModifierMyGeneralAttackWatchSpawnEntity	ModifierMyGeneralAttackWatch	app/sdk/modifiers/modifierMyGeneralAttackWatchSpawnEntity.coffee
ModifierMyGeneralAttackWatchSpawnRandomEntityFromDeck	ModifierMyGeneralAttackWatch	app/sdk/modifiers/modifierMyGeneralAttackWatchSpawnRandomEntityFromDeck.coffee
ModifierMyGeneralDamagedWatch	Modifier	app/sdk/modifiers/modifierMyGeneralDamagedWatch.coffee
ModifierMyGeneralDamagedWatchBuffSelf	ModifierMyGeneralDamagedWatch	app/sdk/modifiers/modifierMyGeneralDamagedWatchBuffSelf.coffee
ModifierMyGeneralDamagedWatchBuffSelfAndDrawACard	ModifierMyGeneralDamagedWatch	app/sdk/modifiers/modifierMyGeneralDamagedWatchBuffSelfAndDrawACard.coffee
ModifierMyGeneralDamagedWatchBuffSelfAttackForSame	ModifierMyGeneralDamagedWatch	app/sdk/modifiers/modifierMyGeneralDamagedWatchBuffSelfAttackForSame.coffee
ModifierMyGeneralDamagedWatchDamageNearby	ModifierMyGeneralDamagedWatch	app/sdk/modifiers/modifierMyGeneralDamagedWatchDamageNearby.coffee
ModifierMyGeneralDamagedWatchHealSelf	ModifierMyGeneralDamagedWatch	app/sdk/modifiers/modifierMyGeneralDamagedWatchHealSelf.coffee
ModifierMyGeneralDamagedWatchMiniMinion	ModifierMyGeneralDamagedWatch	app/sdk/modifiers/modifierMyGeneralDamagedWatchMiniMinion.coffee
ModifierMyHealWatchAnywhere	Modifier	app/sdk/modifiers/modifierMyHealWatchAnywhere.coffee
ModifierMyHealWatchAnywhereBuffSelf	ModifierMyHealWatchAnywhere	app/sdk/modifiers/modifierMyHealWatchAnywhereBuffSelf.coffee
ModifierMyMinionAttackWatch	Modifier	app/sdk/modifiers/modifierMyMinionAttackWatch.coffee
ModifierMyMinionAttackWatchHealGeneral	ModifierMyMinionAttackWatch	app/sdk/modifiers/modifierMyMinionAttackWatchHealGeneral.coffee
ModifierMyMinionOrGeneralDamagedWatch	Modifier	app/sdk/modifiers/modifierMyMinionOrGeneralDamagedWatch.coffee
ModifierMyMinionOrGeneralDamagedWatchBuffSelf	ModifierMyMinionOrGeneralDamagedWatch	app/sdk/modifiers/modifierMyMinionOrGeneralDamagedWatchBuffSelf.coffee
ModifierMyMoveWatch	Modifier	app/sdk/modifiers/modifierMyMoveWatch.coffee
ModifierMyMoveWatchAnyReason	Modifier	app/sdk/modifiers/modifierMyMoveWatchAnyReason.coffee
ModifierMyMoveWatchAnyReasonDamageNearbyEnemyMinions	ModifierMyMoveWatchAnyReason	app/sdk/modifiers/modifierMyMoveWatchAnyReasonDamageNearbyEnemyMinions.coffee
ModifierMyMoveWatchAnyReasonDrawCard	ModifierMyMoveWatchAnyReason	app/sdk/modifiers/modifierMyMoveWatchAnyReasonDrawCard.coffee
ModifierMyMoveWatchApplyModifiers	ModifierMyMoveWatch	app/sdk/modifiers/modifierMyMoveWatchApplyModifiers.coffee
ModifierMyMoveWatchDrawCard	ModifierMyMoveWatch	app/sdk/modifiers/modifierMyMoveWatchDrawCard.coffee
ModifierMyMoveWatchSpawnEntity	ModifierMyMoveWatch	app/sdk/modifiers/modifierMyMoveWatchSpawnEntity.coffee
ModifierMyOtherMinionsDamagedWatch	Modifier	app/sdk/modifiers/modifierMyOtherMinionsDamagedWatch.coffee
ModifierMyOtherMinionsDamagedWatchDamagedMinionGrows	ModifierMyOtherMinionsDamagedWatch	app/sdk/modifiers/modifierMyOtherMinionsDamagedWatchDamagedMinionGrows.coffee
ModifierMyTeamMoveWatchAnyReason	Modifier	app/sdk/modifiers/modifierMyTeamMoveWatchAnyReason.coffee
ModifierMyTeamMoveWatchAnyReasonBuffTarget	ModifierMyTeamMoveWatchAnyReason	app/sdk/modifiers/modifierMyTeamMoveWatchAnyReasonBuffTarget.coffee
ModifierNocturne	Modifier	app/sdk/modifiers/modifierNocturne.coffee
ModifierNoshRak	Modifier	app/sdk/modifiers/modifierNoshRak.coffee
ModifierObstructing	Modifier	app/sdk/modifiers/modifierObstructing.coffee
ModifierOnDying	Modifier	app/sdk/modifiers/modifierOnDying.coffee
ModifierOnDyingInfest	ModifierOnDying	app/sdk/modifiers/modifierOnDyingInfest.coffee
ModifierOnDyingResummonAnywhere	ModifierOnDying	app/sdk/modifiers/modifierOnDyingResummonAnywhere.coffee
ModifierOnDyingSpawnEntity	ModifierOnDying	app/sdk/modifiers/modifierOnDyingSpawnEntity.coffee
ModifierOnOpponentDeathWatch	ModifierDeathWatch	app/sdk/modifiers/modifierOnOpponentDeathWatch.coffee
ModifierOnOpponentDeathWatchSpawnEntityOnSpace	ModifierOnOpponentDeathWatch	app/sdk/modifiers/modifierOnOpponentDeathWatchSpawnEntityOnSpace.coffee
ModifierOnRemoveSpawnEntities	Modifier	app/sdk/modifiers/modifierOnRemoveSpawnEntities.coffee
ModifierOnRemoveSpawnRandomDeadEntity	Modifier	app/sdk/modifiers/modifierOnRemoveSpawnRandomDeadEntity.coffee
ModifierOnSpawnCopyMyGeneral	Modifier	app/sdk/modifiers/modifierOnSpawnCopyMyGeneral.coffee
ModifierOnSpawnKillMyGeneral	Modifier	app/sdk/modifiers/modifierOnSpawnKillMyGeneral.coffee
ModifierOnSummonFromHand	Modifier	app/sdk/modifiers/modifierOnSummonFromHand.coffee
ModifierOnSummonFromHandApplyEmblems	ModifierOnSummonFromHand	app/sdk/modifiers/modifierOnSummonFromHandApplyEmblems.coffee
ModifierOpeningGambit	Modifier	app/sdk/modifiers/modifierOpeningGambit.coffee
ModifierOpeningGambitActivateSignatureCard	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitActivateSignatureCard.coffee
ModifierOpeningGambitAlabasterTitan	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitAlabasterTitan.coffee
ModifierOpeningGambitApplyMechazorPlayerModifiers	ModifierOpeningGambitApplyPlayerModifiers	app/sdk/modifiers/modifierOpeningGambitApplyMechazorPlayerModifiers.coffee
ModifierOpeningGambitApplyModifiers	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitApplyModifiers.coffee
ModifierOpeningGambitApplyModifiersByRaceId	ModifierOpeningGambitApplyModifiers	app/sdk/modifiers/modifierOpeningGambitApplyModifiersByRaceId.coffee
ModifierOpeningGambitApplyModifiersRandomly	ModifierOpeningGambitApplyModifiers	app/sdk/modifiers/modifierOpeningGambitApplyModifiersRandomly.coffee
ModifierOpeningGambitApplyModifiersToDeck	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitApplyModifiersToDeck.coffee
ModifierOpeningGambitApplyModifiersToDeckAndHand	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitApplyModifiersToDeckAndHand.coffee
ModifierOpeningGambitApplyModifiersToGeneral	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitApplyModifiersToGeneral.coffee
ModifierOpeningGambitApplyModifiersToHand	ModifierOpeningGambitApplyModifiersToDeckAndHand	app/sdk/modifiers/modifierOpeningGambitApplyModifiersToHand.coffee
ModifierOpeningGambitApplyModifiersToWraithlings	ModifierOpeningGambitApplyModifiers	app/sdk/modifiers/modifierOpeningGambitApplyModifiersToWraithlings.coffee
ModifierOpeningGambitApplyPlayerModifiers	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitApplyPlayerModifiers.coffee
ModifierOpeningGambitBonusManaCrystal	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitBonusManaCrystal.coffee
ModifierOpeningGambitBuffSelfByBattlePetsHandStats	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitBuffSelfByBattlePetsHandStats.coffee
ModifierOpeningGambitBuffSelfByOpponentHandCount	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitBuffSelfByOpponentHandCount.coffee
ModifierOpeningGambitBuffSelfByShadowTileCount	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitBuffSelfByShadowTileCount.coffee
ModifierOpeningGambitChangeSignatureCard	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitChangeSignatureCard.coffee
ModifierOpeningGambitChangeSignatureCardForThisTurn	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitChangeSignatureCardForThisTurn.coffee
ModifierOpeningGambitDagona	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDagona.coffee
ModifierOpeningGambitDamageBothGenerals	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDamageBothGenerals.coffee
ModifierOpeningGambitDamageEnemiesNearShadowCreep	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDamageEnemiesNearShadowCreep.coffee
ModifierOpeningGambitDamageEverything	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDamageEverything.coffee
ModifierOpeningGambitDamageInFront	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDamageInFront.coffee
ModifierOpeningGambitDamageInFrontRow	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDamageInFrontRow.coffee
ModifierOpeningGambitDamageMyGeneral	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDamageMyGeneral.coffee
ModifierOpeningGambitDamageNearby	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDamageNearby.coffee
ModifierOpeningGambitDamageNearbyForAttack	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDamageNearbyForAttack.coffee
ModifierOpeningGambitDamageNearbyMinions	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDamageNearbyMinions.coffee
ModifierOpeningGambitDeathKnell	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDeathKnell.coffee
ModifierOpeningGambitDestroyEnemyMinions	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDestroyEnemyMinions.coffee
ModifierOpeningGambitDestroyManaCrystal	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDestroyManaCrystal.coffee
ModifierOpeningGambitDestroyNearbyMinions	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDestroyNearbyMinions.coffee
ModifierOpeningGambitDispel	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDispel.coffee
ModifierOpeningGambitDrawArtifactFromDeck	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDrawArtifactFromDeck.coffee
ModifierOpeningGambitDrawCard	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDrawCard.coffee
ModifierOpeningGambitDrawCardBothPlayers	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDrawCardBothPlayers.coffee
ModifierOpeningGambitDrawCopyFromDeck	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDrawCopyFromDeck.coffee
ModifierOpeningGambitDrawFactionCards	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDrawFactionCards.coffee
ModifierOpeningGambitDrawRandomBattlePet	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDrawRandomBattlePet.coffee
ModifierOpeningGambitEquipArtifact	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitEquipArtifact.coffee
ModifierOpeningGambitGoleminate	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitGoleminate.coffee
ModifierOpeningGambitGrandmasterVariax	ModifierOpeningGambitChangeSignatureCard	app/sdk/modifiers/modifierOpeningGambitGrandmasterVariax.coffee
ModifierOpeningGambitGrincher	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitGrincher.coffee
ModifierOpeningGambitHatchFriendlyEggs	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitHatchFriendlyEggs.coffee
ModifierOpeningGambitHealBothGenerals	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitHealBothGenerals.coffee
ModifierOpeningGambitHealMyGeneral	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitHealMyGeneral.coffee
ModifierOpeningGambitLifeGive	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitLifeGive.coffee
ModifierOpeningGambitMindwarp	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitMindwarp.coffee
ModifierOpeningGambitMoveEnemyGeneralForward	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitMoveEnemyGeneralForward.coffee
ModifierOpeningGambitProgenitor	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitProgenitor.coffee
ModifierOpeningGambitProgressBuild	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitProgressBuild.coffee
ModifierOpeningGambitPutCardInHand	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitPutCardInHand.coffee
ModifierOpeningGambitPutCardInOpponentHand	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitPutCardInOpponentHand.coffee
ModifierOpeningGambitRazorback	ModifierOpeningGambitApplyModifiers	app/sdk/modifiers/modifierOpeningGambitRazorback.coffee
ModifierOpeningGambitRefreshArtifacts	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitRefreshArtifacts.coffee
ModifierOpeningGambitRefreshSignatureCard	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitRefreshSignatureCard.coffee
ModifierOpeningGambitRemoveArtifactToDrawArtifactFromFaction	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitRemoveArtifactToDrawArtifactFromFaction.coffee
ModifierOpeningGambitRemoveCardsFromDecksByCost	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitRemoveCardsFromDecksByCost.coffee
ModifierOpeningGambitRemoveRandomArtifact	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitRemoveRandomArtifact.coffee
ModifierOpeningGambitReplaceHand	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitReplaceHand.coffee
ModifierOpeningGambitRetrieveMostRecentSpell	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitRetrieveMostRecentSpell.coffee
ModifierOpeningGambitRetrieveRandomSpell	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitRetrieveRandomSpell.coffee
ModifierOpeningGambitSacrificeNearbyBuffSelf	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitSacrificeNearbyBuffSelf.coffee
ModifierOpeningGambitSirocco	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitSirocco.coffee
ModifierOpeningGambitSniperZen	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitSniperZen.coffee
ModifierOpeningGambitSpawnCopiesOfEntityAnywhere	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitSpawnCopiesOfEntityAnywhere.coffee
ModifierOpeningGambitSpawnCopiesOfEntityNearby	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitSpawnCopiesOfEntityNearby.coffee
ModifierOpeningGambitSpawnEnemyMinionNearOpponent	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitSpawnEnemyMinionNearOpponent.coffee
ModifierOpeningGambitSpawnEntity	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitSpawnEntity.coffee
ModifierOpeningGambitSpawnEntityInEachCorner	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitSpawnEntityInEachCorner.coffee
ModifierOpeningGambitSpawnPartyAnimals	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitSpawnPartyAnimals.coffee
ModifierOpeningGambitSpawnTribal	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitSpawnTribal.coffee
ModifierOpeningGambitSpawnVanarTokensAroundGeneral	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitSpawnVanarTokensAroundGeneral.coffee
ModifierOpeningGambitStealEnemyGeneralHealth	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitStealEnemyGeneralHealth.coffee
OpeningGambitTeleportAllNearby	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitTeleportAllNearby.coffee
ModifierOpeningGambitTeleportMinionsToThis	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitTeleportMinionsToThis.coffee
ModifierOpeningGambitTransformHandIntoLegendaries	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitTransformHandIntoLegendaries.coffee
ModifierOpponentDrawCardWatch	Modifier	app/sdk/modifiers/modifierOpponentDrawCardWatch.coffee
ModifierOpponentDrawCardWatchBuffSelf	ModifierOpponentDrawCardWatch	app/sdk/modifiers/modifierOpponentDrawCardWatchBuffSelf.coffee
ModifierOpponentDrawCardWatchDamageEnemyGeneral	ModifierOpponentDrawCardWatch	app/sdk/modifiers/modifierOpponentDrawCardWatchDamageEnemyGeneral.coffee
ModifierOpponentDrawCardWatchGainKeyword	ModifierOpponentDrawCardWatch	app/sdk/modifiers/modifierOpponentDrawCardWatchGainKeyword.coffee
ModifierOpponentDrawCardWatchOverdrawSummonEntity	ModifierOpponentDrawCardWatch	app/sdk/modifiers/modifierOpponentDrawCardWatchOverdrawSummonEntity.coffee
ModifierOpponentSummonWatch	Modifier	app/sdk/modifiers/modifierOpponentSummonWatch.coffee
ModifierOpponentSummonWatchDamageBuffMinionInHand	ModifierOpponentSummonWatch	app/sdk/modifiers/modifierOpponentSummonWatchBuffMinionInHand.coffee
ModifierOpponentSummonWatchBuffSelf	ModifierOpponentSummonWatch	app/sdk/modifiers/modifierOpponentSummonWatchBuffSelf.coffee
ModifierOpponentSummonWatchDamageEnemyGeneral	ModifierOpponentSummonWatch	app/sdk/modifiers/modifierOpponentSummonWatchDamageEnemyGeneral.coffee
ModifierOpponentSummonWatchOpponentDrawCard	ModifierOpponentSummonWatch	app/sdk/modifiers/modifierOpponentSummonWatchOpponentDrawCard.coffee
ModifierOpponentSummonWatchRandomTransform	ModifierOpponentSummonWatch	app/sdk/modifiers/modifierOpponentSummonWatchRandomTransform.coffee
ModifierOpponentSummonWatchSpawn1HealthClone	ModifierOpponentSummonWatch	app/sdk/modifiers/modifierOpponentSummonWatchSpawn1HealthClone.coffee
ModifierOpponentSummonWatchSummonEgg	ModifierOpponentSummonWatch	app/sdk/modifiers/modifierOpponentSummonWatchSummonEgg.coffee
ModifierOpponentSummonWatchSummonMinionInFront	ModifierOpponentSummonWatch	app/sdk/modifiers/modifierOpponentSummonWatchSummonMinionInFront.coffee
ModifierOpponentSummonWatchSwapGeneral	ModifierOpponentSummonWatch	app/sdk/modifiers/modifierOpponentSummonWatchSwapGeneral.coffee
ModifierOverwatch	Modifier	app/sdk/modifiers/modifierOverwatch.coffee
ModifierOverwatchAttacked	ModifierOverwatch	app/sdk/modifiers/modifierOverwatchAttacked.coffee
ModifierOverwatchAttackedBuffSelf	ModifierOverwatchAttacked	app/sdk/modifiers/modifierOverwatchAttackedBuffSelf.coffee
ModifierOverwatchAttackedDamageEnemyGeneralForSame	ModifierOverwatchAttacked	app/sdk/modifiers/modifierOverwatchAttackedDamageEnemyGeneralForSame.coffee
ModifierOverwatchDestroyed	ModifierOverwatch	app/sdk/modifiers/modifierOverwatchDestroyed.coffee
ModifierOverwatchDestroyedPutCardInHand	ModifierOverwatchDestroyed	app/sdk/modifiers/modifierOverwatchDestroyedPutCardInHand.coffee
ModifierOverwatchDestroyedPutMagmarCardsInHand	ModifierOverwatchDestroyed	app/sdk/modifiers/modifierOverwatchDestroyedPutMagmarCardsInHand.coffee
ModifierOverwatchDestroyedResummonAndDestroyOther	ModifierOverwatchDestroyed	app/sdk/modifiers/modifierOverwatchDestroyedResummonAndDestroyOther.coffee
ModifierOverwatchEndTurn	ModifierOverwatch	app/sdk/modifiers/modifierOverwatchEndTurn.coffee
ModifierOverwatchEndTurnPutCardInHand	ModifierOverwatchEndTurn	app/sdk/modifiers/modifierOverwatchEndTurnPutCardInHand.coffee
ModifierOverwatchHidden	Modifier	app/sdk/modifiers/modifierOverwatchHidden.coffee
ModifierOverwatchMovedNearby	ModifierOverwatch	app/sdk/modifiers/modifierOverwatchMovedNearby.coffee
ModifierOverwatchMovedNearbyAttack	ModifierOverwatchMovedNearby	app/sdk/modifiers/modifierOverwatchMovedNearbyAttack.coffee
ModifierOverwatchMovedNearbyDispelAndProvoke	ModifierOverwatchMovedNearby	app/sdk/modifiers/modifierOverwatchMovedNearbyDispelAndProvoke.coffee
ModifierOverwatchMovedNearbyMiniImmolation	ModifierOverwatchMovedNearby	app/sdk/modifiers/modifierOverwatchMovedNearbyMiniImmolation.coffee
ModifierOverwatchMovedNearbyMoveBothToCorners	ModifierOverwatchMovedNearby	app/sdk/modifiers/modifierOverwatchMovedNearbyMoveBothToCorners.coffee
ModifierOverwatchSpellTarget	ModifierOverwatch	app/sdk/modifiers/modifierOverwatchSpellTarget.coffee
ModifierOverwatchSpellTargetDamageEnemies	ModifierOverwatchSpellTarget	app/sdk/modifiers/modifierOverwatchSpellTargetDamageEnemies.coffee
ModifierPantheran	Modifier	app/sdk/modifiers/modifierPantheran.coffee
ModifierPortal	Modifier	app/sdk/modifiers/modifierPortal.coffee
ModifierPrimalProtection	Modifier	app/sdk/modifiers/modifierPrimalProtection.coffee
ModifierPrimalTile	Modifier	app/sdk/modifiers/modifierPrimalTile.coffee
ModifierProvidesAlwaysInfiltrated	Modifier	app/sdk/modifiers/modifierProvidesAlwaysInfiltrated.coffee
ModifierProvoke	Modifier	app/sdk/modifiers/modifierProvoke.coffee
ModifierProvoked	Modifier	app/sdk/modifiers/modifierProvoked.coffee
ModifierPseudoRush	Modifier	app/sdk/modifiers/modifierPseudoRush.coffee
ModifierQuestBuffAbyssian	ModifierOnDyingResummonAnywhere	app/sdk/modifiers/modifierQuestBuffAbyssian.coffee
ModifierQuestBuffNeutral	Modifier	app/sdk/modifiers/modifierQuestBuffNeutral.coffee
ModifierQuestBuffVanar	Modifier	app/sdk/modifiers/modifierQuestBuffVanar.coffee
ModifierQuestStatus	Modifier	app/sdk/modifiers/modifierQuestStatus.coffee
ModifierQuestStatusAbyssian	ModifierQuestStatus	app/sdk/modifiers/modifierQuestStatusAbyssian.coffee
ModifierQuestStatusLyonar	ModifierQuestStatus	app/sdk/modifiers/modifierQuestStatusLyonar.coffee
ModifierQuestStatusMagmar	ModifierQuestStatus	app/sdk/modifiers/modifierQuestStatusMagmar.coffee
ModifierQuestStatusNeutral	ModifierQuestStatus	app/sdk/modifiers/modifierQuestStatusNeutral.coffee
ModifierQuestStatusSonghai	ModifierQuestStatus	app/sdk/modifiers/modifierQuestStatusSonghai.coffee
ModifierQuestStatusVanar	ModifierQuestStatus	app/sdk/modifiers/modifierQuestStatusVanar.coffee
ModifierQuestStatusVetruvian	ModifierQuestStatus	app/sdk/modifiers/modifierQuestStatusVetruvian.coffee
ModifierRanged	Modifier	app/sdk/modifiers/modifierRanged.coffee
ModifierRangedProvoke	Modifier	app/sdk/modifiers/modifierRangedProvoke.coffee
