class_name	parent_class	file	methods
ModifierMyAttackOrAttackedWatch	Modifier	app/sdk/modifiers/modifierMyAttackOrAttackedWatch.coffee	onAction;onMyAttackOrAttackedWatch
ModifierMyAttackOrAttackedWatchDrawCard	ModifierMyAttackOrAttackedWatch	app/sdk/modifiers/modifierMyAttackOrAttackedWatchDrawCard.coffee	onMyAttackOrAttackedWatch
ModifierMyAttackOrAttackedWatchSpawnMinionNearby	ModifierMyAttackOrAttackedWatch	app/sdk/modifiers/modifierMyAttackOrAttackedWatchSpawnMinionNearby.coffee	createContextObject;getDescription;onMyAttackOrAttackedWatch;getCardDataOrIndexToSpawn;getSpawnOwnerId
ModifierMyAttackOrCounterattackWatch	Modifier	app/sdk/modifiers/modifierMyAttackOrCounterattackWatch.coffee	onAction;onMyAttackOrCounterattackWatch
ModifierMyAttackOrCounterattackWatchApplyModifiersToFriendlyMinions	ModifierMyAttackOrCounterattackWatch	app/sdk/modifiers/modifierMyAttackOrCounterattackWatchApplyModifiersToFriendlyMinions.coffee	createContextObject;onMyAttackOrCounterattackWatch
ModifierMyAttackOrCounterattackWatchDamageRandomEnemy	ModifierMyAttackOrCounterattackWatch	app/sdk/modifiers/modifierMyAttackOrCounterattackWatchDamageRandomEnemy.coffee	createContextObject;onMyAttackOrCounterattackWatch
ModifierMyAttackOrCounterattackWatchTransformIntoEgg	ModifierMyAttackOrCounterattackWatch	app/sdk/modifiers/modifierMyAttackOrCounterattackWatchTransformIntoEgg.coffee	onMyAttackOrCounterattackWatch
ModifierMyAttackWatch	Modifier	app/sdk/modifiers/modifierMyAttackWatch.coffee	onAction;onMyAttackWatch
ModifierMyAttackWatchApplyModifiers	ModifierMyAttackWatch	app/sdk/modifiers/modifierMyAttackWatchApplyModifiers.coffee	createContextObject;onMyAttackWatch
ModifierMyAttackWatchApplyModifiersToAllies	ModifierMyAttackWatch	app/sdk/modifiers/modifierMyAttackWatchApplyModifiersToAllies.coffee	createContextObject;onMyAttackWatch
ModifierMyAttackWatchAreaAttack	ModifierMyAttackWatch	app/sdk/modifiers/modifierMyAttackWatchAreaAttack.coffee	onMyAttackWatch
ModifierMyAttackWatchBonusManaCrystal	ModifierMyAttackWatch	app/sdk/modifiers/modifierMyAttackWatchBonusManaCrystal.coffee	createContextObject;onMyAttackWatch
ModifierMyAttackWatchBuffSelf	ModifierMyAttackWatch	app/sdk/modifiers/modifierMyAttackWatchBuffSelf.coffee	createContextObject;onMyAttackWatch
ModifierMyAttackWatchGamble	ModifierMyAttackWatch	app/sdk/modifiers/modifierMyAttackWatchGamble.coffee	onMyAttackWatch;getCanReactToAction
ModifierMyAttackWatchGetSonghaiSpells	ModifierMyAttackWatch	app/sdk/modifiers/modifierMyAttackWatchGetSonghaiSpells.coffee	createContextObject;onMyAttackWatch
ModifierMyAttackWatchScarabBlast	ModifierMyAttackWatch	app/sdk/modifiers/modifierMyAttackWatchScarabBlast.coffee	onMyAttackWatch
ModifierMyAttackWatchSpawnMinionNearby	ModifierMyAttackWatch	app/sdk/modifiers/modifierMyAttackWatchSpawnMinionNearby.coffee	createContextObject;getDescription;onMyAttackWatch;getCardDataOrIndexToSpawn;getSpawnOwnerId
ModifierMyAttackWatchSummonDeadMinions	ModifierMyAttackWatch	app/sdk/modifiers/modifierMyAttackWatchSummonDeadMinions.coffee	createContextObject;onMyAttackWatch
ModifierMyBuildWatch	ModifierBuildWatch	app/sdk/modifiers/modifierMyBuildWatch.coffee	getIsActionRelevant
ModifierMyBuildWatchDrawCards	ModifierMyBuildWatch	app/sdk/modifiers/modifierMyBuildWatchDrawCards.coffee	createContextObject;onBuildWatch
ModifierMyGeneralAttackWatch	Modifier	app/sdk/modifiers/modifierMyGeneralAttackWatch.coffee	onAction;onMyGeneralAttackWatch
ModifierMyGeneralAttackWatchSpawnEntity	ModifierMyGeneralAttackWatch	app/sdk/modifiers/modifierMyGeneralAttackWatchSpawnEntity.coffee	createContextObject;onMyGeneralAttackWatch
ModifierMyGeneralAttackWatchSpawnRandomEntityFromDeck	ModifierMyGeneralAttackWatch	app/sdk/modifiers/modifierMyGeneralAttackWatchSpawnRandomEntityFromDeck.coffee	createContextObject;onMyGeneralAttackWatch
ModifierMyGeneralDamagedWatch	Modifier	app/sdk/modifiers/modifierMyGeneralDamagedWatch.coffee	onAfterCleanupAction;willDealDamage;onDamageDealtToGeneral
ModifierMyGeneralDamagedWatchBuffSelf	ModifierMyGeneralDamagedWatch	app/sdk/modifiers/modifierMyGeneralDamagedWatchBuffSelf.coffee	createContextObject;getDescription;onDamageDealtToGeneral
ModifierMyGeneralDamagedWatchBuffSelfAndDrawACard	ModifierMyGeneralDamagedWatch	app/sdk/modifiers/modifierMyGeneralDamagedWatchBuffSelfAndDrawACard.coffee	createContextObject;getDescription;onDamageDealtToGeneral
ModifierMyGeneralDamagedWatchBuffSelfAttackForSame	ModifierMyGeneralDamagedWatch	app/sdk/modifiers/modifierMyGeneralDamagedWatchBuffSelfAttackForSame.coffee	createContextObject;onDamageDealtToGeneral
ModifierMyGeneralDamagedWatchDamageNearby	ModifierMyGeneralDamagedWatch	app/sdk/modifiers/modifierMyGeneralDamagedWatchDamageNearby.coffee	createContextObject;getDescription;onDamageDealtToGeneral
ModifierMyGeneralDamagedWatchHealSelf	ModifierMyGeneralDamagedWatch	app/sdk/modifiers/modifierMyGeneralDamagedWatchHealSelf.coffee	createContextObject;getDescription;onDamageDealtToGeneral
ModifierMyGeneralDamagedWatchMiniMinion	ModifierMyGeneralDamagedWatch	app/sdk/modifiers/modifierMyGeneralDamagedWatchMiniMinion.coffee	onDamageDealtToGeneral
ModifierMyHealWatchAnywhere	Modifier	app/sdk/modifiers/modifierMyHealWatchAnywhere.coffee	onAfterCleanupAction;onHealWatch;getIsActionRelevant;onActivate
ModifierMyHealWatchAnywhereBuffSelf	ModifierMyHealWatchAnywhere	app/sdk/modifiers/modifierMyHealWatchAnywhereBuffSelf.coffee	createContextObject;getDescription;onHealWatch
ModifierMyMinionAttackWatch	Modifier	app/sdk/modifiers/modifierMyMinionAttackWatch.coffee	onAction;onMyMinionAttackWatch
ModifierMyMinionAttackWatchHealGeneral	ModifierMyMinionAttackWatch	app/sdk/modifiers/modifierMyMinionAttackWatchHealGeneral.coffee	createContextObject;getDescription;onMyMinionAttackWatch
ModifierMyMinionOrGeneralDamagedWatch	Modifier	app/sdk/modifiers/modifierMyMinionOrGeneralDamagedWatch.coffee	onAfterCleanupAction;willDealDamage;onDamageDealtToMinionOrGeneral
ModifierMyMinionOrGeneralDamagedWatchBuffSelf	ModifierMyMinionOrGeneralDamagedWatch	app/sdk/modifiers/modifierMyMinionOrGeneralDamagedWatchBuffSelf.coffee	createContextObject;getDescription;onDamageDealtToMinionOrGeneral
ModifierMyMoveWatch	Modifier	app/sdk/modifiers/modifierMyMoveWatch.coffee	onAction;onMyMoveWatch
ModifierMyMoveWatchAnyReason	Modifier	app/sdk/modifiers/modifierMyMoveWatchAnyReason.coffee	onAction;onMyMoveWatchAnyReason
ModifierMyMoveWatchAnyReasonDamageNearbyEnemyMinions	ModifierMyMoveWatchAnyReason	app/sdk/modifiers/modifierMyMoveWatchAnyReasonDamageNearbyEnemyMinions.coffee	createContextObject;onMyMoveWatchAnyReason
ModifierMyMoveWatchAnyReasonDrawCard	ModifierMyMoveWatchAnyReason	app/sdk/modifiers/modifierMyMoveWatchAnyReasonDrawCard.coffee	createContextObject;onMyMoveWatchAnyReason
ModifierMyMoveWatchApplyModifiers	ModifierMyMoveWatch	app/sdk/modifiers/modifierMyMoveWatchApplyModifiers.coffee	createContextObject;onMyMoveWatch;getAffectedEntities
ModifierMyMoveWatchDrawCard	ModifierMyMoveWatch	app/sdk/modifiers/modifierMyMoveWatchDrawCard.coffee	createContextObject;getDescription;onMyMoveWatch
ModifierMyMoveWatchSpawnEntity	ModifierMyMoveWatch	app/sdk/modifiers/modifierMyMoveWatchSpawnEntity.coffee	createContextObject;getDescription;onMyMoveWatch;getCardDataOrIndexToSpawn;getSpawnOwnerId
ModifierMyOtherMinionsDamagedWatch	Modifier	app/sdk/modifiers/modifierMyOtherMinionsDamagedWatch.coffee	onAfterCleanupAction;willDealDamage;onDamageDealtToMinion
ModifierMyOtherMinionsDamagedWatchDamagedMinionGrows	ModifierMyOtherMinionsDamagedWatch	app/sdk/modifiers/modifierMyOtherMinionsDamagedWatchDamagedMinionGrows.coffee	onDamageDealtToMinion
ModifierMyTeamMoveWatchAnyReason	Modifier	app/sdk/modifiers/modifierMyTeamMoveWatchAnyReason.coffee	onAction;onMyTeamMoveWatch
ModifierMyTeamMoveWatchAnyReasonBuffTarget	ModifierMyTeamMoveWatchAnyReason	app/sdk/modifiers/modifierMyTeamMoveWatchAnyReasonBuffTarget.coffee	createContextObject;getDescription;onMyTeamMoveWatch
ModifierNocturne	Modifier	app/sdk/modifiers/modifierNocturne.coffee	onAfterCleanupAction
ModifierNoshRak	Modifier	app/sdk/modifiers/modifierNoshRak.coffee	getPrivateDefaults;createContextObject;onApplyToCardBeforeSyncState;onRemoveFromCardBeforeSyncState
ModifierObstructing	Modifier	app/sdk/modifiers/modifierObstructing.coffee	
ModifierOnDying	Modifier	app/sdk/modifiers/modifierOnDying.coffee	onAction;onDying
ModifierOnDyingInfest	ModifierOnDying	app/sdk/modifiers/modifierOnDyingInfest.coffee	onDying
ModifierOnDyingResummonAnywhere	ModifierOnDying	app/sdk/modifiers/modifierOnDyingResummonAnywhere.coffee	onDying
ModifierOnDyingSpawnEntity	ModifierOnDying	app/sdk/modifiers/modifierOnDyingSpawnEntity.coffee	createContextObject;onDying;getCardDataOrIndexToSpawn;getSpawnOwnerId
ModifierOnOpponentDeathWatch	ModifierDeathWatch	app/sdk/modifiers/modifierOnOpponentDeathWatch.coffee	getIsActionRelevant
ModifierOnOpponentDeathWatchSpawnEntityOnSpace	ModifierOnOpponentDeathWatch	app/sdk/modifiers/modifierOnOpponentDeathWatchSpawnEntityOnSpace.coffee	createContextObject;getDescription;onDeathWatch;getCardDataOrIndexToSpawn;getSpawnOwnerId
ModifierOnRemoveSpawnEntities	Modifier	app/sdk/modifiers/modifierOnRemoveSpawnEntities.coffee	createContextObject;onRemoveFromCard
ModifierOnRemoveSpawnRandomDeadEntity	Modifier	app/sdk/modifiers/modifierOnRemoveSpawnRandomDeadEntity.coffee	onRemoveFromCard
ModifierOnSpawnCopyMyGeneral	Modifier	app/sdk/modifiers/modifierOnSpawnCopyMyGeneral.coffee	onApplyToCardBeforeSyncState
ModifierOnSpawnKillMyGeneral	Modifier	app/sdk/modifiers/modifierOnSpawnKillMyGeneral.coffee	createContextObject;onActivate
ModifierOnSummonFromHand	Modifier	app/sdk/modifiers/modifierOnSummonFromHand.coffee	onActivate;getIsActiveForCache;onSummonFromHand
ModifierOnSummonFromHandApplyEmblems	ModifierOnSummonFromHand	app/sdk/modifiers/modifierOnSummonFromHandApplyEmblems.coffee	createContextObject;onSummonFromHand
ModifierOpeningGambit	Modifier	app/sdk/modifiers/modifierOpeningGambit.coffee	onActivate;onOpeningGambit;getIsActiveForCache
ModifierOpeningGambitActivateSignatureCard	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitActivateSignatureCard.coffee	onOpeningGambit
ModifierOpeningGambitAlabasterTitan	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitAlabasterTitan.coffee	onOpeningGambit
ModifierOpeningGambitApplyMechazorPlayerModifiers	ModifierOpeningGambitApplyPlayerModifiers	app/sdk/modifiers/modifierOpeningGambitApplyMechazorPlayerModifiers.coffee	createContextObject
ModifierOpeningGambitApplyModifiers	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitApplyModifiers.coffee	createContextObject;createContextObjectForAllUnitsAndGenerals;createContextObjectForAllies;createContextObjectForNearbyAllies;createContextObjectForAllAllies;createContextObjectForEnemies;createContextObjectForNearbyEnemies;createContextObjectForAllEnemies;onOpeningGambit;getAffectedEntities
ModifierOpeningGambitApplyModifiersByRaceId	ModifierOpeningGambitApplyModifiers	app/sdk/modifiers/modifierOpeningGambitApplyModifiersByRaceId.coffee	createContextObject;getAffectedEntities
ModifierOpeningGambitApplyModifiersRandomly	ModifierOpeningGambitApplyModifiers	app/sdk/modifiers/modifierOpeningGambitApplyModifiersRandomly.coffee	createContextObject;getAffectedEntities
ModifierOpeningGambitApplyModifiersToDeck	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitApplyModifiersToDeck.coffee	createContextObject;createContextObjectToTargetOwnPlayer;createContextObjectToTargetEnemyPlayer;onOpeningGambit;getCardsAffected
ModifierOpeningGambitApplyModifiersToDeckAndHand	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitApplyModifiersToDeckAndHand.coffee	createContextObject;createContextObjectToTargetOwnPlayer;createContextObjectToTargetEnemyPlayer;onOpeningGambit;getCardsAffected
ModifierOpeningGambitApplyModifiersToGeneral	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitApplyModifiersToGeneral.coffee	createContextObject;onOpeningGambit;getAffectedEntities
ModifierOpeningGambitApplyModifiersToHand	ModifierOpeningGambitApplyModifiersToDeckAndHand	app/sdk/modifiers/modifierOpeningGambitApplyModifiersToHand.coffee	getCardsAffected
ModifierOpeningGambitApplyModifiersToWraithlings	ModifierOpeningGambitApplyModifiers	app/sdk/modifiers/modifierOpeningGambitApplyModifiersToWraithlings.coffee	createContextObject;getAffectedEntities
ModifierOpeningGambitApplyPlayerModifiers	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitApplyPlayerModifiers.coffee	createContextObject;createContextObjectToTargetOwnPlayer;createContextObjectToTargetEnemyPlayer;onOpeningGambit
ModifierOpeningGambitBonusManaCrystal	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitBonusManaCrystal.coffee	createContextObject;onOpeningGambit
ModifierOpeningGambitBuffSelfByBattlePetsHandStats	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitBuffSelfByBattlePetsHandStats.coffee	onOpeningGambit
ModifierOpeningGambitBuffSelfByOpponentHandCount	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitBuffSelfByOpponentHandCount.coffee	getPrivateDefaults;createContextObject;getDescription;applyManagedModifiersFromModifiersContextObjects;onOpeningGambit
ModifierOpeningGambitBuffSelfByShadowTileCount	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitBuffSelfByShadowTileCount.coffee	getPrivateDefaults;createContextObject;getDescription;applyManagedModifiersFromModifiersContextObjects;onOpeningGambit
ModifierOpeningGambitChangeSignatureCard	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitChangeSignatureCard.coffee	createContextObject;getDescription;onOpeningGambit
ModifierOpeningGambitChangeSignatureCardForThisTurn	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitChangeSignatureCardForThisTurn.coffee	createContextObject;onOpeningGambit
ModifierOpeningGambitDagona	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDagona.coffee	onOpeningGambit
ModifierOpeningGambitDamageBothGenerals	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDamageBothGenerals.coffee	createContextObject;getDescription;onOpeningGambit
ModifierOpeningGambitDamageEnemiesNearShadowCreep	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDamageEnemiesNearShadowCreep.coffee	createContextObject;getDescription;onOpeningGambit
ModifierOpeningGambitDamageEverything	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDamageEverything.coffee	createContextObject;onOpeningGambit
ModifierOpeningGambitDamageInFront	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDamageInFront.coffee	createContextObject;getDescription;onOpeningGambit
ModifierOpeningGambitDamageInFrontRow	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDamageInFrontRow.coffee	createContextObject;getDescription;onOpeningGambit
ModifierOpeningGambitDamageMyGeneral	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDamageMyGeneral.coffee	createContextObject;getDescription;onOpeningGambit
ModifierOpeningGambitDamageNearby	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDamageNearby.coffee	createContextObject;getDescription;onOpeningGambit
ModifierOpeningGambitDamageNearbyForAttack	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDamageNearbyForAttack.coffee	onOpeningGambit
ModifierOpeningGambitDamageNearbyMinions	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDamageNearbyMinions.coffee	createContextObject;getDescription;onOpeningGambit
ModifierOpeningGambitDeathKnell	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDeathKnell.coffee	getPrivateDefaults;getDeadUnits;onOpeningGambit
ModifierOpeningGambitDestroyEnemyMinions	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDestroyEnemyMinions.coffee	onOpeningGambit
ModifierOpeningGambitDestroyManaCrystal	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDestroyManaCrystal.coffee	createContextObject;onOpeningGambit
ModifierOpeningGambitDestroyNearbyMinions	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDestroyNearbyMinions.coffee	createContextObject;getDescription;onOpeningGambit
ModifierOpeningGambitDispel	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDispel.coffee	onOpeningGambit
ModifierOpeningGambitDrawArtifactFromDeck	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDrawArtifactFromDeck.coffee	createContextObject;getDescription;onOpeningGambit
ModifierOpeningGambitDrawCard	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDrawCard.coffee	createContextObject;onOpeningGambit
ModifierOpeningGambitDrawCardBothPlayers	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDrawCardBothPlayers.coffee	createContextObject;getDescription;onOpeningGambit
ModifierOpeningGambitDrawCopyFromDeck	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDrawCopyFromDeck.coffee	onOpeningGambit
ModifierOpeningGambitDrawFactionCards	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDrawFactionCards.coffee	onOpeningGambit
ModifierOpeningGambitDrawRandomBattlePet	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitDrawRandomBattlePet.coffee	onOpeningGambit
ModifierOpeningGambitEquipArtifact	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitEquipArtifact.coffee	createContextObject;onOpeningGambit
ModifierOpeningGambitGoleminate	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitGoleminate.coffee	onOpeningGambit
ModifierOpeningGambitGrandmasterVariax	ModifierOpeningGambitChangeSignatureCard	app/sdk/modifiers/modifierOpeningGambitGrandmasterVariax.coffee	onOpeningGambit
ModifierOpeningGambitGrincher	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitGrincher.coffee	onOpeningGambit
ModifierOpeningGambitHatchFriendlyEggs	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitHatchFriendlyEggs.coffee	onOpeningGambit
ModifierOpeningGambitHealBothGenerals	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitHealBothGenerals.coffee	createContextObject;getDescription;onOpeningGambit
ModifierOpeningGambitHealMyGeneral	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitHealMyGeneral.coffee	createContextObject;getDescription;onOpeningGambit
ModifierOpeningGambitLifeGive	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitLifeGive.coffee	getPrivateDefaults;getAllActionsFromParentAction;getdeadUnitIds;onOpeningGambit
ModifierOpeningGambitMindwarp	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitMindwarp.coffee	onOpeningGambit
ModifierOpeningGambitMoveEnemyGeneralForward	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitMoveEnemyGeneralForward.coffee	onOpeningGambit
ModifierOpeningGambitProgenitor	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitProgenitor.coffee	onOpeningGambit
ModifierOpeningGambitProgressBuild	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitProgressBuild.coffee	onOpeningGambit
ModifierOpeningGambitPutCardInHand	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitPutCardInHand.coffee	createContextObject;onOpeningGambit
ModifierOpeningGambitPutCardInOpponentHand	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitPutCardInOpponentHand.coffee	createContextObject;getDescription;onOpeningGambit
ModifierOpeningGambitRazorback	ModifierOpeningGambitApplyModifiers	app/sdk/modifiers/modifierOpeningGambitRazorback.coffee	createContextObject;getAffectedEntities
ModifierOpeningGambitRefreshArtifacts	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitRefreshArtifacts.coffee	onOpeningGambit
ModifierOpeningGambitRefreshSignatureCard	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitRefreshSignatureCard.coffee	onOpeningGambit
ModifierOpeningGambitRemoveArtifactToDrawArtifactFromFaction	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitRemoveArtifactToDrawArtifactFromFaction.coffee	onOpeningGambit
ModifierOpeningGambitRemoveCardsFromDecksByCost	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitRemoveCardsFromDecksByCost.coffee	createContextObject;onOpeningGambit
ModifierOpeningGambitRemoveRandomArtifact	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitRemoveRandomArtifact.coffee	onOpeningGambit
ModifierOpeningGambitReplaceHand	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitReplaceHand.coffee	onOpeningGambit
ModifierOpeningGambitRetrieveMostRecentSpell	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitRetrieveMostRecentSpell.coffee	onOpeningGambit
ModifierOpeningGambitRetrieveRandomSpell	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitRetrieveRandomSpell.coffee	onOpeningGambit
ModifierOpeningGambitSacrificeNearbyBuffSelf	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitSacrificeNearbyBuffSelf.coffee	getPrivateDefaults;createContextObject;getDescription;applyManagedModifiersFromModifiersContextObjects;onOpeningGambit
ModifierOpeningGambitSirocco	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitSirocco.coffee	getIsActionRelevant;onOpeningGambit
ModifierOpeningGambitSniperZen	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitSniperZen.coffee	onOpeningGambit
ModifierOpeningGambitSpawnCopiesOfEntityAnywhere	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitSpawnCopiesOfEntityAnywhere.coffee	createContextObject;getDescription;onOpeningGambit
ModifierOpeningGambitSpawnCopiesOfEntityNearby	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitSpawnCopiesOfEntityNearby.coffee	createContextObject;getDescription;onOpeningGambit
ModifierOpeningGambitSpawnEnemyMinionNearOpponent	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitSpawnEnemyMinionNearOpponent.coffee	createContextObject;onOpeningGambit
ModifierOpeningGambitSpawnEntity	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitSpawnEntity.coffee	createContextObject;getDescription;onOpeningGambit
ModifierOpeningGambitSpawnEntityInEachCorner	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitSpawnEntityInEachCorner.coffee	createContextObject;getDescription;onOpeningGambit
ModifierOpeningGambitSpawnPartyAnimals	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitSpawnPartyAnimals.coffee	onOpeningGambit;summonAnimals
ModifierOpeningGambitSpawnTribal	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitSpawnTribal.coffee	onOpeningGambit
ModifierOpeningGambitSpawnVanarTokensAroundGeneral	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitSpawnVanarTokensAroundGeneral.coffee	onOpeningGambit
ModifierOpeningGambitStealEnemyGeneralHealth	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitStealEnemyGeneralHealth.coffee	createContextObject;onOpeningGambit
OpeningGambitTeleportAllNearby	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitTeleportAllNearby.coffee	onOpeningGambit
ModifierOpeningGambitTeleportMinionsToThis	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitTeleportMinionsToThis.coffee	onOpeningGambit
ModifierOpeningGambitTransformHandIntoLegendaries	ModifierOpeningGambit	app/sdk/modifiers/modifierOpeningGambitTransformHandIntoLegendaries.coffee	onOpeningGambit
ModifierOpponentDrawCardWatch	Modifier	app/sdk/modifiers/modifierOpponentDrawCardWatch.coffee	onAction;onDrawCardWatch
ModifierOpponentDrawCardWatchBuffSelf	ModifierOpponentDrawCardWatch	app/sdk/modifiers/modifierOpponentDrawCardWatchBuffSelf.coffee	createContextObject;getDescription;onDrawCardWatch
ModifierOpponentDrawCardWatchDamageEnemyGeneral	ModifierOpponentDrawCardWatch	app/sdk/modifiers/modifierOpponentDrawCardWatchDamageEnemyGeneral.coffee	createContextObject;getDescription;onDrawCardWatch
ModifierOpponentDrawCardWatchGainKeyword	ModifierOpponentDrawCardWatch	app/sdk/modifiers/modifierOpponentDrawCardWatchGainKeyword.coffee	createContextObject;onDrawCardWatch
ModifierOpponentDrawCardWatchOverdrawSummonEntity	ModifierOpponentDrawCardWatch	app/sdk/modifiers/modifierOpponentDrawCardWatchOverdrawSummonEntity.coffee	createContextObject;getDescription;onDrawCardWatch;getCardDataOrIndexToSpawn;getSpawnOwnerId
ModifierOpponentSummonWatch	Modifier	app/sdk/modifiers/modifierOpponentSummonWatch.coffee	onAfterCleanupAction;onSummonWatch
ModifierOpponentSummonWatchDamageBuffMinionInHand	ModifierOpponentSummonWatch	app/sdk/modifiers/modifierOpponentSummonWatchBuffMinionInHand.coffee	createContextObject;onSummonWatch
ModifierOpponentSummonWatchBuffSelf	ModifierOpponentSummonWatch	app/sdk/modifiers/modifierOpponentSummonWatchBuffSelf.coffee	createContextObject;getDescription;onSummonWatch
ModifierOpponentSummonWatchDamageEnemyGeneral	ModifierOpponentSummonWatch	app/sdk/modifiers/modifierOpponentSummonWatchDamageEnemyGeneral.coffee	createContextObject;getDescription;onSummonWatch
ModifierOpponentSummonWatchOpponentDrawCard	ModifierOpponentSummonWatch	app/sdk/modifiers/modifierOpponentSummonWatchOpponentDrawCard.coffee	createContextObject;getDescription;onSummonWatch
ModifierOpponentSummonWatchRandomTransform	ModifierOpponentSummonWatch	app/sdk/modifiers/modifierOpponentSummonWatchRandomTransform.coffee	createContextObject;onSummonWatch;getIsCardRelevantToWatcher
ModifierOpponentSummonWatchSpawn1HealthClone	ModifierOpponentSummonWatch	app/sdk/modifiers/modifierOpponentSummonWatchSpawn1HealthClone.coffee	createContextObject;getDescription;onSummonWatch;getCardDataOrIndexToSpawn;getEntityToSpawn;getSpawnOwnerId;getIsCardRelevantToWatcher
ModifierOpponentSummonWatchSummonEgg	ModifierOpponentSummonWatch	app/sdk/modifiers/modifierOpponentSummonWatchSummonEgg.coffee	createContextObject;onSummonWatch
ModifierOpponentSummonWatchSummonMinionInFront	ModifierOpponentSummonWatch	app/sdk/modifiers/modifierOpponentSummonWatchSummonMinionInFront.coffee	createContextObject;onSummonWatch
ModifierOpponentSummonWatchSwapGeneral	ModifierOpponentSummonWatch	app/sdk/modifiers/modifierOpponentSummonWatchSwapGeneral.coffee	createContextObject;onSummonWatch
