rsx_key	frameDelay	framePrefix
iconAlteredBeastIdle	0.16	icon_f6_alteredbeast_
iconAmbushActive	0.08	icon_f6_ambush_active_
iconAmbushIdle	0.16	icon_f6_ambush_
iconAmplificationActive	0.08	icon_f5_amplification_active_
iconAmplificationIdle	0.16	icon_f5_amplification_
iconAncestralPactActive	0.08	icon_f2_ancestralpact_active_
iconAncestralPactIdle	0.16	icon_f2_ancestralpact_
iconAncientKnowledgeActive	0.08	bossspell_ancientknowledge_active_
iconAncientKnowledgeIdle	0.16	bossspell_ancientknowledge_
iconAnimusPlateActive	0.08	artifact_f6_frostplate_active_
iconAnimusPlateIdle	0.16	artifact_f6_frostplate_
iconAphoticDrainActive	0.08	icon_f4_aphoticdrain_active_
iconAphoticDrainIdle	0.16	icon_f4_aphoticdrain_
iconArclyteRegaliaActive	0.08	artifact_f1_arclyteregalia_active_
iconArclyteRegaliaIdle	0.16	artifact_f1_arclyteregalia_
iconAridUnmakingActive	0.08	icon_f3_soultosand_active_
iconAridUnmakingIdle	0.16	icon_f3_soultosand_
iconArtifactDefilerActive	0.08	icon_f2_artifact_defiler_active_
iconArtifactDefilerIdle	0.16	icon_f2_artifact_defiler_
iconAspectDrakeActive	0.08	icon_f6_aspectofthedrake_active_
iconAspectDrakeIdle	0.16	icon_f6_aspectofthedrake_
iconAspectFoxActive	0.08	icon_f6_aspectofthefox_active_
iconAspectFoxIdle	0.16	icon_f6_aspectofthefox_
iconAspectIdentityActive	0.08	icon_f6_aspectofidentity_active_
iconAspectIdentityIdle	0.16	icon_f6_aspectofidentity_
iconAspectMountainsActive	0.08	icon_f6_aspectofthemountains_active_
iconAspectMountainsIdle	0.16	icon_f6_aspectofthemountains_
iconAspectOfBearActive	0.08	icon_f6_aspectofthebear_active_
iconAspectOfBearIdle	0.16	icon_f6_aspectofthebear_
iconAstralFloodActive	0.08	icon_f3_astralflood_active_
iconAstralFloodIdle	0.16	icon_f3_astraflood_
iconAstralPhasingActive	0.08	icon_f3_astralphasing_active_
iconAstralPhasingIdle	0.14	icon_f3_astralphasing_
iconAuroraborosActive	0.08	icon_f6_ninelives_active_
iconAuroraborosIdle	0.16	icon_f6_ninelives_
iconAurorasTearActive	0.08	icon_f3_aurorastear_active_
iconAurorasTearIdle	0.14	icon_f3_aurorastear_
iconAurynNexusActive	0.08	icon_f1_aurynnexus_active_
iconAurynNexusIdle	0.16	icon_f1_aurynnexus_
iconAutarchsGiftActive	0.08	icon_f3_autarchsgift_active_
iconAutarchsGiftIdle	0.16	icon_f3_autarchsgift_
iconAvalancheActive	0.08	icon_f6_avalanche_active_
iconAvalancheIdle	0.16	icon_f6_avalanche_
iconAzureSummoningActive	0.08	icon_f3_azuresummoning_active_
iconAzureSummoningIdle	0.16	icon_f3_azuresummoning_
iconBBSPhoenixFireActive	0.08	generalspell_f2_phoenixfire_active_
iconBBSPhoenixFireIdle	0.16	generalspell_f2_phoenixfire_
iconBBSTempestActive	0.08	generalspell_f1_tesmpest_active_
iconBBSTempestIdle	0.16	generalspell_f1_tesmpest_
iconBamboozleActive	0.08	icon_f2_panddohug_active_
iconBamboozleIdle	0.16	icon_f2_panddohug_
iconBeamShockActive	0.08	icon_f1_beamshock_active_
iconBeamShockIdle	0.16	icon_f1_beamshock_
iconBetrayalActive	0.08	icon_f4_betrayal_active_
iconBetrayalIdle	0.16	icon_f4_betrayal_
iconBigShieldActive	0.08	artifact_f1_bigshield_active_
iconBigShieldIdle	0.16	artifact_f1_bigshield_
iconBigTimeActive	0.08	icon_f5_bigtime_active_
iconBigTimeIdle	0.16	icon_f5_bigtime_
iconBlazingSpinesActive	0.08	icon_f6_blazingspines_active_
iconBlazingSpinesIdle	0.16	icon_f6_blazingspines_
iconBlindScorchActive	0.08	icon_f3_blindscorch_active_
iconBlindScorchIdle	0.16	icon_f3_blindscorch_
iconBlinkActive	0.08	generalspell_f2_blink_active_
iconBlinkIdle	0.16	generalspell_f2_blink_
iconBloodEchoesActive	0.08	icon_f4_spiritguardian_active_
iconBloodEchoesIdle	0.16	icon_f4_spiritguardian_
iconBloodLeechMaskActive	0.08	artifact_f2_bloodleechmask_active_
iconBloodLeechMaskIdle	0.16	artifact_f2_bloodleechmask_
iconBloodOfAirActive	0.08	icon_f3_bloodofair_active_
iconBloodOfAirIdle	0.16	icon_f3_bloodofair_
iconBloodrageActive	0.08	icon_f5_bloodrage_active_
iconBloodrageIdle	0.16	icon_f5_bloodrage_
iconBombardActive	0.08	icon_f2_bombard_active_
iconBombardIdle	0.16	icon_f2_bombard_
iconBoneSwarmActive	0.08	icon_f3_boneswarm_active_
iconBoneSwarmIdle	0.08	icon_f3_boneswarm_
iconBonechillBarrierActive	0.08	icon_f6_bonechillbarrier_active_
iconBonechillBarrierIdle	0.16	icon_f6_bonechillbarrier_
iconBoulderHurlActive	0.08	icon_neutral_precisionboulder_active_
iconBoulderHurlIdle	0.16	icon_neutral_precisionboulder_
iconBoundedLifeforceActive	0.08	icon_f5_boundedlifeforce_active_
iconBoundedLifeforceIdle	0.16	icon_f5_boundedlifeforce_
iconBraceletBlindingStrikeActive	0.08	artifact_f2_braceletofblinding_active_
iconBraceletBlindingStrikeIdle	0.16	artifact_f2_braceletofblinding_
iconBreathUnbornActive	0.08	icon_f4_breathoftheunborn_active_
iconBreathUnbornIdle	0.16	icon_f4_breathoftheunborn_
iconBrilliantPlumeActive	0.08	icon_neutral_brilliantplume_active_
iconBrilliantPlumeIdle	0.16	icon_neutral_brilliantplume_
iconCallToArmsActive	0.08	icon_f1_laststand_active_
iconCallToArmsIdle	0.16	icon_f1_laststand_
iconCascadingRebirthActive	0.08	icon_f5_cascadingrebirth_active_
iconCascadingRebirthIdle	0.16	icon_f5_cascadingrebirth_
iconCataclysmicFaultActive	0.08	icon_f3_sandwave_active_
iconCataclysmicFaultIdle	0.16	icon_f3_sandwave_
iconChanneledBreathActive	0.08	icon_f1_celestialconduit_active_
iconChanneledBreathIdle	0.16	icon_f1_celestialconduit_
iconChargeIntoBattleActive	0.08	icon_f1_chargeintobattle_active_
iconChargeIntoBattleIdle	0.16	icon_f1_chargeintobattle_
iconChromaticColdActive	0.08	icon_f6_chromaticcold_active_
iconChromaticColdIdle	0.16	icon_f6_chromaticcold_
iconChrysalisBurstActive	0.08	icon_f5_chrysalisburn_active_
iconChrysalisBurstIdle	0.16	icon_f5_chrysalisburn_
iconCircleOfDessicationActive	0.08	icon_f3_circleofdessication_active_
iconCircleOfDessicationIdle	0.16	icon_f3_circleofdessication_
iconCircleofLifeActive	0.08	icon_f1_circleoflife_active_
iconCircleofLifeIdle	0.16	icon_f1_circleoflife_
iconCobraStrikeActive	0.08	icon_f2_cobrastrike_active_
iconCobraStrikeIdle	0.16	icon_f2_cobrastrike_
iconColdbiterActive	0.08	artifact_f6_frostbiter_active_
iconColdbiterIdle	0.16	artifact_f6_frostbiter_
iconConceilingShroudActive	0.08	icon_f6_conceilingshroud_active_
iconConceilingShroudIdle	0.16	icon_f6_conceilingshroud_
iconConscriptActive	0.08	generalspell_f1_kingsguard_active_
iconConscriptIdle	0.16	generalspell_f1_kingsguard_
iconConsumingRebirthActive	0.08	icon_f4_consumingrebirth_active_
iconConsumingRebirthIdle	0.16	icon_f4_consumingrebirth_
iconCorporealCadenceActive	0.08	icon_f4_curseofshadows_active_
iconCorporealCadenceIdle	0.16	icon_f4_curseofshadows_
iconCorpseCombustionActive	0.08	icon_f3_corpsecombustion_active_
iconCorpseCombustionIdle	0.16	icon_f3_corpsecombustion_
iconCosmicFleshActive	0.08	icon_f3_cosmicflesh_active_
iconCosmicFleshIdle	0.16	icon_f3_cosmicflesh_
iconCreepingTendrilsActive	0.08	icon_f4_creepingtendrils_active_
iconCreepingTendrilsIdle	0.16	icon_f4_creepingtendrils_
iconCrescentSpearActive	0.08	artifact_f2_crescentspear_active_
iconCrescentSpearIdle	0.16	artifact_f2_crescentspear_
iconCrimsonCoilActive	0.08	icon_f2_crimsoncoil_active_
iconCrimsonCoilIdle	0.16	icon_f2_crimsoncoil_
iconCryogenesisActive	0.08	icon_f6_cryogenesis_active_
iconCryogenesisIdle	0.16	icon_f6_cryogenesis_
iconCrystallizeActive	0.08	generalspell_f6_stun_active_
iconCrystallizeIdle	0.16	generalspell_f6_stun_
iconCultivatingDarkActive	0.08	bossspell_cultivatingdark_active_
iconCultivatingDarkIdle	0.16	bossspell_cultivatingdark_
iconCurseOfAgonyActive	0.08	icon_f4_curseofagony_active_
iconCurseOfAgonyIdle	0.16	icon_f4_curseofagony_
iconCycloneMaskActive	0.08	artifact_f2_cyclonemask_active_
iconCycloneMaskIdle	0.16	artifact_f2_cyclonemask_
iconDaemonicLureActive	0.08	icon_f4_daemoniclure_active_
iconDaemonicLureIdle	0.16	icon_f4_daemoniclure_
iconDampeningWaveActive	0.08	icon_f5_dampeningwave_active_
iconDampeningWaveIdle	0.16	icon_f5_dampeningwave_
iconDarkPersuasionActive	0.08	icon_f4_darkpersuasion_active_
iconDarkPersuasionIdle	0.16	icon_f4_darkpersuasion_
iconDarkSeedActive	0.08	icon_f4_darkseed_active_
iconDarkSeedIdle	0.16	icon_f4_darkseed_
iconDarkTransformationActive	0.08	icon_f4_darktransformation_active_
iconDarkTransformationIdle	0.16	icon_f4_darktransformation_
iconDarkfireSacrificeActive	0.08	icon_f4_darkfiresacrifice_active_
iconDarkfireSacrificeIdle	0.16	icon_f4_darkfiresacrifice_
iconDawnsEyeActive	0.08	artifact_f1_dawnseye_active_
iconDawnsEyeIdle	0.16	artifact_f1_dawnseye_
iconDeathfireCrescendoActive	0.08	icon_f4_deathfirecrescendo_active_
iconDeathfireCrescendoIdle	0.16	icon_f4_deathfirecrescendo_
iconDeathmarkActive	0.08	icon_f4_sickem_active_
iconDeathmarkIdle	0.16	icon_f4_sickem_
iconDeathstrikeSealActive	0.08	icon_f2_deathstrikeseal_active_
iconDeathstrikeSealIdle	0.16	icon_f2_deathstrikeseal_
iconDecensionActive	0.08	generalspell_f3_hex_active_
iconDecensionIdle	0.16	generalspell_f3_hex_
iconDecimateActive	0.08	icon_f1_decimate_active_
iconDecimateIdle	0.16	icon_f1_decimate_
iconDejaVuActive	0.08	icon_f2_dejavu_active_
iconDejaVuIdle	0.16	icon_f2_dejavu_
iconDiretideFrenzyActive	0.08	icon_f5_diretidefrenzy_active_
iconDiretideFrenzyIdle	0.16	icon_f5_diretidefrenzy_
iconDivineBondActive	0.08	icon_f1_divinebond_active_
iconDivineBondIdle	0.16	icon_f1_divinebond_
iconDivineSparkActive	0.08	icon_f3_divinespark_active_
iconDivineSparkIdle	0.16	icon_f3_divinespark_
iconDivinestBondActive	0.08	icon_f1_divinestbond_active_
iconDivinestBondIdle	0.16	icon_f1_divinestbond_
iconDoomActive	0.08	icon_f4_doom_active_
iconDoomIdle	0.16	icon_f4_doom_
iconDrainingWaveActive	0.08	icon_f1_drainingwave_active_
iconDrainingWaveIdle	0.16	icon_f1_drainingwave_
iconDropliftActive	0.08	icon_f3_droplift_active_
iconDropliftIdle	0.16	icon_f3_droplift_
iconEarthSphereActive	0.08	icon_f5_earthsphere_active_
iconEarthSphereIdle	0.16	icon_f5_earthsphere_
iconEchoingShriekActive	0.08	icon_f4_echoingshriek_active_
iconEchoingShriekIdle	0.16	icon_f4_echoingshriek_
iconEffulgentInfusionActive	0.08	icon_f5_popeyespinich_active_
iconEffulgentInfusionIdle	0.16	icon_f5_popeyespinich_
iconEggArmorActive	0.08	artifact_f5_eggsoul_active_
iconEggArmorIdle	0.16	artifact_f5_eggsoul_
iconEggGrenadeActive	0.08	icon_f5_egggrenade_active_
iconEggGrenadeIdle	0.16	icon_f5_egggrenade_
iconEggMorphActive	0.08	icon_f5_eggmorph_active_
iconEggMorphIdle	0.16	icon_f5_eggmorph_
iconEggzactlyActive	0.08	icon_f5_eggzactly_active_
iconEggzactlyIdle	0.16	icon_f5_eggzactly_
iconEightGatesActive	0.08	icon_f2_eightgates_active_
iconEightGatesIdle	0.16	icon_f2_eightgates_
iconEmpyrealCongregationActive	0.08	icon_f1_buffbloom_active_
iconEmpyrealCongregationIdle	0.16	icon_f1_buffbloom_
iconEndureTheBeastlandsActive	0.08	icon_f5_endurethebeastlands_active_
iconEndureTheBeastlandsIdle	0.16	icon_f5_endurethebeastlands_
iconEnergyAmuletActive	0.08	artifact_f2_unboundedenergyamulet_active_
iconEnergyAmuletIdle	0.16	artifact_f2_unboundedenergyamulet_
iconEnfeebleActive	0.08	icon_f6_enfeeble_active_
iconEnfeebleIdle	0.16	icon_f6_enfeeble_
iconEnslaveActive	0.08	icon_f3_enslave_active_
iconEnslaveIdle	0.14	icon_f3_enslave_
iconEnterIcedomeActive	0.08	icon_f6_entericedome_active_
iconEnterIcedomeIdle	0.16	icon_f6_entericedome_
iconEntropicDecayActive	0.08	icon_f3_entropicdecay_active_
iconEntropicDecayIdle	0.14	icon_f3_entropicdecay_
iconEntropicGazeActive	0.08	icon_f5_entropicgaze_active_
iconEntropicGazeIdle	0.16	icon_f5_entropicgaze_
iconEternalHeartActive	0.08	artifact_f5_eternalheart_active_
iconEternalHeartIdle	0.16	artifact_f5_eternalheart_
iconEtherealBladesActive	0.08	icon_f2_etherealblades_active_
iconEtherealBladesIdle	0.16	icon_f2_etherealblades_
iconEtherealWindActive	0.08	bossspell_etherealwind_active_
iconEtherealWindIdle	0.16	bossspell_etherealwind_
iconEvilXeroxActive	0.08	icon_f4_evilxerox_active_
iconEvilXeroxIdle	0.16	icon_f4_evilxerox_
iconEvolutionaryApexActive	0.08	icon_f5_dinoparty_active_
iconEvolutionaryApexIdle	0.16	icon_f5_dinoparty_
iconFScionsSecondWishActive	0.08	icon_f3_scionssecondwish_active_
iconFealtyActive	0.08	icon_f1_togetherness_active_
iconFealtyIdle	0.16	icon_f1_togetherness_
iconFightingSpiritActive	0.08	icon_f1_enthrall_active_
iconFightingSpiritIdle	0.16	icon_f1_enthrall_
iconFirestormMantraActive	0.08	icon_f2_firestormofagony_active_
iconFirestormMantraIdle	0.16	icon_f2_firestormofagony_
iconFlamingStampedeActive	0.08	icon_f5_flamingstampede_active_
iconFlamingStampedeIdle	0.16	icon_f5_flamingstampede_
iconFlashFreezeActive	0.08	icon_f6_flashfreeze_active_
iconFlashFreezeIdle	0.16	icon_f6_flashfreeze_
iconFlashReincarnationActive	0.08	icon_f5_flashreincarnation_active_
iconFlashReincarnationIdle	0.16	icon_f5_flashreincarnation_
iconFlaswlessReflectionActive	0.08	icon_f6_illusoryice_active_
iconFlaswlessReflectionIdle	0.16	icon_f6_illusoryice_
iconFlickerActive	0.08	icon_f2_enpassant_active_
iconFlickerIdle	0.16	icon_f2_enpassant_
iconFortifiedAssaultActive	0.08	icon_f1_fortifiedassault_active_
iconFortifiedAssaultIdle	0.16	icon_f1_fortifiedassault_
iconFountainYouthActive	0.08	icon_f3_fountainofyouth_active_
iconFountainYouthIdle	0.14	icon_f3_fountainofyouth_
iconFractalReplicationActive	0.08	icon_f5_fractalreplication_active_
iconFractalReplicationIdle	0.16	icon_f5_fractalreplication_
iconFrigidCoronaActive	0.08	icon_f6_frigidcorona_active_
iconFrigidCoronaIdle	0.16	icon_f6_frigidcorona_
iconFrostArmorActive	0.08	artifact_boss_frostarmor_active_
iconFrostArmorIdle	0.16	artifact_boss_frostarmor_
iconFrostburnActive	0.08	icon_f6_frostburn_active_
iconFrostburnIdle	0.16	icon_f6_frostburn_
iconFrostfireActive	0.08	icon_f6_frostfire_active_
iconFrostfireIdle	0.16	icon_f6_frostfire_
iconGabArtifactActive	0.08	icon_f3_grabartifact_active_
iconGabArtifactIdle	0.16	icon_f3_grabartifact_
iconGateOthervaultActive	0.08	icon_f4_gateofovervault_active_
iconGateOthervaultIdle	0.16	icon_f4_gateofovervault_
iconGhostAzaleaActive	0.08	artifact_f4_ghostazalea_active_
iconGhostAzaleaIdle	0.16	artifact_f4_ghostazalea_
iconGhostLightningActive	0.08	icon_f2_ghost_lightning_active_
iconGhostLightningIdle	0.16	icon_f2_ghost_lightning_
iconGlacialFissureActive	0.08	icon_f6_glacialfissure_active_
iconGlacialFissureIdle	0.16	icon_f6_glacialfissure_
iconGlimpseActive	0.08	icon_f3_glimpse_active_
iconGlimpseIdle	0.16	icon_f3_glimpse_
iconGoGetEmActive	0.08	icon_f2_gogetem_active_
iconGoGetEmIdle	0.16	icon_f2_gogetem_
iconGodhammerActive	0.08	artifact_f5_godhammer_active_
iconGodhammerIdle	0.16	artifact_f5_godhammer_
iconGoldVitriolActive	0.08	artifact_f1_goldenvitriol_active_
iconGoldVitriolIdle	0.16	artifact_f1_goldenvitriol_
iconGoneWithTheWindActive	0.08	icon_f3_gonewithwind_active_
iconGoneWithTheWindIdle	0.16	icon_f3_gonewithwind_
iconGorehornMaskActive	0.08	artifact_f2_markgorehorn_active_
iconGorehornMaskIdle	0.16	artifact_f2_markgorehorn_
iconGotatsuActive	0.08	icon_f2_gotatsu_active_
iconGotatsuIdle	0.16	icon_f2_gotatsu_
iconGravityWellActive	0.08	icon_f6_gravitywell_active_
iconGravityWellIdle	0.16	icon_f6_gravitywell_
iconGreaterFortitudeActive	0.08	icon_f5_greaterfortitude_active_
iconGreaterFortitudeIdle	0.16	icon_f5_greaterfortitude_
iconGreaterGoodActive	0.08	icon_f1_greatergood_active_
iconGreaterGoodIdle	0.16	icon_f1_greatergood_
iconHailstonePrisonActive	0.08	icon_f6_hailstoneprison_active_
iconHailstonePrisonIdle	0.16	icon_f6_hailstoneprison_
iconHaloBulwarkActive	0.08	artifact_f1_shieldofphalanx_active_
iconHaloBulwarkIdle	0.16	artifact_f1_shieldofphalanx_
iconHeavensEclipseActive	0.08	icon_f2_heavens_eclipse_active_
iconHeavensEclipseIdle	0.16	icon_f2_heavens_eclipse_
iconHexBladeActive	0.08	artifact_f3_hexblade_active_
iconHexBladeIdle	0.16	artifact_f3_hexblade_
iconHollowVortexActive	0.08	icon_f2_hollowvortex_active_
iconHollowVortexIdle	0.16	icon_f2_hollowvortex_
iconHolyImmolationActive	0.08	icon_f1_holyimmolation_active_
iconHolyImmolationIdle	0.16	icon_f1_holyimmolation_
iconHomeostaticRebukeActive	0.08	icon_f5_stophittingyourself_active_
iconHomeostaticRebukeIdle	0.16	icon_f5_stophittingyourself_
iconHornForsakenActive	0.08	artifact_f4_hornofforsaken_active_
iconHornForsakenIdle	0.16	artifact_f4_hornofforsaken_
iconIceCapsuleActive	0.08	icon_f6_icecapsule_active_
iconIceCapsuleIdle	0.16	icon_f6_icecapsule_
iconIceHooksActive	0.08	icon_f6_icehook_active_
iconIceHooksIdle	0.16	icon_f6_icehook_
iconIceSculptureActive	0.08	icon_f6_icesculpture_active_
iconIceSculptureIdle	0.16	icon_f6_icesculpture_
iconIceshatterGauntletActive	0.08	artifact_f6_iceshatter_active_
iconIceshatterGauntletIdle	0.16	artifact_f6_iceshatter_
iconIncreasingDominanceActive	0.08	icon_f1_increasingdominance_active_
iconIncreasingDominanceIdle	0.16	icon_f1_increasingdominance_
iconIncreasingHealthActive	0.08	icon_f5_increasinghealth_active_
iconIncreasingHealthIdle	0.16	icon_f5_increasinghealth_
iconIncreasingWindsActive	0.08	icon_f3_increasingwinds_active_
iconIncreasingWindsIdle	0.16	icon_f3_increasingwinds_
iconInfestActive	0.08	icon_f4_deathplague_active_
iconInfestIdle	0.16	icon_f4_deathplague_
iconInfiniteHowlersActive	0.08	icon_f6_infinitehowlers_active_
iconInfiniteHowlersIdle	0.16	icon_f6_infinitehowlers_
iconInkhornGazeActive	0.08	icon_f4_inkhorngaze_active_
iconInkhornGazeIdle	0.16	icon_f4_inkhorngaze_
iconInklingSurgeActive	0.08	icon_f4_inklingsurge_active_
iconInklingSurgeIdle	0.16	icon_f4_inklingsurge_
iconInnerFocusActive	0.08	icon_f2_inner_focus_active_
iconInnerFocusIdle	0.16	icon_f2_inner_focus_
iconInnerOasisActive	0.08	icon_f3_inneroasis_active_
iconInnerOasisIdle	0.14	icon_f3_inneroasis_
iconInvincibleActive	0.08	icon_f1_invincible_active_
iconInvincibleIdle	0.16	icon_f1_invincible_
iconIrisBarrierActive	0.08	artifact_f3_sajjreredemption_active_
iconIrisBarrierIdle	0.16	artifact_f3_sajjreredemption_
iconIronBannerActive	0.08	artifact_f1_ironbanner_active_
iconIronBannerIdle	0.16	artifact_f1_ironbanner_
iconIroncliffeHeartActive	0.08	f1_ironcliffeheart_active_
iconIroncliffeHeartIdle	0.16	f1_ironcliffeheart_
iconIrridiumScaleActive	0.08	artifact_f5_irridiumscale_active_
iconIrridiumScaleIdle	0.16	artifact_f5_irridiumscale_
iconJosekiActive	0.08	icon_f2_joseki_active_
iconJosekiIdle	0.16	icon_f2_joseki_
iconJuxtapositionActive	0.08	icon_f2_juxtaposition_active_
iconJuxtapositionIdle	0.16	icon_f2_juxtaposition_
iconKageLightningActive	0.08	icon_f2_kagelightning_active_
iconKageLightningIdle	0.16	icon_f2_kagelightning_
iconKillingEdgeActive	0.08	icon_f2_killingedge_active_
iconKillingEdgeIdle	0.16	icon_f2_killingedge_
iconKindleActive	0.08	icon_f2_kindle_active_
iconKindleIdle	0.16	icon_f2_kindle_
iconKineticCoilActive	0.08	generalspell_f6_kinectcoil_active_
iconKineticCoilIdle	0.16	generalspell_f6_kinectcoil_
iconKineticEquilibriumActive	0.08	icon_f5_kineticequilibrium_active_
iconKineticEquilibriumIdle	0.16	icon_f5_kineticequilibrium_
iconKoanOfHornsActive	0.08	icon_f2_koanofhorns_active_
iconKoanOfHornsIdle	0.16	icon_f2_koanofhorns_
iconLaceratingFrostActive	0.08	bossspell_laceratingfrost_active_
iconLaceratingFrostIdle	0.16	bossspell_laceratingfrost_
iconLastingJudgementActive	0.08	icon_f1_lastingjudgement_active_
iconLastingJudgementIdle	0.16	icon_f1_lastingjudgement_
iconLavaLanceActive	0.08	icon_f5_lavalance_active_
iconLavaLanceIdle	0.16	icon_f5_lavalance_
iconLifecoilActive	0.08	icon_f1_lifecoil_active_
iconLifecoilIdle	0.16	icon_f1_lifecoil_
iconLifestreamActive	0.08	icon_f1_resilience_active_
iconLifestreamIdle	0.16	icon_f1_resilience_
iconLightningBlitzActive	0.08	icon_f6_lightningblitz_active_
iconLightningBlitzIdle	0.16	icon_f6_lightningblitz_
iconLionheartBlessingActive	0.08	icon_f1_lionheartblessing_active_
iconLionheartBlessingIdle	0.08	icon_f1_lionheartblessing_
iconLivingFlameActive	0.08	bossspell_livingflame_active_
iconLivingFlameIdle	0.16	bossspell_livingflame_
iconLostInDesertActive	0.08	icon_f3_lostindesert_active_
iconLostInDesertIdle	0.16	icon_f3_lostindesert_
iconLucentBeamActive	0.08	icon_f1_lucentbeam_active_
iconLucentBeamIdle	0.16	icon_f1_lucentbeam_
iconLuminousChargeActive	0.08	icon_f6_lucentcharge_active_
iconLuminousChargeIdle	0.16	icon_f6_lucentcharge_
iconLurkingFearActive	0.08	icon_f4_lurkingfear_active_
iconLurkingFearIdle	0.16	icon_f4_lurkingfear_
iconMaelstromActive	0.08	icon_f3_maelstrom_active_
iconMaelstromIdle	0.14	icon_f3_maelstrom_
iconMagitekUpgradeActive	0.08	icon_f3_magitekupgrade_active_
iconMagitekUpgradeIdle	0.16	icon_f3_magitekupgrade_
iconMagnetizeActive	0.08	icon_f1_magnetize_active_
iconMagnetizeIdle	0.16	icon_f1_magnetize_
iconMaliceActive	0.08	generalspell_f4_husk_active_
iconMaliceIdle	0.16	generalspell_f4_husk_
iconManaBurnActive	0.08	icon_f5_manaburn_active_
iconManaBurnIdle	0.16	icon_f5_manaburn_
iconManaDeathgripActive	0.08	icon_f6_manadeathgrip_active_
iconManaDeathgripIdle	0.16	icon_f6_manadeathgrip_
iconManaVortexActive	0.08	icon_f2_mana_vortex_active_
iconManaVortexIdle	0.16	icon_f2_mana_vortex_
iconMarchBrontodonActive	0.08	icon_f5_marchbrontodon_active_
iconMarchBrontodonIdle	0.16	icon_f5_marchbrontodon_
iconMarkOfSolitudeActive	0.08	icon_f6_markofsolitude_active_
iconMarkOfSolitudeIdle	0.16	icon_f6_markofsolitude_
iconMartyrdomActive	0.08	icon_f1_martydom_active_
iconMartyrdomIdle	0.16	icon_f1_martydom_
iconMaskofShadowsActive	0.08	artifact_f2_maskofshadows_active_
iconMaskofShadowsIdle	0.16	artifact_f2_maskofshadows_
iconMassFlyingActive	0.08	icon_f2_ninjutsumagics_active_
iconMassFlyingIdle	0.16	icon_f2_ninjutsumagics_
iconMatchTwoActive	0.08	icon_f3_matchtwo_active_
iconMatchTwoIdle	0.16	icon_f3_matchtwo_
iconMechProgressActive	0.08	icon_f2_mechprogress_active_
iconMechProgressIdle	0.16	icon_f2_mechprogress_
iconMesmerizeActive	0.08	icon_f6_mesmerize_active_
iconMesmerizeIdle	0.16	icon_f6_mesmerize_
iconMetalmeldActive	0.08	icon_f3_metalworking_active_
iconMetalmeldIdle	0.16	icon_f3_metalworking_
iconMetamorphosisActive	0.08	icon_f5_metamorphosis_active_
iconMetamorphosisIdle	0.16	icon_f5_metamorphosis_
iconMeteorActive	0.08	icon_f5_meteorimpact_active_
iconMeteorIdle	0.16	icon_f5_meteorimpact_
iconMindStealActive	0.08	icon_f5_mindsteal_active_
iconMindStealIdle	0.16	icon_f5_mindsteal_
iconMindlatheActive	0.08	artifact_f4_heartborrower_active_
iconMindlatheIdle	0.16	artifact_f4_heartborrower_
iconMirrorMeldActive	0.08	icon_f2_mirrormeld_active_
iconMirrorMeldIdle	0.16	icon_f2_mirrormeld_
iconMistWalkingActive	0.08	icon_f2_mistwalking_active_
iconMistWalkingIdle	0.16	icon_f2_mistwalking_
iconMistdragonSealActive	0.08	icon_f2_mistdragonseal_active_
iconMistdragonSealIdle	0.16	icon_f2_mistdragonseal_
iconModlingEarthActive	0.08	bossspell_moldingearth_active_
iconModlingEarthIdle	0.16	bossspell_moldingearth_
iconMonolithicVisionActive	0.08	icon_f3_godmulligan_active_
iconMonolithicVisionIdle	0.16	icon_f3_godmulligan_
iconMorinKhurActive	0.08	artifact_f5_morinkhur_active_
iconMorinKhurIdle	0.16	artifact_f5_morinkhur_
iconMunchActive	0.08	icon_f4_tickletendril_active_
iconMunchIdle	0.16	icon_f4_tickletendril_
iconNaturalSelectionActive	0.08	icon_f5_naturalselection_active_
iconNaturalSelectionIdle	0.16	icon_f5_naturalselection_
iconNaturesConfluenceActive	0.08	icon_f5_naturesconfluence_active_
iconNaturesConfluenceIdle	0.16	icon_f5_naturesconfluence_
iconNecroticSphereActive	0.08	icon_f4_necroticsphere_active_
iconNecroticSphereIdle	0.16	icon_f4_necroticsphere_
iconNetherSummoningActive	0.08	icon_f4_nethersummoning_active_
iconNetherSummoningIdle	0.16	icon_f4_nethersummoning_
iconNethermeldActive	0.08	icon_f4_creepmeld_active_
iconNethermeldIdle	0.16	icon_f4_creepmeld_
iconNeurolinkActive	0.08	icon_f3_communalgifts_active_
iconNeurolinkIdle	0.16	icon_f3_communalgifts_
iconOblivionSickleActive	0.08	artifact_f3_sandscepter_active_
iconOblivionSickleIdle	0.16	artifact_f3_sandscepter_
iconObscuringBlowActive	0.08	icon_f2_obscuringblow_active_
iconObscuringBlowIdle	0.16	icon_f2_obscuringblow_
iconOnceMoreActive	0.08	icon_f1_oncemore_active_
iconOnceMoreIdle	0.16	icon_f1_oncemore_
iconOnyxbearSealActive	0.08	icon_f2_onyxbearseal_active_
iconOnyxbearSealIdle	0.16	icon_f2_onyxbearseal_
iconOrnateHiogiActive	0.08	artifact_f2_spellfan_active_
iconOrnateHiogiIdle	0.16	artifact_f2_spellfan_
iconOverloadActive	0.08	generalspell_f5_overload_active_
iconOverloadIdle	0.16	generalspell_f5_overload_
