card_id	fx_identifier	source
Cards.Faction6.Ursaplomb	FX.Cards.Neutral.Fireblazer	app/sdk/cards/factory/wartech/faction6.coffee
Cards.Faction6.VanarQuest	FX.Cards.Neutral.TwilightMage	app/sdk/cards/factory/coreshatter/faction6.coffee
Cards.Faction6.VanarSentinel	FX.Cards.Faction6.VanarSentinel	app/sdk/cards/factory/firstwatch/faction6.coffee
Cards.Faction6.VoiceoftheWind	FX.Cards.Faction6.VoiceoftheWind	app/sdk/cards/factory/core/faction6.coffee
Cards.Faction6.WaterBear	FX.Cards.Faction6.WaterBear	app/sdk/cards/factory/core/faction6.coffee
Cards.Faction6.WindSister	FX.Cards.Faction6.WindSister	app/sdk/cards/factory/monthly/sisters.coffee
Cards.Faction6.WolfAspect	FX.Cards.Faction6.WolfAspect	app/sdk/cards/factory/core/faction6.coffee
Cards.Faction6.WolfRaven	FX.Cards.Faction6.WolfRaven	app/sdk/cards/factory/core/faction6.coffee
Cards.Faction6.WyrBeast	FX.Cards.Faction6.WyrBeast	app/sdk/cards/factory/core/faction6.coffee
Cards.Neutral.Abjudicator	FX.Cards.Neutral.Abjudicator	app/sdk/cards/factory/monthly/m8_rexx.coffee
Cards.Neutral.AerOwlblade	FX.Cards.Neutral.WindStopper	app/sdk/cards/factory/coreshatter/neutral.coffee
Cards.Neutral.Aethermaster	FX.Cards.Neutral.Aethermaster	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.AlcuinLoremaster	FX.Cards.Neutral.AlcuinLoremaster	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.AlterRexx	FX.Cards.Neutral.AlterRexx	app/sdk/cards/factory/monthly/m8_rexx.coffee
Cards.Neutral.Amu	FX.Cards.Neutral.Amu	app/sdk/cards/factory/shimzar/neutral.coffee
Cards.Neutral.ArakiHeadhunter	FX.Cards.Neutral.ArakiHeadhunter	app/sdk/cards/factory/monthly/m3_opening_gambit_buff.coffee
Cards.Neutral.ArarasShuffler	FX.Cards.Neutral.AlterRexx	app/sdk/cards/factory/coreshatter/neutral.coffee
Cards.Neutral.ArcaneIllusion	FX.Cards.Neutral.ArcaneIllusion	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.ArchitectBuilding	FX.Cards.Neutral.Bastion	app/sdk/cards/factory/wartech/neutral.coffee
Cards.Neutral.ArchitectT2K5	FX.Cards.Neutral.SunElemental	app/sdk/cards/factory/wartech/neutral.coffee
Cards.Neutral.ArchonSpellbinder	FX.Cards.Neutral.ArchonSpellbinder	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.ArrowWhistler	FX.Cards.Neutral.ArrowWhistler	app/sdk/cards/factory/monthly/m7_warmasters.coffee
Cards.Neutral.ArtifactHunter	FX.Cards.Neutral.ArtifactHunter	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Artificer	FX.Cards.Neutral.AzureHornShaman	app/sdk/cards/factory/wartech/neutral.coffee
Cards.Neutral.AshMephyt	FX.Cards.Neutral.AshMephyt	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.AstralCrusader	FX.Cards.Neutral.AstralCrusader	app/sdk/cards/factory/monthly/m4_replace.coffee
Cards.Neutral.AzureHerald	FX.Cards.Neutral.AzureHerald	app/sdk/cards/factory/monthly/m13_november_monthlies.coffee
Cards.Neutral.AzureHornShaman	FX.Cards.Neutral.AzureHornShaman	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Bastion	FX.Cards.Neutral.Bastion	app/sdk/cards/factory/monthly/m8_rexx.coffee
Cards.Neutral.Beastmaster	FX.Cards.Neutral.Chakkram	app/sdk/cards/factory/shimzar/neutral.coffee
Cards.Neutral.BigRush	FX.Cards.Neutral.FirstSwordofAkrane	app/sdk/cards/factory/coreshatter/neutral.coffee
Cards.Neutral.BigScarzig	FX.Cards.Neutral.WhistlingBlade	app/sdk/cards/factory/coreshatter/neutral.coffee
Cards.Neutral.BiggestGiantGolem	FX.Cards.Neutral.WhistlingBlade	app/sdk/cards/factory/coreshatter/neutral.coffee
Cards.Neutral.BlackLocust	FX.Cards.Neutral.BlackLocust	app/sdk/cards/factory/monthly/m1_movement.coffee
Cards.Neutral.BlackSandBurrower	FX.Cards.Neutral.BlackSandBurrower	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.BlisteringSkorn	FX.Cards.Neutral.BlisteringSkorn	app/sdk/cards/factory/monthly/m10_general_damage.coffee
Cards.Neutral.BloodTaura	FX.Cards.Neutral.BloodTaura	app/sdk/cards/factory/monthly/m10_general_damage.coffee
Cards.Neutral.Bloodletter	FX.Cards.Neutral.Bloodletter	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.BloodshardGolem	FX.Cards.Neutral.BloodshardGolem	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.BloodtearAlchemist	FX.Cards.Neutral.BloodtearAlchemist	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.BlueConjurer	FX.Cards.Neutral.AzureHornShaman	app/sdk/cards/factory/unity/neutral.coffee
Cards.Neutral.BlueblackProngbok	FX.Cards.Neutral.Feralu	app/sdk/cards/factory/coreshatter/neutral.coffee
Cards.Neutral.BluetipScorpion	FX.Cards.Neutral.BluetipScorpion	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Bonereaper	FX.Cards.Neutral.Bonereaper	app/sdk/cards/factory/monthly/m5_provoke.coffee
Cards.Neutral.BoulderBreacher	FX.Cards.Neutral.BoulderBreacher	app/sdk/cards/factory/unity/neutral.coffee
Cards.Neutral.BrightmossGolem	FX.Cards.Neutral.BrightmossGolem	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Calculator	FX.Cards.Neutral.EXun	app/sdk/cards/factory/shimzar/neutral.coffee
Cards.Neutral.CapriciousMarauder	FX.Cards.Neutral.BloodTaura	app/sdk/cards/factory/wartech/neutral.coffee
Cards.Neutral.Carcynus	FX.Cards.Neutral.EXun	app/sdk/cards/factory/firstwatch/neutral.coffee
Cards.Neutral.Celebrant	FX.Cards.Neutral.BloodtearAlchemist	app/sdk/cards/factory/unity/neutral.coffee
Cards.Neutral.Chakkram	FX.Cards.Neutral.Chakkram	app/sdk/cards/factory/monthly/m10_general_damage.coffee
Cards.Neutral.ChaosElemental	FX.Cards.Neutral.ChaosElemental	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.CoiledCrawler	FX.Cards.Neutral.CoiledCrawler	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.CrimsonOculus	FX.Cards.Neutral.CrimsonOculus	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Crossbones	FX.Cards.Neutral.Crossbones	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Cryptographer	FX.Cards.Neutral.AlcuinLoremaster	app/sdk/cards/factory/bloodstorm/neutral.coffee
Cards.Neutral.DaggerKiri	FX.Cards.Neutral.DaggerKiri	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.DagonaFish	FX.Cards.Neutral.DagonaFish	app/sdk/cards/factory/firstwatch/neutral.coffee
Cards.Neutral.DancingBlades	FX.Cards.Neutral.DancingBlades	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.DarkNemesis	FX.Cards.Neutral.DarkNemesis	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.DayWatcher	FX.Cards.Neutral.DayWatcher	app/sdk/cards/factory/monthly/m12_october_monthlies.coffee
Cards.Neutral.DeathBlighter	FX.Cards.Neutral.DeathBlighter	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Deceptibot	FX.Cards.Neutral.EXun	app/sdk/cards/factory/wartech/neutral.coffee
Cards.Neutral.Decimus	FX.Cards.Neutral.Decimus	app/sdk/cards/factory/monthly/m13_november_monthlies.coffee
Cards.Neutral.DiamondGolem	FX.Cards.Neutral.DiamondGolem	app/sdk/cards/factory/monthly/m8_rexx.coffee
Cards.Neutral.Dilotas	FX.Cards.Neutral.Dilotas	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.DilotasTombstone	FX.Cards.Neutral.DilotasTombstone	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Doxx	FX.Cards.Neutral.Spelljammer	app/sdk/cards/factory/coreshatter/neutral.coffee
Cards.Neutral.DragoneboneGolem	FX.Cards.Neutral.DragoneboneGolem	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Dreamgazer	FX.Cards.Neutral.Dreamgazer	app/sdk/cards/factory/monthly/m4_replace.coffee
Cards.Neutral.Duplicator	FX.Cards.Neutral.Mindwarper	app/sdk/cards/factory/unity/neutral.coffee
Cards.Neutral.DuplicatorShuffler	FX.Cards.Neutral.ProphetWhitePalm	app/sdk/cards/factory/coreshatter/neutral.coffee
Cards.Neutral.DustWailer	FX.Cards.Neutral.DustWailer	app/sdk/cards/factory/monthly/m12_october_monthlies.coffee
Cards.Neutral.EMP	FX.Cards.Neutral.EMP	app/sdk/cards/factory/unity/neutral.coffee
Cards.Neutral.EXun	FX.Cards.Neutral.EXun	app/sdk/cards/factory/monthly/m6_forcefield.coffee
Cards.Neutral.Eclipse	FX.Cards.Neutral.Eclipse	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Elkowl	FX.Cards.Neutral.Bonereaper	app/sdk/cards/factory/monthly/m11_penny_arcade.coffee
Cards.Neutral.Emberwyrm	FX.Cards.Neutral.Unseven	app/sdk/cards/factory/firstwatch/neutral.coffee
Cards.Neutral.EmeraldRejuvenator	FX.Cards.Neutral.EmeraldRejuvenator	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Envybaer	FX.Cards.Neutral.Envybaer	app/sdk/cards/factory/monthly/m9_streamers.coffee
Cards.Neutral.EphemeralShroud	FX.Cards.Neutral.EphemeralShroud	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Fatesealer	FX.Cards.Neutral.Fatesealer	app/sdk/cards/factory/misc/gauntlet_specials.coffee
Cards.Neutral.Feralu	FX.Cards.Neutral.Feralu	app/sdk/cards/factory/unity/neutral.coffee
Cards.Neutral.FidgetSpinner	FX.Cards.Neutral.Moebius	app/sdk/cards/factory/wartech/neutral.coffee
Cards.Neutral.FireSpitter	FX.Cards.Neutral.FireSpitter	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Firestarter	FX.Cards.Neutral.Firestarter	app/sdk/cards/factory/monthly/m2_reactive.coffee
Cards.Neutral.FirstSwordofAkrane	FX.Cards.Neutral.FirstSwordofAkrane	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.FlameWing	FX.Cards.Neutral.FlameWing	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.FlamebloodWarlock	FX.Cards.Neutral.FlamebloodWarlock	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Fog	FX.Cards.Neutral.Fog	app/sdk/cards/factory/shimzar/neutral.coffee
Cards.Neutral.Fortuneshaper	FX.Cards.Neutral.Fortuneshaper	app/sdk/cards/factory/misc/gauntlet_specials.coffee
Cards.Neutral.FrizzlingMystic	FX.Cards.Neutral.AstralCrusader	app/sdk/cards/factory/coreshatter/neutral.coffee
Cards.Neutral.FrostboneNaga	FX.Cards.Neutral.FrostboneNaga	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Futureshaker	FX.Cards.Neutral.Futureshaker	app/sdk/cards/factory/misc/gauntlet_specials.coffee
Cards.Neutral.Gambler	FX.Cards.Neutral.Gambler	app/sdk/cards/factory/firstwatch/neutral.coffee
Cards.Neutral.GhostLynx	FX.Cards.Neutral.GhostLynx	app/sdk/cards/factory/monthly/m1_movement.coffee
Cards.Neutral.Ghoulie	FX.Cards.Neutral.Necroseer	app/sdk/cards/factory/unity/neutral.coffee
Cards.Neutral.Gnasher	FX.Cards.Neutral.Bonereaper	app/sdk/cards/factory/shimzar/neutral.coffee
Cards.Neutral.GoldenJusticar	FX.Cards.Neutral.GoldenJusticar	app/sdk/cards/factory/monthly/m7_warmasters.coffee
Cards.Neutral.GoldenMantella	FX.Cards.Neutral.GoldenJusticar	app/sdk/cards/factory/shimzar/neutral.coffee
Cards.Neutral.GolemMetallurgist	FX.Cards.Neutral.GolemMetallurgist	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.GolemVanquisher	FX.Cards.Neutral.GolemVanquisher	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Graboctopus	FX.Cards.Neutral.Paddo	app/sdk/cards/factory/coreshatter/neutral.coffee
Cards.Neutral.Grailmaster	FX.Cards.Neutral.Grailmaster	app/sdk/cards/factory/monthly/m2_reactive.coffee
Cards.Neutral.Grimes	FX.Cards.Neutral.Grincher	app/sdk/cards/factory/unity/neutral.coffee
Cards.Neutral.Grincher	FX.Cards.Neutral.Grincher	app/sdk/cards/factory/monthly/m9_streamers.coffee
Cards.Neutral.GroveLion	FX.Cards.Neutral.BlisteringSkorn	app/sdk/cards/factory/monthly/m11_penny_arcade.coffee
Cards.Neutral.HailstoneGolem	FX.Cards.Neutral.HailstoneGolem	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.HailstoneHowler	FX.Cards.Neutral.Fireblazer	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.HankHart	FX.Cards.Neutral.HankHart	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.HealingMystic	FX.Cards.Neutral.HealingMystic	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.HollowGrovekeeper	FX.Cards.Neutral.HollowGrovekeeper	app/sdk/cards/factory/monthly/m5_provoke.coffee
Cards.Neutral.Hsuku	FX.Cards.Neutral.ArchonSpellbinder	app/sdk/cards/factory/coreshatter/neutral.coffee
Cards.Neutral.Hydrax	FX.Cards.Neutral.BlisteringSkorn	app/sdk/cards/factory/shimzar/neutral.coffee
Cards.Neutral.ImperviousGiago	FX.Cards.Neutral.Bonereaper	app/sdk/cards/factory/wartech/neutral.coffee
Cards.Neutral.IncindyDindy	FX.Cards.Neutral.TheScientist	app/sdk/cards/factory/coreshatter/neutral.coffee
Cards.Neutral.InquisitorKron	FX.Cards.Neutral.WhiteWidow	app/sdk/cards/factory/shimzar/neutral.coffee
Cards.Neutral.Ion	FX.Cards.Neutral.PandoraMinionZap	app/sdk/cards/factory/shimzar/neutral.coffee
Cards.Neutral.Ironclad	FX.Cards.Neutral.Ironclad	app/sdk/cards/factory/monthly/m13_november_monthlies.coffee
Cards.Neutral.JaxTruesight	FX.Cards.Neutral.JaxTruesight	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Jaxi	FX.Cards.Neutral.Jaxi	app/sdk/cards/factory/monthly/m2_reactive.coffee
Cards.Neutral.KeeperOfTheVale	FX.Cards.Neutral.KeeperOfTheVale	app/sdk/cards/factory/monthly/m3_opening_gambit_buff.coffee
Cards.Neutral.Khymera	FX.Cards.Neutral.Khymera	app/sdk/cards/factory/monthly/m2_reactive.coffee
Cards.Neutral.Koi	FX.Cards.Neutral.Spelljammer	app/sdk/cards/factory/shimzar/neutral.coffee
Cards.Neutral.KomodoCharger	FX.Cards.Neutral.KomodoCharger	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.KomodoHunter	FX.Cards.Neutral.AstralCrusader	app/sdk/cards/factory/firstwatch/neutral.coffee
Cards.Neutral.LadyLocke	FX.Cards.Neutral.LadyLocke	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Letigress	FX.Cards.Neutral.Letigress	app/sdk/cards/factory/firstwatch/neutral.coffee
Cards.Neutral.Lightbender	FX.Cards.Neutral.Lightbender	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.LightningBeetle	FX.Cards.Neutral.LightningBeetle	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.LuxIgnis	FX.Cards.Neutral.LuxIgnis	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Magesworn	FX.Cards.Neutral.Magesworn	app/sdk/cards/factory/firstwatch/neutral.coffee
Cards.Neutral.Manaforger	FX.Cards.Neutral.Manaforger	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.MatterShaper	FX.Cards.Neutral.EXun	app/sdk/cards/factory/firstwatch/neutral.coffee
Cards.Neutral.Maw	FX.Cards.Neutral.Maw	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Mechaz0r	FX.Cards.Neutral.Mechaz0r	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Mechaz0rCannon	FX.Cards.Neutral.Mechaz0rCannon	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Mechaz0rChassis	FX.Cards.Neutral.Mechaz0rChassis	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Mechaz0rHelm	FX.Cards.Neutral.Mechaz0rHelm	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Mechaz0rSword	FX.Cards.Neutral.Mechaz0rSword	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Mechaz0rWings	FX.Cards.Neutral.Mechaz0rWings	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Meltdown	FX.Cards.Neutral.DarkNemesis	app/sdk/cards/factory/bloodstorm/neutral.coffee
Cards.Neutral.Metaltooth	FX.Cards.Neutral.GhostLynx	app/sdk/cards/factory/wartech/neutral.coffee
Cards.Neutral.Mindwarper	FX.Cards.Neutral.Mindwarper	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.MiniJax	FX.Cards.Neutral.MiniJax	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.MirkbloodDevourer	FX.Cards.Neutral.MirkbloodDevourer	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Moebius	FX.Cards.Neutral.Moebius	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Mogwai	FX.Cards.Neutral.Mogwai	app/sdk/cards/factory/monthly/m1_movement.coffee
Cards.Neutral.MoonlightSorcerer	FX.Cards.Neutral.Necroseer	app/sdk/cards/factory/coreshatter/neutral.coffee
Cards.Neutral.Necroseer	FX.Cards.Neutral.Necroseer	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.NightWatcher	FX.Cards.Neutral.NightWatcher	app/sdk/cards/factory/monthly/m12_october_monthlies.coffee
Cards.Neutral.Nip	FX.Cards.Neutral.Nip	app/sdk/cards/factory/shimzar/neutral.coffee
Cards.Neutral.Oni	FX.Cards.Neutral.Oni	app/sdk/cards/factory/shimzar/neutral.coffee
Cards.Neutral.OwlbeastSage	FX.Cards.Neutral.OwlbeastSage	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Paddo	FX.Cards.Neutral.Paddo	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Pandora	FX.Cards.Neutral.Pandora	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.PandoraMinion1	FX.Cards.Neutral.PandoraMinionCloud	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.PandoraMinion2	FX.Cards.Neutral.PandoraMinionBlaze	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.PandoraMinion3	FX.Cards.Neutral.PandoraMinionFlash	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.PandoraMinion4	FX.Cards.Neutral.PandoraMinionZap	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.PandoraMinion5	FX.Cards.Neutral.PandoraMinionSinker	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.PartyAnimal1	FX.Cards.Neutral.Spelljammer	app/sdk/cards/factory/firstwatch/neutral.coffee
Cards.Neutral.PartyAnimal2	FX.Cards.Neutral.PlanarScout	app/sdk/cards/factory/firstwatch/neutral.coffee
Cards.Neutral.PartyAnimal3	FX.Cards.Neutral.Icy	app/sdk/cards/factory/firstwatch/neutral.coffee
Cards.Neutral.PartyAnimal4	FX.Cards.Neutral.VineEntangler	app/sdk/cards/factory/firstwatch/neutral.coffee
Cards.Neutral.PennyPacker	FX.Cards.Neutral.GolemVanquisher	app/sdk/cards/factory/coreshatter/neutral.coffee
Cards.Neutral.PhaseHound	FX.Cards.Neutral.PhaseHound	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.PiercingMantis	FX.Cards.Neutral.PiercingMantis	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.PlanarScout	FX.Cards.Neutral.PlanarScout	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.PrimusFist	FX.Cards.Neutral.PrimusFist	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.PrimusShieldmaster	FX.Cards.Neutral.PrimusShieldmaster	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.PrismaticIllusionist	FX.Cards.Neutral.PrismaticIllusionist	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Prisoner1	FX.Cards.Neutral.WhiteWidow	app/sdk/cards/factory/shimzar/neutral.coffee
Cards.Neutral.Prisoner2	FX.Cards.Neutral.WhiteWidow	app/sdk/cards/factory/shimzar/neutral.coffee
Cards.Neutral.Prisoner3	FX.Cards.Neutral.WhiteWidow	app/sdk/cards/factory/shimzar/neutral.coffee
Cards.Neutral.Prisoner5	FX.Cards.Neutral.WhiteWidow	app/sdk/cards/factory/shimzar/neutral.coffee
Cards.Neutral.Prisoner6	FX.Cards.Neutral.WhiteWidow	app/sdk/cards/factory/shimzar/neutral.coffee
Cards.Neutral.ProjectOmega	FX.Cards.Faction5.Kin	app/sdk/cards/factory/wartech/neutral.coffee
Cards.Neutral.ProphetWhitePalm	FX.Cards.Neutral.ProphetWhitePalm	app/sdk/cards/factory/monthly/m3_opening_gambit_buff.coffee
Cards.Neutral.Purgatos	FX.Cards.Neutral.Purgatos	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.PutridMindflayer	FX.Cards.Neutral.PutridMindflayer	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Qorrhlmaa	FX.Cards.Neutral.TheScientist	app/sdk/cards/factory/wartech/neutral.coffee
Cards.Neutral.Quahog	FX.Cards.Neutral.Quahog	app/sdk/cards/factory/firstwatch/neutral.coffee
Cards.Neutral.QuartermasterGauj	FX.Cards.Neutral.QuartermasterGauj	app/sdk/cards/factory/monthly/m12_october_monthlies.coffee
Cards.Neutral.Rawr	FX.Cards.Neutral.EXun	app/sdk/cards/factory/shimzar/neutral.coffee
Cards.Neutral.RazorcragGolem	FX.Cards.Neutral.RazorcragGolem	app/sdk/cards/factory/firstwatch/neutral.coffee
Cards.Neutral.Recombobulus	FX.Cards.Neutral.BloodtearAlchemist	app/sdk/cards/factory/wartech/neutral.coffee
Cards.Neutral.RedSynja	FX.Cards.Neutral.RedSynja	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.RedsteelMinos	FX.Cards.Neutral.ChaosElemental	app/sdk/cards/factory/wartech/neutral.coffee
Cards.Neutral.Reliquarian	FX.Cards.Faction2.StormKage	app/sdk/cards/factory/wartech/neutral.coffee
Cards.Neutral.Replicant	FX.Cards.Neutral.PandoraMinionZap	app/sdk/cards/factory/wartech/neutral.coffee
Cards.Neutral.RepulsionBeast	FX.Cards.Neutral.RepulsionBeast	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.RescueRX	FX.Cards.Neutral.Mindwarper	app/sdk/cards/factory/wartech/neutral.coffee
Cards.Neutral.RescueRXBuilding	FX.Cards.Neutral.Bastion	app/sdk/cards/factory/wartech/neutral.coffee
Cards.Neutral.RockPulverizer	FX.Cards.Neutral.RockPulverizer	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.RogueWarden	FX.Cards.Neutral.RogueWarden	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Rok	FX.Cards.Neutral.DiamondGolem	app/sdk/cards/factory/shimzar/neutral.coffee
Cards.Neutral.Rokadoptera	FX.Cards.Neutral.DiamondGolem	app/sdk/cards/factory/firstwatch/neutral.coffee
Cards.Neutral.Rook	FX.Cards.Neutral.Rook	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.RubyRifter	FX.Cards.Neutral.RubyRifter	app/sdk/cards/factory/monthly/m10_general_damage.coffee
Cards.Neutral.SaberspineTiger	FX.Cards.Neutral.SaberspineTiger	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Sai	FX.Cards.Neutral.Sai	app/sdk/cards/factory/shimzar/neutral.coffee
Cards.Neutral.Sanguinar	FX.Cards.Neutral.Necroseer	app/sdk/cards/factory/bloodstorm/neutral.coffee
Cards.Neutral.SapphireSeer	FX.Cards.Neutral.SapphireSeer	app/sdk/cards/factory/monthly/m6_forcefield.coffee
Cards.Neutral.SarlacTheEternal	FX.Cards.Neutral.SarlacTheEternal	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Scarzig	FX.Cards.Neutral.PlanarScout	app/sdk/cards/factory/coreshatter/neutral.coffee
Cards.Neutral.Serpenti	FX.Cards.Neutral.Serpenti	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Shiro	FX.Cards.Neutral.Shiro	app/sdk/cards/factory/monthly/m9_streamers.coffee
Cards.Neutral.SilhoutteTracer	FX.Cards.Neutral.SilhoutteTracer	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Silver	FX.Cards.Neutral.RubyRifter	app/sdk/cards/factory/wartech/neutral.coffee
Cards.Neutral.Silverbeak	FX.Cards.Neutral.Unseven	app/sdk/cards/factory/shimzar/neutral.coffee
Cards.Neutral.SilvertongueCorsair	FX.Cards.Neutral.SilvertongueCorsair	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Singleton	FX.Cards.Neutral.Purgatos	app/sdk/cards/factory/coreshatter/neutral.coffee
Cards.Neutral.SinisterSilhouette	FX.Cards.Neutral.PlanarScout	app/sdk/cards/factory/firstwatch/neutral.coffee
Cards.Neutral.SkyrockGolem	FX.Cards.Neutral.SkyrockGolem	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Skywing	FX.Cards.Neutral.Skywing	app/sdk/cards/factory/monthly/m7_warmasters.coffee
Cards.Neutral.Soboro	FX.Cards.Neutral.EXun	app/sdk/cards/factory/shimzar/neutral.coffee
Cards.Neutral.Sojourner	FX.Cards.Neutral.Sojourner	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Sol	FX.Cards.Neutral.Sol	app/sdk/cards/factory/shimzar/neutral.coffee
Cards.Neutral.Songweaver	FX.Cards.Neutral.Songweaver	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Spelljammer	FX.Cards.Neutral.Spelljammer	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Spellspark	FX.Cards.Neutral.Spellspark	app/sdk/cards/factory/monthly/m2_reactive.coffee
Cards.Neutral.Sphynx	FX.Cards.Neutral.AstralCrusader	app/sdk/cards/factory/monthly/m11_penny_arcade.coffee
Cards.Neutral.SpottedDragonlark	FX.Cards.Neutral.SpottedDragonlark	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Spriggin	FX.Cards.Neutral.TwilightMage	app/sdk/cards/factory/firstwatch/neutral.coffee
Cards.Neutral.StormmetalGolem	FX.Cards.Neutral.StormmetalGolem	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.SunElemental	FX.Cards.Neutral.SunElemental	app/sdk/cards/factory/monthly/m3_opening_gambit_buff.coffee
Cards.Neutral.SunSeer	FX.Cards.Neutral.SunSeer	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.SunsetParagon	FX.Cards.Neutral.SunsetParagon	app/sdk/cards/factory/monthly/m6_forcefield.coffee
Cards.Neutral.SunsteelDefender	FX.Cards.Neutral.SunsteelDefender	app/sdk/cards/factory/monthly/m6_forcefield.coffee
Cards.Neutral.SuperDoxx	FX.Cards.Neutral.EXun	app/sdk/cards/factory/coreshatter/neutral.coffee
