id	name	attack	hp	cost	faction_id	rarity_id	race_id	is_general	abilities	sprite_resource	sound_resource	fx_resource
Cards.Neutral.Rokadoptera	cards.neutral_rokadoptera_name	2	3	3	Factions.Neutral	Rarity.Common	null	false	ModifierOpeningGambitPutCardInHand	neutralBoulderHurlerBreathing|neutralBoulderHurlerIdle|neutralBoulderHurlerRun|neutralBoulderHurlerAttack|neutralBoulderHurlerHit|neutralBoulderHurlerDeath	RSX.sfx_spell_diretidefrenzy|RSX.sfx_singe2|RSX.sfx_f6_icebeetle_attack_impact|RSX.sfx_neutral_golembloodshard_hit|RSX.sfx_neutral_golembloodshard_attack_impact|RSX.sfx_neutral_golembloodshard_death	FX.Cards.Neutral.DiamondGolem
Cards.Neutral.SinisterSilhouette	cards.neutral_sinister_silhouette_name	1	2	2	Factions.Neutral	Rarity.Rare	null	false	ModifierImmuneToAttacks	neutralSinisterSilhouetteBreathing|neutralSinisterSilhouetteIdle|neutralSinisterSilhouetteRun|neutralSinisterSilhouetteAttack|neutralSinisterSilhouetteHit|neutralSinisterSilhouetteDeath	RSX.sfx_unit_deploy_3|RSX.sfx_singe2|RSX.sfx_neutral_beastphasehound_attack_swing|RSX.sfx_neutral_beastphasehound_hit|RSX.sfx_neutral_beastphasehound_attack_impact|RSX.sfx_neutral_beastphasehound_death	FX.Cards.Neutral.PlanarScout
Cards.Neutral.MatterShaper	cards.neutral_matter_shaper_name	5	4	4	Factions.Neutral	Rarity.Rare	null	false	ModifierOpeningGambitRemoveArtifactToDrawArtifactFromFaction	neutralArtifactShaperBreathing|neutralArtifactShaperIdle|neutralArtifactShaperRun|neutralArtifactShaperAttack|neutralArtifactShaperHit|neutralArtifactShaperDeath	RSX.sfx_summonlegendary|RSX.sfx_f1_oserix_death|RSX.sfx_neutral_firestarter_attack_swing|RSX.sfx_neutral_silitharveteran_hit|RSX.sfx_neutral_prophetofthewhite_death|RSX.sfx_neutral_daggerkiri_death	FX.Cards.Neutral.EXun
Cards.Neutral.WildTahr	cards.neutral_wild_tahr_name	2	4	3	Factions.Neutral	Rarity.Common	null	false	ModifierFrenzy|ModifierWildTahr	neutralWildTahrBreathing|neutralWildTahrIdle|neutralWildTahrRun|neutralWildTahrAttack|neutralWildTahrHit|neutralWildTahrDeath	RSX.sfx_unit_deploy|RSX.sfx_neutral_arakiheadhunter_hit|RSX.sfx_f6_seismicelemental_attack_impact|RSX.sfx_neutral_golembloodshard_hit|RSX.sfx_f2lanternfox_death	FX.Cards.Neutral.WildTahr
Cards.Neutral.Quahog	cards.neutral_quahog_name	7	7	5	Factions.Neutral	Rarity.Rare	null	false	ModifierKillWatchBounceEnemyToActionBar	neutralQuahogBreathing|neutralQuahogIdle|neutralQuahogRun|neutralQuahogAttack|neutralQuahogHit|neutralQuahogDeath	RSX.sfx_unit_deploy|RSX.sfx_singe2|RSX.sfx_f4_daemongate_attack_swing|RSX.sfx_f4_daemongate_hit|RSX.sfx_f4_daemongate_attack_impact|RSX.sfx_f4_daemongate_death	FX.Cards.Neutral.Quahog
Cards.Neutral.Letigress	cards.neutral_letigress_name	2	6	5	Factions.Neutral	Rarity.Legendary	null	false	ModifierRanged|ModifierMyGeneralAttackWatchSpawnEntity	neutralLeTigressBreathing|neutralLeTigressIdle|neutralLeTigressRun|neutralLeTigressAttack|neutralLeTigressHit|neutralLeTigressDeath	RSX.sfx_summonlegendary|RSX.sfx_neutral_ladylocke_attack_impact|RSX.sfx_f1_sunriser_attack_swing|RSX.sfx_f1_sunriser_hit_noimpact|RSX.sfx_f1_sunriser_attack_impact|RSX.sfx_neutral_spiritscribe_death	FX.Cards.Neutral.Letigress
Cards.Neutral.TigerCub	cards.neutral_saberspine_cub_name	2	1	1	Factions.Neutral	Rarity.TokenUnit	null	false	ModifierFirstBlood	neutralTigerCubBreathing|neutralTigerCubIdle|neutralTigerCubRun|neutralTigerCubAttack|neutralTigerCubHit|neutralTigerCubDeath	RSX.sfx_spell_diretidefrenzy|RSX.sfx_neutral_grimrock_hit|RSX.sfx_neutral_xho_attack_swing|RSX.sfx_neutral_xho_hit|RSX.sfx_neutral_xho_attack_impact|RSX.sfx_neutral_xho_death	FX.Cards.Neutral.GhostLynx
Cards.Neutral.Theobule	cards.neutral_theobule_name	5	6	5	Factions.Neutral	Rarity.Legendary	null	false	ModifierOpeningGambitReplaceHand	neutralShufflerBreathing|neutralShufflerIdle|neutralShufflerRun|neutralShufflerAttack|neutralShufflerHit|neutralShufflerDeath	RSX.sfx_summonlegendary|RSX.sfx_spell_icepillar_melt|RSX.sfx_neutral_windstopper_attack_impact|RSX.sfx_f6_icedryad_hit|RSX.sfx_neutral_spelljammer_attack_impact|RSX.sfx_neutral_windstopper_death	FX.Cards.Neutral.Shuffler
Cards.Neutral.Thunderhorn	cards.neutral_thunderhorn_name	4	4	4	Factions.Neutral	Rarity.Epic	null	false	ModifierDealDamageWatchDamageJoinedEnemies	neutralThunderhornBreathing|neutralThunderhornIdle|neutralThunderhornRun|neutralThunderhornAttack|neutralThunderhornHit|neutralThunderhornDeath	RSX.sfx_unit_deploy|RSX.sfx_neutral_arakiheadhunter_hit|RSX.sfx_f6_seismicelemental_attack_impact|RSX.sfx_neutral_golembloodshard_hit|RSX.sfx_f2lanternfox_death	FX.Cards.Neutral.Unseven
Cards.Neutral.Spriggin	cards.neutral_spriggin_name	8	8	6	Factions.Neutral	Rarity.Epic	null	false	ModifierOpeningGambitSpawnPartyAnimals|ModifierProvoke	neutralPartyElfBreathing|neutralPartyElfIdle|neutralPartyElfRun|neutralPartyElfAttack|neutralPartyElfHit|neutralPartyElfDeath	RSX.sfx_ui_booster_packexplode|RSX.sfx_singe2|RSX.sfx_f2_jadeogre_attack_swing|RSX.sfx_f3_dunecaster_hit|RSX.sfx_f3_dunecaster_impact|RSX.sfx_f3_dunecaster_death	FX.Cards.Neutral.TwilightMage
Cards.Neutral.PartyAnimal1	cards.neutral_glub_name	1	1	1	Factions.Neutral	Rarity.TokenUnit	null	false	ModifierSprigginDiesBuffSelf	critter1Breathing|critter1Idle|critter1Run|critter1Attack|critter1Hit|critter1Death	RSX.sfx_spell_diretidefrenzy|RSX.sfx_singe2|RSX.sfx_f6_waterelemental_attack_swing|RSX.sfx_f6_waterelemental_hit|RSX.sfx_neutral_fog_attack_impact|RSX.sfx_neutral_fog_death	FX.Cards.Neutral.Spelljammer
Cards.Neutral.PartyAnimal2	cards.neutral_binky_name	2	1	1	Factions.Neutral	Rarity.TokenUnit	null	false	ModifierFlying|ModifierDealDamageWatchIfMinionHealMyGeneral	critter2Breathing|critter2Idle|critter2Run|critter2Attack|critter2Hit|critter2Death	RSX.sfx_unit_deploy_3|RSX.sfx_singe2|RSX.sfx_neutral_beastphasehound_attack_swing|RSX.sfx_neutral_beastphasehound_hit|RSX.sfx_neutral_beastphasehound_attack_impact|RSX.sfx_neutral_beastphasehound_death	FX.Cards.Neutral.PlanarScout
Cards.Neutral.PartyAnimal3	cards.neutral_zetta_name	2	3	1	Factions.Neutral	Rarity.TokenUnit	null	false	ModifierFrenzy	critterdBreathing|critterdIdle|critterdRun|critterdAttack|critterdHit|critterdDeath	RSX.sfx_spell_amplification|RSX.sfx_spell_polymorph|RSX.sfx_neutral_sai_attack_swing|RSX.sfx_neutral_sai_hit|RSX.sfx_neutral_sai_attack_impact|RSX.sfx_neutral_sai_death	FX.Cards.Neutral.Icy
Cards.Neutral.PartyAnimal4	cards.neutral_moro_name	0	3	1	Factions.Neutral	Rarity.TokenUnit	null	false	ModifierSituationalBuffSelfIfSpriggin	crittercBreathing|crittercIdle|crittercRun|crittercAttack|crittercHit|crittercDeath	RSX.sfx_unit_deploy|RSX.sfx_singe2|RSX.sfx_neutral_komodocharger_attack_swing|RSX.sfx_f6_ancientgrove_hit|RSX.sfx_f6_ancientgrove_attack_impact|RSX.sfx_f6_ancientgrove_death	FX.Cards.Neutral.VineEntangler
Cards.Neutral.DagonaFish	cards.neutral_dagona_name	8	8	8	Factions.Neutral	Rarity.Legendary	null	false	ModifierCustomSpawnOnOtherUnit|ModifierOpeningGambitDagona|ModifierDyingWishDagona	neutralDagonaBreathing|neutralDagonaIdle|neutralDagonaRun|neutralDagonaAttack|neutralDagonaHit|neutralDagonaDeath	RSX.sfx_unit_deploy|RSX.sfx_singe2|RSX.sfx_f6_boreanbear_attack_impact|RSX.sfx_neutral_hailstonehowler_hit|RSX.sfx_neutral_hailstonehowler_attack_impact|RSX.sfx_neutral_hailstonehowler_death	FX.Cards.Neutral.DagonaFish
Cards.Neutral.Gambler	cards.neutral_bloodsworn_gambler_name	2	3	4	Factions.Neutral	Rarity.Epic	null	false	ModifierRanged|ModifierMyAttackWatchGamble	neutralGamblerBreathing|neutralGamblerIdle|neutralGamblerRun|neutralGamblerAttack|neutralGamblerHit|neutralGamblerDeath	RSX.sfx_unit_deploy_1|RSX.sfx_singe2|RSX.sfx_neutral_firespitter_attack_swing|RSX.sfx_neutral_firespitter_hit|RSX.sfx_neutral_firespitter_attack_impact|RSX.sfx_neutral_firespitter_death	FX.Cards.Neutral.Gambler
Cards.Boss.Boss1	boss_battles.boss_1_name	5	40	0	Factions.Boss	null	null	true	null	bossBorealJuggernautBreathing|bossBorealJuggernautIdle|bossBorealJuggernautRun|bossBorealJuggernautAttack|bossBorealJuggernautHit|bossBorealJuggernautDeath	RSX.sfx_summonlegendary|RSX.sfx_neutral_silitharveteran_death|RSX.sfx_neutral_rook_attack_impact|RSX.sfx_neutral_makantorwarbeast_hit|RSX.sfx_neutral_silitharveteran_attack_impact|RSX.sfx_neutral_makantorwarbeast_death	FX.Cards.Faction5.Dreadnaught
Cards.Boss.Boss2	boss_battles.boss_2_name	2	30	0	Factions.Boss	null	null	true	null	bossUmbraBreathing|bossUmbraIdle|bossUmbraRun|bossUmbraAttack|bossUmbraHit|bossUmbraDeath	RSX.sfx_summonlegendary|RSX.sfx_singe2|RSX.sfx_neutral_mirkblooddevourer_attack_swing|RSX.sfx_neutral_mirkblooddevourer_hit|RSX.sfx_neutral_mirkblooddevourer_attack_impact|RSX.sfx_neutral_mirkblooddevourer_death	FX.Cards.Neutral.MirkbloodDevourer
Cards.Boss.Boss3	boss_battles.boss_3_name	2	30	0	Factions.Boss	null	null	true	null	f1CaliberOBreathing|f1CaliberOIdle|f1CaliberORun|f1CaliberOAttack|f1CaliberODamage|f1CaliberODeath	RSX.sfx_summonlegendary|RSX.sfx_unit_physical_4|RSX.sfx_f6_draugarlord_attack_swing|RSX.sfx_f6_draugarlord_hit|RSX.sfx_neutral_chaoselemental_attack_impact|RSX.sfx_spell_darkfiresacrifice	FX.Cards.Faction1.CaliberO
Cards.Boss.QABoss3	QA-IBERO	2	1	0	Factions.Boss	null	null	true	null	f1CaliberOBreathing|f1CaliberOIdle|f1CaliberORun|f1CaliberOAttack|f1CaliberODamage|f1CaliberODeath	RSX.sfx_summonlegendary|RSX.sfx_unit_physical_4|RSX.sfx_f6_draugarlord_attack_swing|RSX.sfx_f6_draugarlord_hit|RSX.sfx_neutral_chaoselemental_attack_impact|RSX.sfx_spell_darkfiresacrifice	FX.Cards.Faction1.CaliberO
Cards.Boss.Boss4	boss_battles.boss_4_name	3	35	0	Factions.Boss	null	null	true	null	bossChaosKnightBreathing|bossChaosKnightIdle|bossChaosKnightRun|bossChaosKnightAttack|bossChaosKnightHit|bossChaosKnightDeath	RSX.sfx_spell_immolation_b|RSX.sfx_unit_run_charge_4|RSX.sfx_f1ironcliffeguardian_attack_swing|RSX.sfx_f1ironcliffeguardian_hit|RSX.sfx_f1ironcliffeguardian_attack_impact|RSX.sfx_f1ironcliffeguardian_death	FX.Cards.Neutral.Ironclad
Cards.Boss.Boss5	boss_battles.boss_5_name	6	20	0	Factions.Boss	null	null	true	null	bossShinkageZendoBreathing|bossShinkageZendoIdle|bossShinkageZendoRun|bossShinkageZendoAttack|bossShinkageZendoHit|bossShinkageZendoDeath	RSX.sfx_summonlegendary|RSX.sfx_unit_run_magical_3|RSX.sfx_spell_darkseed|RSX.sfx_f2_kaidoassassin_hit|RSX.sfx_neutral_daggerkiri_attack_swing|RSX.sfx_neutral_prophetofthewhite_death	FX.Cards.Faction2.GrandmasterZendo
Cards.Boss.Boss6	boss_battles.boss_6_name	2	1	0	Factions.Boss	null	null	true	null	bossDecepticleBreathing|bossDecepticleIdle|bossDecepticleRun|bossDecepticleAttack|bossDecepticleHit|bossDecepticleDeath	RSX.sfx_spell_diretidefrenzy|RSX.sfx_unit_run_charge_4|RSX.sfx_neutral_wingsmechaz0r_attack_swing|RSX.sfx_neutral_wingsmechaz0r_hit|RSX.sfx_neutral_wingsmechaz0r_impact	FX.Cards.Neutral.Mechaz0rHelm
Cards.Boss.Boss6Wings	boss_battles.boss_6_part1_name	2	3	0	Factions.Boss	null	null	false	null	bossDecepticleWingsBreathing|bossDecepticleWingsIdle|bossDecepticleWingsRun|bossDecepticleWingsAttack|bossDecepticleWingsHit|bossDecepticleWingsDeath	RSX.sfx_unit_deploy_1|RSX.sfx_unit_run_charge_4|RSX.sfx_neutral_wingsmechaz0r_attack_swing|RSX.sfx_neutral_wingsmechaz0r_hit|RSX.sfx_neutral_wingsmechaz0r_impact	FX.Cards.Neutral.Mechaz0rWings
Cards.Boss.Boss6Chassis	boss_battles.boss_6_part2_name	5	4	0	Factions.Boss	null	null	false	null	bossDecepticleChassisBreathing|bossDecepticleChassisIdle|bossDecepticleChassisRun|bossDecepticleChassisAttack|bossDecepticleChassisHit|bossDecepticleChassisDeath	RSX.sfx_ui_booster_packexplode|RSX.sfx_unit_run_charge_4|RSX.sfx_neutral_hailstonehowler_attack_swing|RSX.sfx_neutral_hailstonehowler_hit|RSX.sfx_neutral_hailstonehowler_attack_impact|RSX.sfx_neutral_hailstonehowler_death	FX.Cards.Neutral.Mechaz0rChassis
Cards.Boss.Boss6Sword	boss_battles.boss_6_part3_name	4	2	0	Factions.Boss	null	null	false	null	bossDecepticleSwordBreathing|bossDecepticleSwordIdle|bossDecepticleSwordRun|bossDecepticleSwordAttack|bossDecepticleSwordHit|bossDecepticleSwordDeath	RSX.sfx_unit_deploy_3|RSX.sfx_unit_run_charge_4|RSX.sfx_neutral_swordmechaz0r_attack_swing|RSX.sfx_neutral_swordmechaz0r_hit|RSX.sfx_neutral_swordmechaz0r_attack_impact|RSX.sfx_neutral_swordmechaz0r_death	FX.Cards.Neutral.Mechaz0rSword
Cards.Boss.Boss6Helm	boss_battles.boss_6_part4_name	3	3	0	Factions.Boss	null	null	false	null	bossDecepticleHelmBreathing|bossDecepticleHelmIdle|bossDecepticleHelmRun|bossDecepticleHelmAttack|bossDecepticleHelmHit|bossDecepticleHelmDeath	RSX.sfx_unit_deploy|RSX.sfx_unit_run_charge_4|RSX.sfx_neutral_sunseer_attack_swing|RSX.sfx_neutral_sunseer_hit|RSX.sfx_neutral_sunseer_attack_impact|RSX.sfx_neutral_sunseer_death	FX.Cards.Neutral.Mechaz0rHelm
Cards.Boss.Boss6Prime	boss_battles.boss_6_prime_name	4	16	0	Factions.Boss	null	null	true	null	bossDecepticlePrimeBreathing|bossDecepticlePrimeIdle|bossDecepticlePrimeRun|bossDecepticlePrimeAttack|bossDecepticlePrimeHit|bossDecepticlePrimeDeath	RSX.sfx_summonlegendary|RSX.sfx_neutral_ladylocke_attack_impact|RSX.sfx_neutral_wingsofparadise_attack_swing|RSX.sfx_f1_oserix_hit|RSX.sfx_f1_oserix_attack_impact|RSX.sfx_neutral_sunelemental_attack_swing	FX.Cards.Neutral.AlterRexx
Cards.Boss.Boss7	boss_battles.boss_7_name	2	20	0	Factions.Boss	null	null	true	null	f1CaliberOBreathing|f1CaliberOIdle|f1CaliberORun|f1CaliberOAttack|f1CaliberODamage|f1CaliberODeath	RSX.sfx_summonlegendary|RSX.sfx_unit_physical_4|RSX.sfx_f6_draugarlord_attack_swing|RSX.sfx_f6_draugarlord_hit|RSX.sfx_neutral_chaoselemental_attack_impact|RSX.sfx_spell_darkfiresacrifice	FX.Cards.Faction1.CaliberO
Cards.Boss.Boss8	boss_battles.boss_8_name	2	15	0	Factions.Boss	null	null	true	null	neutralMysteryBreathing|neutralMysteryIdle|neutralMysteryRun|neutralMysteryAttack|neutralMysteryHit|neutralMysteryDeath	RSX.sfx_unit_deploy|RSX.sfx_singe2|RSX.sfx_f4_engulfingshadow_attack_swing|RSX.sfx_f4_engulfingshadow_attack_impact|RSX.sfx_f4_engulfingshadow_hit|RSX.sfx_f6_icebeetle_death	FX.Cards.Neutral.NightWatcher
Cards.Boss.Boss9	boss_battles.boss_9_name	3	30	0	Factions.Boss	null	null	true	null	bossWujinBreathing|bossWujinIdle|bossWujinRun|bossWujinAttack|bossWujinHit|bossWujinDeath	RSX.sfx_summonlegendary|RSX.sfx_f1_oserix_death|RSX.sfx_neutral_firestarter_attack_swing|RSX.sfx_neutral_silitharveteran_hit|RSX.sfx_neutral_prophetofthewhite_death|RSX.sfx_neutral_daggerkiri_death	FX.Cards.Neutral.EXun
Cards.Boss.Boss9Clone	boss_battles.boss_9_clone_name	1	5	0	Factions.Boss	null	null	false	null	bossWujinBreathing|bossWujinIdle|bossWujinRun|bossWujinAttack|bossWujinHit|bossWujinDeath	RSX.sfx_summonlegendary|RSX.sfx_f1_oserix_death|RSX.sfx_neutral_firestarter_attack_swing|RSX.sfx_neutral_silitharveteran_hit|RSX.sfx_neutral_prophetofthewhite_death|RSX.sfx_neutral_daggerkiri_death	FX.Cards.Neutral.EXun
Cards.Boss.Boss10	boss_battles.boss_10_name	3	35	0	Factions.Boss	null	null	true	null	bossSolfistBreathing|bossSolfistIdle|bossSolfistRun|bossSolfistAttack|bossSolfistHit|bossSolfistDeath	RSX.sfx_spell_immolation_b|RSX.sfx_unit_run_charge_4|RSX.sfx_f1ironcliffeguardian_attack_swing|RSX.sfx_f1ironcliffeguardian_hit|RSX.sfx_f1ironcliffeguardian_attack_impact|RSX.sfx_f1ironcliffeguardian_death	FX.Cards.Neutral.WarTalon
Cards.Boss.Boss11	boss_battles.boss_11_name	3	60	0	Factions.Boss	null	Races.Golem	true	null	bossEMPBreathing|bossEMPIdle|bossEMPRun|bossEMPAttack|bossEMPHit|bossEMPDeath	RSX.sfx_spell_immolation_b|RSX.sfx_unit_run_charge_4|RSX.sfx_f1ironcliffeguardian_attack_swing|RSX.sfx_f1ironcliffeguardian_hit|RSX.sfx_f1ironcliffeguardian_attack_impact|RSX.sfx_f1ironcliffeguardian_death	FX.Cards.Neutral.EMP
Cards.Boss.Boss12	boss_battles.boss_12_name	0	35	0	Factions.Boss	null	null	true	null	bossOriasBreathing|bossOriasIdle|bossOriasRun|bossOriasAttack|bossOriasHit|bossOriasDeath	RSX.sfx_summonlegendary|RSX.sfx_singe2|RSX.sfx_neutral_archonspellbinder_attack_swing|RSX.sfx_neutral_archonspellbinder_hit|RSX.sfx_neutral_archonspellbinder_attack_impact|RSX.sfx_neutral_archonspellbinder_death	FX.Cards.Neutral.ArchonSpellbinder
Cards.Boss.Boss12Idol	boss_battles.boss_12_idol_name	0	6	0	Factions.Boss	null	Races.Structure	false	null	bossOriasIdolBreathing|bossOriasIdolIdle|bossOriasIdolIdle|bossOriasIdolAttack|bossOriasIdolHit|bossOriasIdolDeath	RSX.sfx_spell_divinebond|RSX.sfx_singe2|RSX.sfx_neutral_spiritscribe_attack_swing|RSX.sfx_neutral_spiritscribe_hit|RSX.sfx_neutral_spiritscribe_impact|RSX.sfx_neutral_golembloodshard_death	FX.Cards.Neutral.Bastion
Cards.Boss.Boss13	boss_battles.boss_13_name	2	30	0	Factions.Boss	null	null	true	null	bossMalykBreathing|bossMalykIdle|bossMalykRun|bossMalykAttack|bossMalykHit|bossMalykDeath	RSX.sfx_unit_deploy|RSX.sfx_singe2|RSX.sfx_neutral_grimrock_attack_swing|RSX.sfx_neutral_grimrock_hit|RSX.sfx_neutral_grimrock_attack_impact|RSX.sfx_neutral_grimrock_death	FX.Cards.Neutral.TheHighHand
Cards.Boss.Boss14	boss_battles.boss_14_name	6	60	0	Factions.Boss	null	null	true	null	bossManaManBreathing|bossManaManIdle|bossManaManRun|bossManaManAttack|bossManaManDamage|bossManaManDeath	RSX.sfx_ui_booster_packexplode|RSX.sfx_singe2|RSX.sfx_f4_blacksolus_attack_swing|RSX.sfx_f4_blacksolus_hit|RSX.sfx_f4_blacksolus_attack_impact|RSX.sfx_f4_blacksolus_death	FX.Cards.Faction4.BlackSolus
Cards.Boss.Boss15	boss_battles.boss_15_name	3	30	0	Factions.Boss	null	null	true	null	bossParagonBreathing|bossParagonIdle|bossParagonRun|bossParagonAttack|bossParagonHit|bossParagonDeath	RSX.sfx_ui_booster_packexplode|RSX.sfx_unit_run_charge_4|RSX.sfx_neutral_hailstonehowler_attack_swing|RSX.sfx_neutral_hailstonehowler_hit|RSX.sfx_neutral_hailstonehowler_attack_impact|RSX.sfx_neutral_hailstonehowler_death	FX.Cards.Neutral.EXun
Cards.Boss.Boss16	boss_battles.boss_16_name	2	30	0	Factions.Boss	null	null	true	null	bossVampireBreathing|bossVampireIdle|bossVampireRun|bossVampireAttack|bossVampireHit|bossVampireDeath	RSX.sfx_neutral_prophetofthewhite_hit|RSX.sfx_neutral_firestarter_impact|RSX.sfx_neutral_firestarter_attack_swing|RSX.sfx_neutral_firestarter_hit|RSX.sfx_neutral_alcuinloremaster_death	FX.Cards.Neutral.Chakkram
Cards.Boss.Boss17	boss_battles.boss_17_name	2	30	0	Factions.Boss	null	null	true	null	bossKronBreathing|bossKronIdle|bossKronRun|bossKronAttack|bossKronHit|bossKronDeath	RSX.sfx_summonlegendary|RSX.sfx_neutral_windstopper_attack_impact|RSX.sfx_neutral_crossbones_attack_swing|RSX.sfx_neutral_mirkblooddevourer_hit|RSX.sfx_neutral_mirkblooddevourer_attack_impact|RSX.sfx_neutral_mirkblooddevourer_death	FX.Cards.Neutral.WhiteWidow
Cards.Boss.Boss18	boss_battles.boss_18_name	4	40	0	Factions.Boss	null	null	true	null	bossSerpentiBreathing|bossSerpentiIdle|bossSerpentiRun|bossSerpentiAttack|bossSerpentiHit|bossSerpentiDeath	RSX.sfx_unit_deploy|RSX.sfx_singe2|RSX.sfx_neutral_serpenti_attack_swing|RSX.sfx_neutral_serpenti_hit|RSX.sfx_neutral_serpenti_attack_impact|RSX.sfx_neutral_serpenti_death	FX.Cards.Neutral.Serpenti
Cards.Boss.Boss19	boss_battles.boss_19_name	1	40	0	Factions.Boss	null	null	true	null	bossWraithBreathing|bossWraithIdle|bossWraithRun|bossWraithAttack|bossWraithHit|bossWraithDeath	RSX.sfx_f4_blacksolus_attack_swing|RSX.sfx_spell_icepillar_melt|RSX.sfx_f6_waterelemental_death|RSX.sfx_f1windbladecommander_hit|RSX.sfx_f2_celestialphantom_attack_impact|RSX.sfx_f1elyxstormblade_death	FX.Cards.Faction4.ArcaneDevourer
Cards.Boss.Boss20	boss_battles.boss_20_name	2	35	0	Factions.Boss	null	null	true	null	bossSkyfallTyrantBreathing|bossSkyfallTyrantIdle|bossSkyfallTyrantRun|bossSkyfallTyrantAttack|bossSkyfallTyrantHit|bossSkyfallTyrantDeath	RSX.sfx_unit_deploy_2|RSX.sfx_singe2|RSX.sfx_spell_blindscorch|RSX.sfx_f2_jadeogre_hit|RSX.sfx_f2lanternfox_attack_impact|RSX.sfx_f6_draugarlord_death	FX.Cards.Neutral.FlameWing
Cards.Boss.Boss21	boss_battles.boss_21_name	2	35	0	Factions.Boss	null	null	true	null	bossCinderaBreathing|bossCinderaIdle|bossCinderaRun|bossCinderaAttack|bossCinderaHit|bossCinderaDeath	RSX.sfx_f4_blacksolus_attack_swing|RSX.sfx_singe2|RSX.sfx_f3_aymarahealer_attack_swing|RSX.sfx_f3_aymarahealer_hit|RSX.sfx_f3_aymarahealer_impact|RSX.sfx_f3_aymarahealer_death	FX.Cards.Faction4.AbyssalCrawler
Cards.Boss.Boss22	boss_battles.boss_22_name	3	30	0	Factions.Boss	null	null	true	null	bossCrystalBreathing|bossCrystalIdle|bossCrystalRun|bossCrystalAttack|bossCrystalDamage|bossCrystalDeath	RSX.sfx_spell_immolation_b|RSX.sfx_unit_run_charge_4|RSX.sfx_f2stormkage_attack_swing|RSX.sfx_f2stormkage_hit|RSX.sfx_f2stormkage_attack_impact|RSX.sfx_f2stormkage_death	FX.Cards.Faction1.ArclyteSentinel
Cards.Boss.Boss23	boss_battles.boss_23_name	1	30	0	Factions.Boss	null	null	true	null	bossAntiswarmBreathing|bossAntiswarmIdle|bossAntiswarmRun|bossAntiswarmAttack|bossAntiswarmHit|bossAntiswarmDeath	RSX.sfx_screenshake|RSX.sfx_singe2|RSX.sfx_neutral_primordialgazer_attack_swing|RSX.sfx_neutral_primordialgazer_hit|RSX.sfx_neutral_primordialgazer_attack_impact|RSX.sfx_neutral_primordialgazer_death	FX.Cards.Faction5.PrimordialGazer
Cards.Boss.Boss24	boss_battles.boss_24_name	1	25	0	Factions.Boss	null	null	true	null	bossSkurgeBreathing|bossSkurgeIdle|bossSkurgeRun|bossSkurgeAttack|bossSkurgeHit|bossSkurgeDeath	RSX.sfx_ui_booster_packexplode|RSX.sfx_singe2|RSX.sfx_neutral_swornavenger_attack_swing|RSX.sfx_neutral_swornavenger_hit|RSX.sfx_neutral_swornavenger_attack_impact|RSX.sfx_neutral_swornavenger_death	FX.Cards.Neutral.SwornAvenger
Cards.Boss.Boss24Valiant	boss_battles.boss_24_valiant_name	4	15	0	Factions.Boss	null	null	false	null	bossValiantBreathing|bossValiantIdle|bossValiantRun|bossValiantAttack|bossValiantHit|bossValiantDeath	RSX.sfx_ui_booster_packexplode|RSX.sfx_singe2|RSX.sfx_neutral_sunseer_attack_swing|RSX.sfx_neutral_sunseer_hit|RSX.sfx_neutral_sunseer_attack_impact|RSX.sfx_neutral_sunseer_death	FX.Cards.Neutral.SwornDefender
Cards.Boss.Boss25	boss_battles.boss_25_name	3	30	0	Factions.Boss	null	null	true	null	bossShadowLordBreathing|bossShadowLordIdle|bossShadowLordRun|bossShadowLordAttack|bossShadowLordHit|bossShadowLordDeath	RSX.sfx_summonlegendary|RSX.sfx_unit_run_magical_4|RSX.sfx_f2_celestialphantom_attack_swing|RSX.sfx_neutral_monsterdreamoracle_hit|RSX.sfx_neutral_monsterdreamoracle_attack_impact|RSX.sfx_neutral_monsterdreamoracle_death	FX.Cards.Neutral.QuartermasterGauj
Cards.Boss.Boss26	boss_battles.boss_26_name	2	40	0	Factions.Boss	null	null	true	null	bossGolBreathing|bossGolIdle|bossGolRun|bossGolAttack|bossGolHit|bossGolDeath	RSX.sfx_summonlegendary|RSX.sfx_neutral_rook_hit|RSX.sfx_neutral_khymera_attack_swing|RSX.sfx_neutral_khymera_hit|RSX.sfx_neutral_khymera_impact|RSX.sfx_neutral_khymera_death	FX.Cards.Neutral.BloodTaura
Cards.Boss.Boss26Companion	boss_battles.boss_26_zane_name	3	20	0	Factions.Boss	null	null	false	ModifierBattlePet	bossKaneBreathing|bossKaneIdle|bossKaneRun|bossKaneAttack|bossKaneHit|bossKaneDeath	RSX.sfx_spell_immolation_b|RSX.sfx_neutral_arcanelimiter_attack_impact|RSX.sfx_neutral_rook_attack_swing|RSX.sfx_f2_kaidoassassin_hit|RSX.sfx_neutral_rook_attack_impact|RSX.sfx_neutral_windstopper_death	FX.Cards.Faction1.RadiantDragoon
