id	name	cost	faction_id	rarity_id	spell_class	spell_filter_type	can_target_general	damage_amount	heal_amount	radius	target_modifiers	fx_resource	sprite_resource	sound_resource	description
Cards.Spell.DivinestBonderest	Divine Liturgy	6	Factions.Faction1	Rarity.Rare	SpellBuffAttributeByOtherAttribute	SpellFilterType.AllyIndirect				CONFIG.WHOLE_BOARD_RADIUS		FX.Cards.Spell.DivineLiturgy	idle:RSX.iconDivinestBondIdle.name|active:RSX.iconDivinestBondActive.name	apply:RSX.sfx_f6_voiceofthewind_attack_impact.audio	Give all friendly minions +Attack equal to their Health.
Cards.Spell.Resilience	Lifestream	1	Factions.Faction1	Rarity.Common	SpellResilience	SpellFilterType.AllyDirect	false					FX.Cards.Spell.Lifestream	idle:RSX.iconLifestreamIdle.name|active:RSX.iconLifestreamActive.name	apply:RSX.sfx_spell_fountainofyouth.audio	Fully heal a friendly minion, then draw a copy of it from your deck.
Cards.Spell.Rally	Marching Orders	2	Factions.Faction1	Rarity.Rare	SpellRally	SpellFilterType.None	false					FX.Cards.Spell.MarchingOrders	idle:RSX.iconRallyIdle.name|active:RSX.iconRallyActive.name	apply:RSX.sfx_spell_forcebarrier.audio	Give friendly minions directly in front of and behind your General +2/+2.  If they have Zeal, they cannot be targeted by enemy spells.
Cards.Spell.ChargeIntoBattle	Lionize	5	Factions.Faction1	Rarity.Epic	SpellChargeIntoBattle	SpellFilterType.AllyDirect	false					FX.Cards.Spell.Lionize	idle:RSX.iconChargeIntoBattleIdle.name|active:RSX.iconChargeIntoBattleActive.name	apply:RSX.sfx_neutral_arakiheadhunter_attack_swing.audio	Give Celerity to a friendly minion directly behind your General.
Cards.Spell.OnceMoreWithProvoke	Amaranthine Vow	9	Factions.Faction1	Rarity.Legendary	SpellOnceMoreWithProvoke							FX.Cards.Spell.AmaranthineVow	idle:RSX.iconOnceMoreIdle.name|active:RSX.iconOnceMoreActive.name	apply:RSX.sfx_spell_sunbloom.audio	Summon around your General all friendly minions with Provoke that died this game.
Cards.Spell.DejaVu	Meditate	0	Factions.Faction2	Rarity.Rare	SpellDejaVu	SpellFilterType.NeutralIndirect						FX.Cards.Spell.Meditate	idle:RSX.iconDejaVuIdle.name|active:RSX.iconDejaVuActive.name	apply:RSX.sfx_spell_fountainofyouth.audio	Shuffle five copies of the spell you cast most recently into your deck (excluding Meditate).
Cards.Spell.Kindle	Knucklestorm	1	Factions.Faction2	Rarity.Common	SpellIntensifyDealDamage	SpellFilterType.EnemyDirect	true	1				FX.Cards.Spell.Knucklestorm	idle:RSX.iconKindleIdle.name|active:RSX.iconKindleActive.name	apply:RSX.sfx_neutral_bluetipscorpion_attack_impact.audio	Intensify: Deal 1 damage to an enemy.
Cards.Spell.HollowVortex	Kensho Vortex	11	Factions.Faction2	Rarity.Legendary	SpellApplyPlayerModifiers	SpellFilterType.None						FX.Cards.Spell.KenshoVortex	idle:RSX.iconHollowVortexIdle.name|active:RSX.iconHollowVortexActive.name	apply:RSX.sfx_spell_scionsfirstwish.audio	Costs 1 less for each spell you cast this game. Whenever you cast a spell this turn, summon a minion that costs up to 2 more nearby your General.
Cards.Spell.PandaJail	Pandatentiary	3	Factions.Faction2	Rarity.Epic	SpellPandaJail	SpellFilterType.None						FX.Cards.Spell.Pandatentiary	idle:RSX.iconPandaJailIdle.name|active:RSX.iconPandaJailActive.name	apply:RSX.sfx_spell_onyxbearseal.audio	Surround the enemy General with friendly Panddo that disappear at the start of your next turn.
Cards.Spell.GreaterPhoenixFire	Phoenix Barrage	5	Factions.Faction2	Rarity.Common	SpellDamageAndPutCardInHand	SpellFilterType.NeutralDirect	true	3				FX.Cards.Spell.PhoenixBarrage	idle:RSX.iconPhoenixBarrageIdle.name|active:RSX.iconPhoenixBarrageActive.name	apply:RSX.sfx_spell_phoenixfire.audio	Deal 3 damage to anything.\nPut a Phoenix Fire into your action bar.
Cards.Spell.BootyProjection	Second Self	2	Factions.Faction2	Rarity.Rare	SpellCopyMinionToHand	SpellFilterType.AllyDirect	false					FX.Cards.Spell.SecondSelf	idle:RSX.iconProjectionIdle.name|active:RSX.iconProjectionActive.name	apply:RSX.sfx_spell_drainmorale.audio	Put an EXACT copy of a friendly minion into your action bar.
Cards.Spell.IncreasingWinds	Accumulonimbus	5	Factions.Faction3	Rarity.Common	SpellIntensifySpawnEntitiesNearGeneral	SpellFilterType.None						FX.Cards.Spell.Accumulonimbus	idle:RSX.iconIncreasingWindsIdle.name|active:RSX.iconIncreasingWindsActive.name	apply:RSX.sfx_spell_entropicdecay.audio	Intensify: Summon 2 Wind Dervishes nearby your General.
Cards.Spell.GoneWithTheWind	Wither	3	Factions.Faction3	Rarity.Rare	SpellApplyModifiers	SpellFilterType.EnemyDirect	false					FX.Cards.Spell.Wither	idle:RSX.iconGoneWithTheWindIdle.name|active:RSX.iconGoneWithTheWindActive.name	apply:RSX.sfx_f6_icebeetle_death.audio	An enemy minion disappears at the start of your next turn.
Cards.Spell.SummoningStones	Circle of Fabrication	9	Factions.Faction3	Rarity.Legendary	SpellSummoningStones	SpellFilterType.None						FX.Cards.Spell.CircleOfFabrication	idle:RSX.iconSummoningStonesIdle.name|active:RSX.iconSummoningStonesActive.name	apply:RSX.sfx_spell_manavortex.audio	Summon one of each Obelysk from your deck on random spaces.
Cards.Spell.GrabAThing	Planar Foundry	1	Factions.Faction3	Rarity.Common	SpellDrawArtifact	SpellFilterType.None						FX.Cards.Spell.PlanarFoundry	idle:RSX.iconGabArtifactIdle.name|active:RSX.iconGabArtifactActive.name	apply:RSX.sfx_spell_forcebarrier.audio	Draw an artifact from your deck.
Cards.Spell.ThoughtExchange	Synaptic Arbitrage	4	Factions.Faction3	Rarity.Epic	SpellThoughtExchange	SpellFilterType.AllyDirect	false					FX.Cards.Spell.SynapticArbitrage	idle:RSX.iconThoughtExchangeIdle.name|active:RSX.iconThoughtExchangeActive.name	apply:RSX.sfx_spell_icepillar.audio	Give your opponent a minion to take control of nearby enemy minions with less Attack.
Cards.Spell.Metalworking	Metalmeld	2	Factions.Faction3	Rarity.Rare	SpellMetalworking	SpellFilterType.None						FX.Cards.Spell.Metalmeld	idle:RSX.iconMetalmeldIdle.name|active:RSX.iconMetalmeldActive.name	apply:RSX.sfx_spell_darktransformation.audio	Equip a friendly artifact that was destroyed this game.
Cards.Spell.ShadowBlossom	Painful Pluck	1	Factions.Faction4	Rarity.Common	SpellIntensifyShadowBlossom	SpellFilterType.None						FX.Cards.Spell.PainfulPluck	idle:RSX.iconShadowBlossomIdle.name|active:RSX.iconShadowBlossomActive.name	apply:RSX.sfx_spell_disintegrate.audio	Intensify: Turn 1 random space into Shadow Creep, prioritizing spaces under enemy minions.
Cards.Spell.Triggered	Yielding Depths	2	Factions.Faction4	Rarity.Rare	SpellDrawCardsIfHaveFriendlyTiles	SpellFilterType.None						FX.Cards.Spell.YieldingDepths	idle:RSX.iconPerilousFootingIdle.name|active:RSX.iconPerilousFootingActive.name	apply:RSX.sfx_spell_immolation_a.audio	If you have three or more Shadow Creep, draw 2 cards.
Cards.Spell.GateToDudesHouse	Unfathomable Rite	6	Factions.Faction4	Rarity.Epic	SpellFillHandFromOpponentsDeck							FX.Cards.Spell.UnfathomableRite	idle:RSX.iconGateOthervaultIdle.name|active:RSX.iconGateOthervaultActive.name	apply:RSX.sfx_spell_manavortex.audio	Draw cards from your opponent
Cards.Spell.TickleTendril	Munch	3	Factions.Faction4	Rarity.Rare	SpellTickleTendril	SpellFilterType.EnemyDirect	false					FX.Cards.Spell.Munch	idle:RSX.iconMunchIdle.name|active:RSX.iconMunchActive.name	apply:RSX.sfx_spell_voidpulse02.audio	Steal Health from an enemy minion for each friendly Shadow Creep (but not more than its Health).
Cards.Spell.TwoForMe	Demonic Conversion	1	Factions.Faction4	Rarity.Common	SpellTwoForMe	SpellFilterType.None						FX.Cards.Spell.DemonicConversion	idle:RSX.iconDarkPersuasionIdle.name|active:RSX.iconDarkPersuasionActive.name	apply:RSX.sfx_spell_voidpulse02.audio	Draw a minion from your opponent\
Cards.Spell.EvilXerox	Unleash the Evil	8	Factions.Faction4	Rarity.Legendary	SpellEvilXerox	SpellFilterType.SpawnSource						FX.Cards.Spell.UnleashTheEvil	idle:RSX.iconEvilXeroxIdle.name|active:RSX.iconEvilXeroxActive.name	apply:RSX.sfx_spell_flashreincarnation.audio	Summon a copy of the minion your opponent most recently summoned from their action bar. It gains Rush and Flying.
Cards.Spell.IncreasingHeal	Invigoration	2	Factions.Faction5	Rarity.Common	SpellIntensifyHealMyGeneral	SpellFilterType.None			3			FX.Cards.Spell.Invigoration	idle:RSX.iconIncreasingHealthIdle.name|active:RSX.iconIncreasingHealthActive.name	apply:RSX.sfx_spell_lionheartblessing.audio	Intensify: Restore 3 Health to your General.
Cards.Spell.Spaghettify	Deep Impact	2	Factions.Faction5	Rarity.Rare	SpellDamageNotKillMinion	SpellFilterType.NeutralDirect	false					FX.Cards.Spell.DeepImpact	idle:RSX.iconMeteorIdle.name|active:RSX.iconMeteorActive.name	apply:RSX.sfx_spell_disintegrate.audio	Deal damage to a minion to reduce its Health to 1.
Cards.Spell.BigTime	Gargantuan Growth	4	Factions.Faction5	Rarity.Rare	SpellApplyModifiers	SpellFilterType.NeutralDirect	false				ModifierForcefield([ModifierForcefield.createContextObject()	FX.Cards.Spell.GargantuanGrowth	idle:RSX.iconBigTimeIdle.name|active:RSX.iconBigTimeActive.name	apply:RSX.sfx_spell_fractalreplication.audio	Give a minion, \
Cards.Spell.Reggplicate	Mitotic Induction	2	Factions.Faction5	Rarity.Epic	SpellReggplicate	SpellFilterType.SpawnSource						FX.Cards.Spell.MitoticInduction	idle:RSX.iconReggsplicateIdle.name|active:RSX.iconReggsplicateActive.name	apply:RSX.sfx_spell_disintegrate.audio	Summon an Egg of the minion most recently summoned from your action bar.
Cards.Spell.MarchOfTheBrontos	Extinction Event	8	Factions.Faction5	Rarity.Legendary	SpellMarchOfTheBrontos	SpellFilterType.NeutralIndirect				CONFIG.WHOLE_BOARD_RADIUS		FX.Cards.Spell.ExtinctionEvent	idle:RSX.iconMarchBrontodonIdle.name|active:RSX.iconMarchBrontodonActive.name	apply:RSX.sfx_spell_darktransformation.audio	Each of your Eggs hatches into a Katastrophosaurus.
Cards.Spell.YellRealLoud	Bellow	3	Factions.Faction5	Rarity.Common	SpellYellRealLoud	SpellFilterType.AllyDirect						FX.Cards.Spell.Bellow	idle:RSX.iconYellLoudIdle.name|active:RSX.iconYellLoudActive.name	apply:RSX.sfx_neutral_windstopper_attack_impact.audio	Give a friendly minion +3 Attack.\nStun enemy minions around it.
Cards.Spell.SnowballBBS	Lesser Waterball	1	Factions.Faction6	Rarity.Fixed	SpellDamage	SpellFilterType.EnemyDirect	false	4				FX.Cards.Spell.LesserWaterball	idle:RSX.iconWaterballIdle.name|active:RSX.iconWaterballActive.name	apply:RSX.sfx_spell_icepillar.audio	Deal 4 damage to an enemy minion.
Cards.Spell.EnterThunderdome	Ice Age	8	Factions.Faction6	Rarity.Legendary	SpellSpawnEntitiesOnEdgeSpaces	SpellFilterType.None						FX.Cards.Spell.IceAge	idle:RSX.iconEnterIcedomeIdle.name|active:RSX.iconEnterIcedomeActive.name	apply:RSX.sfx_spell_ghostlightning.audio	Summon Blazing Spines along the outside of the battlefield.
Cards.Spell.IceCapsule	Cryonic Potential	3	Factions.Faction6	Rarity.Common	SpellApplyModifiersToExhaustedMinion	SpellFilterType.AllyDirect	false					FX.Cards.Spell.CryonicPotential	idle:RSX.iconIceCapsuleIdle.name|active:RSX.iconIceCapsuleActive.name	apply:RSX.sfx_spell_icepillar.audio	Give an exhausted friendly minion +6/+6.
Cards.Spell.OwnSideTeleport	Wanderlust	1	Factions.Faction6	Rarity.Common	SpellIntensifyTeleportOwnSide	SpellFilterType.None							idle:RSX.iconIceHooksIdle.name|active:RSX.iconIceHooksActive.name	apply:RSX.sfx_spell_tranquility.audio	Intensify: Teleport 1 random enemy minion to a space on your starting side of the battlefield.
Cards.Spell.InfiniteHowlers	Endless Hunt	4	Factions.Faction6	Rarity.Rare	SpellInfiniteHowlers	SpellFilterType.SpawnSource						FX.Cards.Spell.EndlessHunt	idle:RSX.iconInfiniteHowlersIdle.name|active:RSX.iconInfiniteHowlersActive.name	apply:RSX.sfx_spell_entropicdecay.audio	Summon a 3/3 Vespyr Night Howler.\nPut an Endless Hunt into your action bar.
Cards.Spell.AspectOfIdentity	Aspect of Ego	1	Factions.Faction6	Rarity.Rare	SpellTransformSameManaCost	SpellFilterType.NeutralDirect	false					FX.Cards.Spell.AspectOfEgo	idle:RSX.iconAspectIdentityIdle.name|active:RSX.iconAspectIdentityActive.name	apply:RSX.sfx_neutral_crossbones_hit.audio	Transform ANY minion into a random minion of the same cost.
Cards.Spell.CreepingFrost	Permafrost	3	Factions.Faction6	Rarity.Epic	SpellCreepingFrost	SpellFilterType.EnemyDirect	false					FX.Cards.Spell.Permafrost	idle:RSX.iconPermaFrostIdle.name|active:RSX.iconPermaFrostActive.name	apply:RSX.sfx_neutral_windstopper_attack_impact.audio	Stun an enemy minion.\nStunned enemy minions Stun a nearby enemy.
Cards.Spell.BrilliantPlume	Brilliant Plume	0	Factions.Neutral	Rarity.TokenUnit	SpellHealYourGeneral	SpellFilterType.AllyIndirect	true		1	CONFIG.WHOLE_BOARD_RADIUS		FX.Cards.Spell.BrilliantPlume	idle:RSX.iconBrilliantPlumeIdle.name|active:RSX.iconBrilliantPlumeActive.name	apply:RSX.sfx_spell_forcebarrier.audio	Restore 1 Health to your General.\nDraw a card.
Cards.Spell.Congregation	cards.faction_1_spell_empyreal_congregation_name	3	Factions.Faction1	Rarity.Epic	SpellApplyModifiers	SpellFilterType.AllyIndirect						FX.Cards.Spell.Congregation	idle:RSX.iconEmpyrealCongregationIdle.name|active:RSX.iconEmpyrealCongregationActive.name	apply:RSX.sfx_spell_kineticequilibrium.audio	cards.faction_1_spell_empyreal_congregation_desc
Cards.Spell.Sanctify	cards.faction_1_spell_sanctify_name	1	Factions.Faction1	Rarity.Common	SpellApplyModifiersSummonTile	SpellFilterType.AllyDirect						FX.Cards.Spell.Sanctify	idle:RSX.iconSanctifyIdle.name|active:RSX.iconSanctifyActive.name	apply:RSX.sfx_spell_sunbloom.audio	cards.faction_1_spell_sanctify_desc
Cards.Spell.ChanneledBreath	cards.faction_1_spell_channeled_breath_name	2	Factions.Faction1	Rarity.Common	SpellHealGeneralForEachFriendlyMinion	SpellFilterType.None						FX.Cards.Spell.ChanneledBreath	idle:RSX.iconChanneledBreathIdle.name|active:RSX.iconChanneledBreathActive.name	apply:RSX.sfx_spell_lionheartblessing.audio	cards.faction_1_spell_channeled_breath_desc
Cards.Spell.AperionsClaim	cards.faction_1_spell_aperions_claim_name	7	Factions.Faction1	Rarity.Legendary	SpellWrathOfGod	SpellFilterType.None						FX.Cards.Spell.AperionsClaim	idle:RSX.iconGreaterGoodIdle.name|active:RSX.iconGreaterGoodActive.name	apply:RSX.sfx_spell_voidpulse.audio	cards.faction_1_spell_aperions_claim_desc
Cards.Spell.ValeAscension	cards.faction_1_spell_vale_ascension_name	2	Factions.Faction1	Rarity.Epic	SpellSummonDeadMinionOnHallowedGround	SpellFilterType.None						FX.Cards.Spell.ValeAscension	idle:RSX.iconValeAscensionIdle.name|active:RSX.iconValeAscensionActive.name	apply:RSX.sfx_spell_entropicdecay.audio	cards.faction_1_spell_vale_ascension_desc
Cards.Spell.FortifiedAssault	cards.faction_1_spell_fortified_assault_name	1	Factions.Faction1	Rarity.Rare	SpellFortifiedAssault	SpellFilterType.EnemyDirect						FX.Cards.Spell.FortifiedAssault	idle:RSX.iconFortifiedAssaultIdle.name|active:RSX.iconFortifiedAssaultActive.name	apply:RSX.sfx_spell_truestrike.audio	cards.faction_1_spell_fortified_assault_desc
Cards.Spell.Gotatsu	cards.faction_2_spell_gotatsu_name	1	Factions.Faction2	Rarity.Common	SpellGotatsu	SpellFilterType.NeutralDirect	false	1				FX.Cards.Spell.Gotatsu	idle:RSX.iconGotatsuIdle.name|active:RSX.iconGotatsuActive.name	apply:RSX.sfx_spell_phoenixfire.audio	cards.faction_2_spell_gotatsu_desc
Cards.Spell.Flicker	cards.faction_2_spell_flicker_name	3	Factions.Faction2	Rarity.Epic	SpellTeleportGeneralBehindEnemy		true					FX.Cards.Spell.Flicker	idle:RSX.iconFlickerIdle.name|active:RSX.iconFlickerActive.name	apply:RSX.sfx_unit_run_magical_4.audio	cards.faction_2_spell_flicker_desc
Cards.Spell.TwilightReiki	cards.faction_2_spell_twilight_reiki_name	5	Factions.Faction2	Rarity.Legendary	SpellZodiacTriad							FX.Cards.Spell.TwilightReiki	idle:RSX.iconTwilightReikiIdle.name|active:RSX.iconTwilightReikiActive.name	apply:RSX.sfx_spell_immolation_a.audio	cards.faction_2_spell_twilight_reiki_desc
Cards.Spell.FirestormMantra	cards.faction_2_spell_firestorm_mantra_name	6	Factions.Faction2	Rarity.Epic	SpellFirestormOfAgony							FX.Cards.Spell.FirestormMantra	idle:RSX.iconFirestormMantraIdle.name|active:RSX.iconFirestormMantraActive.name	apply:RSX.sfx_spell_voidpulse02.audio	cards.faction_2_spell_firestorm_mantra_desc
Cards.Spell.SpiralCounter	cards.faction_2_spell_spiral_counter_name	1	Factions.Faction2	Rarity.Common	SpellSpiralCounter			8				FX.Cards.Spell.SpiralCounter	idle:RSX.iconSpiralCounterIdle.name|active:RSX.iconSpiralCounterActive.name	apply:RSX.sfx_spell_spiraltechnique.audio	cards.faction_2_spell_spiral_counter_desc
Cards.Spell.Bombard	cards.faction_2_spell_bombard_name	5	Factions.Faction2	Rarity.Rare	SpellRefreshFriendlyRanged	SpellFilterType.AllyIndirect						FX.Cards.Spell.Bombard	idle:RSX.iconBombardIdle.name|active:RSX.iconBombardActive.name	apply:RSX.sfx_spell_darktransformation.audio	cards.faction_2_spell_bombard_desc
Cards.Spell.AridUnmaking	cards.faction_3_spell_arid_unmaking_name	1	Factions.Faction3	Rarity.Common	SpellKillTargetSpawnEntity	SpellFilterType.AllyDirect						FX.Cards.Spell.AridUnmaking	idle:RSX.iconAridUnmakingIdle.name|active:RSX.iconAridUnmakingActive.name	apply:RSX.sfx_spell_entropicdecay.audio	cards.faction_3_spell_arid_unmaking_desc
Cards.Spell.CataclysmicFault	cards.faction_3_spell_cataclysmic_fault_name	6	Factions.Faction3	Rarity.Legendary	SpellSpawnTilesInCenterColumn	SpellFilterType.None						FX.Cards.Spell.CataclysmicFault	idle:RSX.iconCataclysmicFaultIdle.name|active:RSX.iconCataclysmicFaultActive.name	apply:RSX.sfx_f6_voiceofthewind_attack_impact.audio	cards.faction_3_spell_cataclysmic_fault_desc
Cards.Spell.Reassemble	cards.faction_3_spell_reassemble_name	2	Factions.Faction3	Rarity.Common	SpellBounceToActionbarApplyModifiers	SpellFilterType.AllyDirect						FX.Cards.Spell.Reassemble	idle:RSX.iconReassembleIdle.name|active:RSX.iconReassembleActive.name	apply:RSX.sfx_spell_icepillar.audio	cards.faction_3_spell_reassemble_desc
Cards.Spell.AzureSummoning	cards.faction_3_spell_azure_summoning_name	1	Factions.Faction3	Rarity.Epic	SpellApplyPlayerModifiers	SpellFilterType.None						FX.Cards.Spell.AzureSummoning	idle:RSX.iconAzureSummoningIdle.name|active:RSX.iconAzureSummoningActive.name	apply:RSX.sfx_spell_darkfiresacrifice.audio	cards.faction_3_spell_azure_summoning_desc
Cards.Spell.SuperiorMirage	cards.faction_3_spell_superior_mirage_name	5	Factions.Faction3	Rarity.Epic	SpellMirage	SpellFilterType.EnemyDirect						FX.Cards.Spell.SuperiorMirage	idle:RSX.iconSuperiorMirageIdle.name|active:RSX.iconSuperiorMirageActive.name	apply:RSX.sfx_spell_scionsfirstwish.audio	cards.faction_3_spell_superior_mirage_desc
Cards.Spell.DropLift	cards.faction_3_spell_droplift_name	1	Factions.Faction3	Rarity.Rare	SpellDropLift							FX.Cards.Spell.DropLift	idle:RSX.iconDropliftIdle.name|active:RSX.iconDropliftActive.name	apply:RSX.sfx_f6_voiceofthewind_attack_impact.audio	cards.faction_3_spell_droplift_desc
Cards.Spell.InklingSurge	cards.faction_4_spell_inkling_surge_name	1	Factions.Faction4	Rarity.Common	SpellInklingSurge	SpellFilterType.SpawnSource						FX.Cards.Spell.InklingSurge	idle:RSX.iconInklingSurgeIdle.name|active:RSX.iconInklingSurgeActive.name	apply:RSX.sfx_spell_entropicdecay.audio	cards.faction_4_spell_inkling_surge_desc
Cards.Spell.Shadowstalk	cards.faction_4_spell_shadowstalk_name	2	Factions.Faction4	Rarity.Rare	SpellShadows							FX.Cards.Spell.Shadowstalk	idle:RSX.iconShadowstalkIdle.name|active:RSX.iconShadowstalkActive.name	apply:RSX.sfx_spell_starsfury.audio	cards.faction_4_spell_shadowstalk_desc
Cards.Spell.Doom	cards.faction_4_spell_doom_name	9	Factions.Faction4	Rarity.Legendary	SpellApplyModifiersToGeneral	SpellFilterType.None						FX.Cards.Spell.Doom	idle:RSX.iconDoomIdle.name|active:RSX.iconDoomActive.name	apply:RSX.sfx_spell_flashreincarnation.audio	cards.faction_4_spell_doom_desc
Cards.Spell.CreepMeld	cards.faction_4_spell_nethermeld_name	1	Factions.Faction4	Rarity.Epic	SpellRequireUnoccupiedFriendlyCreep	SpellFilterType.NeutralDirect						FX.Cards.Spell.Nethermeld	idle:RSX.iconNethermeldIdle.name|active:RSX.iconNethermeldActive.name	apply:RSX.sfx_spell_naturalselection.audio	cards.faction_4_spell_nethermeld_desc
Cards.Spell.CreepingTendrils	cards.faction_4_spell_choking_tendrils_name	2	Factions.Faction4	Rarity.Common	SpellKillEnemyOnFriendlyCreep	SpellFilterType.EnemyDirect						FX.Cards.Spell.ChokingTendrils	idle:RSX.iconCreepingTendrilsIdle.name|active:RSX.iconCreepingTendrilsActive.name	apply:RSX.sfx_spell_icepillar.audio	cards.faction_4_spell_choking_tendrils_desc
Cards.Spell.CurseOfShadows	cards.faction_4_spell_corporeal_cadence_name	5	Factions.Faction4	Rarity.Epic	SpellCurseOfShadows	SpellFilterType.AllyDirect						FX.Cards.Spell.CorporealCadence	idle:RSX.iconCorporealCadenceIdle.name|active:RSX.iconCorporealCadenceActive.name	apply:RSX.sfx_spell_darkfiresacrifice.audio	cards.faction_4_spell_corporeal_cadence_desc
Cards.Spell.ToothAndTrial	cards.faction_5_spell_primal_ballast_name	2	Factions.Faction5	Rarity.Rare	SpellToothAndTrial		true					FX.Cards.Spell.PrimalBallast	idle:RSX.iconPrimalBallastIdle.name|active:RSX.iconPrimalBallastActive.name	apply:RSX.sfx_spell_blindscorch.audio	cards.faction_5_spell_primal_ballast_desc
Cards.Spell.VaathsBrutality	cards.faction_5_spell_vaaths_brutality_name	2	Factions.Faction5	Rarity.Common	SpellVaathsSpirit	SpellFilterType.EnemyDirect	false					FX.Cards.Spell.VaathsBrutality	idle:RSX.iconSpiritOfVaathIdle.name|active:RSX.iconSpiritOfVaathActive.name	apply:RSX.sfx_division_crest_outline_reveal.audio	cards.faction_5_spell_vaaths_brutality_desc
Cards.Spell.EndureTheBeastlands	cards.faction_5_spell_endure_the_beastlands_name	3	Factions.Faction5	Rarity.Epic	SpellSpawnEntity							FX.Cards.Spell.EndureTheBeastlands	idle:RSX.iconEndureTheBeastlandsIdle.name|active:RSX.iconEndureTheBeastlandsActive.name	apply:RSX.sfx_neutral_makantorwarbeast_attack_impact.audio	cards.faction_5_spell_endure_the_beastlands_desc
Cards.Spell.EvolutionaryApex	cards.faction_5_spell_evolutionary_apex_name	7	Factions.Faction5	Rarity.Legendary	SpellDinoParty							FX.Cards.Spell.EvolutionaryApex	idle:RSX.iconEvolutionaryApexIdle.name|active:RSX.iconEvolutionaryApexActive.name	apply:RSX.sfx_f2tank_attack_swing.audio	cards.faction_5_spell_evolutionary_apex_desc
Cards.Spell.VerdentFulmination	cards.faction_5_spell_verdant_fulmination_name	3	Factions.Faction5	Rarity.Epic	SpellMassMojo							FX.Cards.Spell.VerdentFulmination	idle:RSX.iconVerdentFulminationIdle.name|active:RSX.iconVerdentFulminationActive.name	apply:RSX.sfx_spell_scionsfirstwish.audio	cards.faction_5_spell_verdant_fulmination_desc
Cards.Spell.BloodRage	cards.faction_5_spell_blood_rage_name	4	Factions.Faction5	Rarity.Common	SpellBloodRage	SpellFilterType.AllyDirect						FX.Cards.Spell.BloodRage	idle:RSX.iconBloodrageIdle.name|active:RSX.iconBloodrageActive.name	apply:RSX.sfx_neutral_chaoselemental_attack_swing.audio	cards.faction_5_spell_blood_rage_desc
Cards.Spell.LuminousCharge	cards.faction_6_spell_luminous_charge_name	5	Factions.Faction6	Rarity.Rare	SpellSpawnEntity	SpellFilterType.SpawnSource						FX.Cards.Spell.LuminousCharge	idle:RSX.iconLuminousChargeIdle.name|active:RSX.iconLuminousChargeActive.name	apply:RSX.sfx_spell_kineticequilibrium.audio	cards.faction_6_spell_luminous_charge_desc
Cards.Spell.GlacialFissure	cards.faction_6_spell_glacial_fissure_name	3	Factions.Faction6	Rarity.Epic	SpellDamageCenterColumn	SpellFilterType.NeutralIndirect		8				FX.Cards.Spell.GlacialFissure	idle:RSX.iconGlacialFissureIdle.name|active:RSX.iconGlacialFissureActive.name	apply:RSX.sfx_spell_disintegrate.audio	cards.faction_6_spell_glacial_fissure_desc
Cards.Spell.VespyrianMight	cards.faction_6_spell_vespyrian_might_name	5	Factions.Faction6	Rarity.Common	SpellMightOfVespyr	SpellFilterType.NeutralDirect						FX.Cards.Spell.VespyrianMight	idle:RSX.iconVespyrMightIdle.name|active:RSX.iconVespyrMightActive.name	apply:RSX.sfx_neutral_firestarter_attack_swing.audio	cards.faction_6_spell_vespyrian_might_desc
Cards.Spell.FlawlessReflection	cards.faction_6_spell_flawless_reflection_name	7	Factions.Faction6	Rarity.Legendary	SpellIllusoryIce	SpellFilterType.NeutralDirect						FX.Spell.FireTornado|FX.Cards.Spell.FlawlessReflection	idle:RSX.iconFlaswlessReflectionIdle.name|active:RSX.iconFlaswlessReflectionActive.name	apply:RSX.sfx_spell_manavortex.audio	cards.faction_6_spell_flawless_reflection_desc
Cards.Spell.SnowPatrol	cards.faction_6_spell_icebreak_ambush_name	6	Factions.Faction6	Rarity.Epic	SpellAmbush							FX.Cards.Spell.SnowPatrol	idle:RSX.iconAmbushIdle.name|active:RSX.iconAmbushActive.name	apply:RSX.sfx_neutral_dancingblades_death.audio	cards.faction_6_spell_icebreak_ambush_desc
Cards.Spell.BlindingSnowstorm	cards.faction_6_spell_blinding_snowstorm_name	4	Factions.Faction6	Rarity.Common	SpellDamageAndApplyModifiers	SpellFilterType.EnemyIndirect	true	1		CONFIG.WHOLE_BOARD_RADIUS		FX.Cards.Spell.BlindingSnowstorm	idle:RSX.iconSnowstormIdle.name|active:RSX.iconSnowstormActive.name	apply:RSX.sfx_spell_kineticequilibrium.audio	cards.faction_6_spell_blinding_snowstorm_desc
Cards.Spell.IroncliffeHeart	cards.faction_1_spell_ironcliffe_heart_name	4	Factions.Faction1	Rarity.Epic	SpellAspectBase	SpellFilterType.AllyDirect						FX.Cards.Spell.IroncliffeHeart	idle:RSX.iconIroncliffeHeartIdle.name|active:RSX.iconIroncliffeHeartActive.name	apply:RSX.sfx_f1ironcliffeguardian_attack_swing.audio	cards.faction_1_spell_ironcliffe_heart_description
Cards.Spell.SkyBurial	cards.faction_1_spell_sky_burial_name	3	Factions.Faction1	Rarity.Rare	SpellSkyBurial	SpellFilterType.NeutralDirect						FX.Cards.Spell.SkyBurial	idle:RSX.iconSkyBurialIdle.name|active:RSX.iconSkyBurialActive.name	apply:RSX.sfx_neutral_swordmechaz0r_death.audio	cards.faction_1_spell_sky_burial_description
