namespace	key	value_en	has_params
cards	neutral_meltdown_name	Meltdown	false
cards	neutral_meltdown_desc	Blood Surge: Deal 6 damage to a random enemy.	false
cards	neutral_ghoulie_name	Ghoulie	false
cards	neutral_ghoulie_desc	This minion is from every tribe.	false
cards	neutral_grimes_name	Grimes	false
cards	neutral_grimes_desc	Opening Gambit and Dying Wish: Summon a random minion from any tribe nearby.	false
cards	neutral_loreweaver_name	Loreweaver	false
cards	neutral_loreweaver_desc	Whenever you draw a spell, put a copy of it into your action bar.	false
cards	neutral_celebrant_name	Celebrant	false
cards	neutral_celebrant_desc	Opening Gambit: Create a mana spring tile nearby.	false
cards	neutral_blue_conjurer_name	Blue Conjurer	false
cards	neutral_blue_conjurer_desc	Whenever you cast a spell, put a random Arcanyst into your action bar.	false
cards	neutral_emp_name	EMP	false
cards	neutral_emp_desc	Opening Gambit: Dispel ALL minions and Generals, and destroy ALL artifacts.	false
cards	neutral_boulder_breacher_name	Boulder Breacher	false
cards	neutral_boulder_breacher_desc	Bond: Enemies can't counterattack this turn.	false
cards	neutral_feralu_name	Feralu	false
cards	neutral_feralu_desc	Friendly minions from any tribe have +1/+1.	false
cards	neutral_trinity_wing_name	Trinity Wing	false
cards	neutral_trinity_wing_desc	Flying Bond: Put the three Teachings of the Dragon into your action bar.	false
cards	neutral_lesson_of_power_name	Lesson of Power	false
cards	neutral_lesson_of_power_desc	Deal 2 damage to anything.	false
cards	neutral_lesson_of_wisdom_name	Lesson of Wisdom	false
cards	neutral_lesson_of_wisdom_desc	Restore 3 Health to anything.	false
cards	neutral_lesson_of_courage_name	Lesson of Courage	false
cards	neutral_lesson_of_courage_desc	Give your General +1 Attack.	false
cards	neutral_carcynus_name	Carcynus	false
cards	neutral_wild_tahr_name	Wild Tahr	false
cards	neutral_wild_tahr_desc	Frenzy Whenever an enemy attacks, this minion gains +3 Attack until the end of your turn.	false
cards	neutral_razorcrag_golem_name	Razorcrag Golem	false
cards	neutral_komodo_hunter_name	Komodo Hunter	false
cards	neutral_komodo_hunter_desc	Opening Gambit: Your opponent summons two Komodo Chargers nearby their General.	false
cards	neutral_rokadoptera_name	Rokadoptera	false
cards	neutral_rokadoptera_desc	Opening Gambit: Put a Boulder Hurl into your action bar.	false
cards	neutral_boulder_hurl_name	Boulder Hurl	false
cards	neutral_boulder_hurl_desc	Deal 1 damage to an enemy.	false
cards	neutral_emberwyrm_name	Emberwyrm	false
cards	neutral_emberwyrm_desc	Flying	false
cards	neutral_sinister_silhouette_name	Sinister Silhouette	false
cards	neutral_sinister_silhouette_desc	Cannot be attacked.	false
cards	neutral_quahog_name	Quahog	false
cards	neutral_quahog_desc	Enemy minions destroyed by this are returned to their action bar.	false
cards	neutral_matter_shaper_name	Matter Shaper	false
cards	neutral_matter_shaper_desc	Opening Gambit: Destroy an enemy artifact to put a random artifact from your faction into your action bar.	false
cards	neutral_thunderhorn_name	Thunderhorn	false
cards	neutral_thunderhorn_desc	Whenever this minion damages an enemy, it also damages all joined enemies.	false
cards	neutral_spriggin_name	Spriggin	false
cards	neutral_spriggin_desc	Provoke Opening Gambit: Each player summons three Spriggin Kin nearby their General.	false
cards	neutral_bloodsworn_gambler_name	Bloodsworn Gambler	false
cards	neutral_bloodsworn_gambler_desc	Ranged Each time this minion attacks, it has a 50% chance to attack again, attacking a random enemy.	false
cards	neutral_theobule_name	Theobule	false
cards	neutral_theobule_desc	Opening Gambit: Replace each card in your action bar.	false
cards	neutral_letigress_name	Letigress	false
cards	neutral_letigress_desc	Ranged Whenever your General attacks, a cub joins the pack.	false
cards	neutral_magesworn_name	Magesworn	false
cards	neutral_magesworn_desc	BOTH players cannot cast spells that cost 2 or less.	false
cards	neutral_dagona_name	Dagona	false
cards	neutral_dagona_desc	Opening Gambit: Devour ANY minion, anywhere. Dying Wish: Spit out the devoured minion on this space.	false
cards	neutral_glub_name	Glub	false
cards	neutral_glub_desc	Whenever a Spriggin is destroyed, this minion gains +3/+3.	false
cards	neutral_binky_name	Binky	false
cards	neutral_binky_desc	Flying Whenever this damages a minion, restore 2 Health to your General.	false
cards	neutral_zetta_name	Zetta	false
cards	neutral_zetta_desc	Frenzy	false
cards	neutral_moro_name	Moro	false
cards	neutral_moro_desc	As long as there is a Spriggin, this minion has +3 Attack.	false
cards	neutral_saberspine_cub_name	Saberspine Cub	false
cards	neutral_saberspine_cub_desc	Rush	false
cards	neutral_replicant_name	Replicant	false
cards	neutral_replicant_desc	Opening Gambit: Draw another Replicant from your deck.	false
cards	neutral_metaltooth_name	Metaltooth	false
cards	neutral_metaltooth_desc	If you have another Mech minion, this minion has Rush.	false
cards	neutral_recombobulus_name	Recombobulus	false
cards	neutral_recombobulus_desc	Opening Gambit: Teleport ANY minion one space randomly.	false
cards	neutral_rescuerx_name	Rescue-RX	false
cards	neutral_rescuerx_desc	Build: (2). When this minion is built, restore 5 Health to your General.	false
cards	neutral_redsteel_minos_name	Redsteel Minos	false
cards	neutral_redsteel_minos_desc	Blood Surge: Gains +2/+2.	false
cards	neutral_timekeeper_name	Timekeeper	false
cards	neutral_timekeeper_desc	Opening Gambit: Your buildings progress by 1 turn.	false
cards	neutral_capricious_marauder_name	Capricious Marauder	false
cards	neutral_capricious_marauder_desc	Whenever a friendly minion is destroyed, your opponent takes control of this minion.	false
cards	neutral_impervious_giago_name	Impervious Giago	false
cards	neutral_impervious_giago_desc	Provoke Whenever this minion is attacked, it gains +2 Attack.	false
cards	neutral_lost_artificer_name	Lost Artificer	false
cards	neutral_lost_artificer_desc	The first artifact you equip each turn costs 1 less.	false
cards	neutral_architectt2k5_name	Architect-T2K5	false
cards	neutral_architectt2k5_desc	Build: (1). Whenever this or another friendly minion is built, draw a card.	false
cards	neutral_bloodbound_mentor_name	Bloodbound Mentor	false
cards	neutral_bloodbound_mentor_desc	Blood Surge: Put a copy of your Bloodbound Spell into your action bar.	false
cards	neutral_deceptibot_name	DECEPTIB0T	false
cards	neutral_deceptibot_desc	Whenever this minion destroys an enemy, summon a different Mech minion from your deck nearby.	false
cards	neutral_qorrhlmaa_name	Q'orrhlma'a	false
cards	neutral_qorrhlmaa_desc	Opening Gambit: Remove all minions that cost 2 or less from each player's deck.	false
cards	neutral_silver_name	S.I.L.V.E.R.	false
cards	neutral_silver_desc	Whenever you summon this or another Mech, friendly Mechs gain all keywords of other friendly Mechs.	false
cards	neutral_project_omega_name	Project Ω	false
cards	neutral_project_omega_desc	This minion gains +2/+2 for each other Mech minion you summoned this game.	false
cards	neutral_reliquarian_name	Reliquarian	false
cards	neutral_reliquarian_desc	Opening Gambit: Forge a friendly minion into a Faction artifact with equal Attack.	false
cards	neutral_empty_relic_name	Empty Relic	false
cards	neutral_shining_relic_name	Shining Relic	false
cards	neutral_blazing_relic_name	Blazing Relic	false
cards	neutral_void_relic_name	Void Relic	false
cards	neutral_barren_relic_name	Barren Relic	false
cards	neutral_primal_relic_name	Primal Relic	false
cards	neutral_howling_relic_name	Howling Relic	false
cards	neutral_forge_artifact_name	Forge Artifact	false
cards	neutral_forge_artifact_desc	Forge a friendly minion into an artifact.	false
cards	neutral_gauntletspecial_fortuneshaper_name	Fortuneshaper	false
cards	neutral_gauntletspecial_fortuneshaper_desc	Your next Gauntlet card choices will be Epic cards.	false
cards	neutral_gauntletspecial_futureshaker_name	Futureshaker	false
cards	neutral_gauntletspecial_futureshaker_desc	Your next Gauntlet card choices will be Legendary Neutral cards.	false
cards	neutral_gauntletspecial_fatesealer_name	Fatesealer	false
cards	neutral_gauntletspecial_fatesealer_desc	Your next Gauntlet card choices will be Legendary Faction cards.	false
cards	frostfire_imp_name	Frostfire Imp	false
cards	frostfire_snowchser_name	Frostfire Snowchaser	false
cards	frostfire_tiger_name	Frostfire Tiger	false
challenges	challenge_label	Challenge	false
challenges	challenge_label_plural	Challenges	false
challenges	retry_challenge_title	Replay Challenge	false
challenges	retry_challenge_button_label	Try Again!	false
challenges	daily_challenge_label	Daily Challenge	false
challenges	daily_challenge_desc	Defeat the {{faction}} General in ONE turn.	true
challenges	challenge_p1_label	You	false
challenges	challenge_p2_label	Opponent	false
challenges	challenge_label_start	Start!	false
challenges	challenge_locked_label	Attempt previous challenge to unlock.	false
challenges	challenge_gate_0_title	0: Training	false
challenges	challenge_gate_0_desc	Learn the basics of DUELYST.	false
challenges	challenge_gate_1_title	1: The Elemental Secrets	false
challenges	challenge_gate_1_desc	Learn mechanics and earn rewards by enjoying these solo challenges.	false
challenges	challenge_gate_2_title	2: The Form of Focus	false
challenges	challenge_gate_2_desc	New solo challenges and rewards! Difficulty: Normal	false
challenges	challenge_gate_3_title	3: The Clarity of Champions	false
challenges	challenge_gate_3_desc	Embark on more exciting solo challenges! Difficulty: Normal	false
challenges	challenge_gate_4_title	4: The Realm of Dreams	false
challenges	challenge_gate_4_desc	Another set of fun solo challenges! Difficulty: Normal	false
challenges	challenge_gate_5_title	5: The Vault of Generations	false
challenges	challenge_gate_5_desc	You've earned it! Now for some tougher challenges. Difficulty: Hard	false
challenges	challenge_gate_6_title	6: Trials of the Seven Stars	false
challenges	challenge_gate_6_desc	Experience the first Trial of Champions. Difficulty: Hard	false
challenges	challenge_gate_7_title	7: The Adeptus Gate	false
challenges	challenge_gate_7_desc	To acquire knowledge, one must study; but to acquire wisdom, one must observe. Difficulty: Hard	false
challenges	challenge_gate_8_title	8: Sacred Path to Aperion	false
challenges	challenge_gate_8_desc	The voyage of discovery is not in seeking new landscapes but in having new eyes. Difficulty: Hard	false
challenges	challenge_gate_9_title	9: The Tacticians' Contest	false
challenges	challenge_gate_9_desc	Created for the community, by the community. Difficulty: Expert	false
challenges	challenge_gate_10_title	10: The Contest of Grandmasters	false
challenges	challenge_gate_10_desc	Extremely challenging. Good luck. Difficulty: Insane	false
challenges	beginner_flying_challenge_title	Lyonar: Earn Your Wings	false
challenges	beginner_flying_challenge_description	Use FLYING to defeat the Abyssian General in ONE turn.	false
challenges	beginner_flying_challenge_start	Finish off Abyssian General in ONE turn!	false
challenges	beginner_flying_challenge_fail	Hint: Keep your Dragonlark alive by boosting its Health.	false
challenges	beginner_flying_challenge_taunt	You still have much to learn!	false
challenges	beginner_ranged_challenge_title	Lyonar: Dead Center	false
challenges	beginner_ranged_challenge_description	Defeat the Vanar General in ONE turn.	false
challenges	beginner_ranged_challenge_start	Finish off Vanar General in ONE turn!	false
challenges	beginner_ranged_challenge_fail	Hint: Stop the Windstopper.	false
challenges	beginner_ranged_challenge_taunt	Frost will conquer!	false
challenges	advanced_abyss_1_title	Abyssian: Malediction	false
challenges	advanced_abyss_1_description	Defeat the Lyonar General in ONE turn.	false
challenges	advanced_abyss_1_start	Finish off Argeon Highmayne in ONE turn!	false
challenges	advanced_abyss_1_fail	Hint: Converge your efforts on the Entangler to succeed.	false
challenges	advanced_abyss_1_taunt	Feel the heat of life!	false
challenges	beginner_abyss_1_title	Abyssian: Shadow Ritual	false
challenges	beginner_abyss_1_description	Use MINION SACRIFICE to defeat the Lyonar General in ONE turn.	false
challenges	beginner_abyss_1_start	Finish off Argeon Highmayne in ONE turn!	false
challenges	beginner_abyss_1_fail	Hint: Agonize the Ironcliffe Guardian.	false
challenges	beginner_abyss_1_taunt	Burn in fire and sand!	false
challenges	beginner_abyss_2_title	Abyssian: Engulf the Flame	false
challenges	beginner_abyss_2_description	Defeat the Songhai General in ONE turn.	false
challenges	beginner_abyss_2_start	Finish off Kaleos Xaan in ONE turn!	false
challenges	beginner_abyss_2_fail	Hint: Wraithlings make great sacrifices.	false
challenges	beginner_abyss_2_taunt	Feel the heat of life!	false
challenges	beginner_abyss_3_title	Abyssian: Power Overwhelming	false
challenges	beginner_abyss_3_description	Defeat the Songhai General in ONE turn.	false
challenges	beginner_abyss_3_start	Finish off the Songhai General in ONE turn!	false
challenges	beginner_abyss_3_fail	Hint: Lure in your enemy to face your dreaded Horn.	false
challenges	beginner_abyss_3_taunt	Feel the heat of life!	false
challenges	beginner_abyss_4_title	Abyssian: Creeping Darkness	false
challenges	beginner_abyss_4_description	Use FRENZY to defeat the Vetruvian General in ONE turn.	false
challenges	beginner_abyss_4_start	Finish off the Vetruvian General in ONE turn!	false
challenges	beginner_abyss_4_fail	Hint: Tear your enemies apart with Frenzy to clear the way for your Wraithlings.	false
challenges	beginner_abyss_4_taunt	Perish in blood and sand!	false
challenges	beginner_abyss_5_title	Abyssian: Gifts Unforgiven	false
challenges	beginner_abyss_5_description	Use DYING WISH to defeat the Songhai General in ONE turn.	false
challenges	beginner_abyss_5_start	Finish off the Songhai General in ONE turn!	false
challenges	beginner_abyss_5_fail	Hint: Have the Void Hunters battle the Bladeseeker to earn their secrets.	false
challenges	beginner_abyss_5_taunt	Perish in blood and sand!	false
challenges	beginner_abyss_6_title	Abyssian: Alluring Demise	false
challenges	beginner_abyss_6_description	Use ENEMY DISPLACEMENT to defeat the Vetruvian General in ONE turn.	false
challenges	beginner_abyss_6_start	Finish off the Vetruvian General in ONE turn!	false
challenges	beginner_abyss_6_fail	Nothing is beyond our Grasp. Bring forth that Komodo so that I may strike it down and spread its pain among our enemies.	false
challenges	beginner_abyss_6_taunt	Perish in blood and sand!	false
challenges	medium_abyss_1_title	Abyssian: Shadows of Light	false
challenges	medium_abyss_1_description	Defeat the Lyonar General in ONE turn.	false
challenges	medium_abyss_1_start	Finish off Argeon Highmayne in ONE turn!	false
challenges	medium_abyss_1_fail	Hint: Destroy the Sunstone Templar with your general.	false
challenges	medium_abyss_1_taunt	Feel the heat of life!	false
challenges	advanced_lyonar_1_title	Lyonar: Desperation	false
challenges	advanced_lyonar_1_description	Defeat the Lyonar General in ONE turn.	false
challenges	advanced_lyonar_1_start	Finish off the Lyonar General in ONE turn!	false
challenges	advanced_lyonar_1_fail	Hint: Make space to Magnetize the Guardian.	false
challenges	advanced_lyonar_1_taunt	Blaze and burn!	false
challenges	advanced_lyonar_2_title	Lyonar: Inspiring Presence	false
challenges	advanced_lyonar_2_description	Use ZEAL to march across the map and bring down the enemy General.	false
challenges	advanced_lyonar_2_start	Finish off the enemy General in ONE turn!	false
challenges	advanced_lyonar_2_fail	Hint: Call back the Guardian to aid in your assault.	false
challenges	advanced_lyonar_2_taunt	Blaze and burn!	false
challenges	beginner_lyonar_1_title	Lyonar: Swiftness of Movement	false
challenges	beginner_lyonar_1_description	Use CELERITY to defeat Calibero in ONE turn.	false
challenges	beginner_lyonar_1_start	Finish off Calibero in ONE turn!	false
challenges	beginner_lyonar_1_fail	Hint: Clear a path for your Azurite Lion.	false
challenges	beginner_lyonar_1_taunt	Burn in fire and sand!	false
challenges	beginner_lyonar_2_title	Lyonar: Divine Zeal	false
challenges	beginner_lyonar_2_description	Use ZEAL to defeat the Magmar General in ONE turn.	false
challenges	beginner_lyonar_2_start	Finish off Vaath the Immortal in ONE turn!	false
challenges	beginner_lyonar_2_fail	Hint: Divine Bond your minion with the highest Health.	false
challenges	beginner_lyonar_2_taunt	Blaze and burn!	false
challenges	beginner_lyonar_3_title	Lyonar: The Power of Wisdom	false
challenges	beginner_lyonar_3_description	Defeat the Magmar General in ONE turn.	false
challenges	beginner_lyonar_3_start	Finish off Vaath the Immortal in ONE turn!	false
challenges	beginner_lyonar_3_fail	Hint: The Shaman's sacrifice brings divine strength to the Sage.	false
challenges	beginner_lyonar_3_taunt	Blaze and burn!	false
challenges	beginner_lyonar_4_title	Lyonar: Honor the Fallen	false
challenges	beginner_lyonar_4_description	Use SELF DAMAGE and UNIT SACRIFICE to defeat the enemy General.	false
challenges	beginner_lyonar_4_start	Finish off Vaath the Immortal in ONE turn!	false
challenges	beginner_lyonar_4_fail	The noblest of warriors must sometimes sacrifice themselves so that their leader may carry on their legacy.	false
challenges	beginner_lyonar_4_taunt	Blaze and burn!	false
challenges	advanced_magmar_1_title	Magmar: Mind Game	false
challenges	advanced_magmar_1_description	Defeat the Songhai General in ONE turn.	false
challenges	advanced_magmar_1_start	Finish off the Songhai General in ONE turn!	false
challenges	advanced_magmar_1_fail	Hint: We already have the Magi on our side. We must now do what it takes to control the Storm Kage.	false
challenges	advanced_magmar_1_taunt	Burn in Fire!	false
challenges	beginner_magmar_1_title	Magmar: Beast of War	false
challenges	beginner_magmar_1_description	Use SPECIALIZED REMOVAL to defeat the Songhai General in ONE turn.	false
challenges	beginner_magmar_1_start	Finish off Kaleos Xaan in ONE turn!	false
challenges	beginner_magmar_1_fail	Hint: Makantor Warbeasts hate Golems.	false
challenges	beginner_magmar_1_taunt	Burn in fire!	false
challenges	beginner_magmar_2_title	Magmar: Breaking The Bad	false
challenges	beginner_magmar_2_description	Defeat the Vanar General in ONE turn.	false
challenges	beginner_magmar_2_start	Finish off Faie Bloodwing in ONE turn!	false
challenges	beginner_magmar_2_fail	Hint: Silhouette Tracer can give your general great mobility.	false
challenges	beginner_magmar_2_taunt	You need to chill!	false
challenges	beginner_magmar_3_title	Magmar: Crushing Reach	false
challenges	beginner_magmar_3_description	Use RANGED to defeat the Vanar General in ONE turn.	false
challenges	beginner_magmar_3_start	Finish off Faie Bloodwing in ONE turn!	false
challenges	beginner_magmar_3_fail	Hint: Use your Ranged minions to clear a path.	false
challenges	beginner_magmar_3_taunt	Beware, frost is coming!	false
challenges	beginner_magmar_4_title	Magmar: Shattered Memories	false
challenges	beginner_magmar_4_description	Use ARTIFACT DESTRUCTION to defeat the Abyssian General in ONE turn.	false
challenges	beginner_magmar_4_start	Finish off the Abyssian General in ONE turn!	false
challenges	beginner_magmar_4_fail	Hint: Disarm Lilithe so Vaath can land the finishing blow!	false
challenges	beginner_magmar_4_taunt	Find peace in your demise!	false
challenges	medium_magmar_1_title	Magmar: In a Frenzy	false
challenges	medium_magmar_1_description	Defeat the Vanar General in ONE turn.	false
challenges	medium_magmar_1_start	Finish off Faie Bloodwing in ONE turn!	false
challenges	medium_magmar_1_fail	Hint: Fractal Replication clones ALL traits on a unit.	false
challenges	medium_magmar_1_taunt	You need to chill!	false
challenges	advanced_songhai_1_title	Songhai: The Stronger Scythe	false
challenges	advanced_songhai_1_description	Defeat the Vetruvian General in ONE turn.	false
challenges	advanced_songhai_1_start	Finish off the enemy general in ONE turn!	false
challenges	advanced_songhai_1_fail	Hint: Syvrel must Focus to draw out the threats.	false
challenges	advanced_songhai_1_taunt	Time to freeze!	false
challenges	beginner_songhai_1_title	Songhai: Evolution into Ash	false
challenges	beginner_songhai_1_description	Defeat the Magmar General in ONE turn.	false
challenges	beginner_songhai_1_start	Finish off Vaath the Immortal in ONE turn!	false
challenges	beginner_songhai_1_fail	Hint: Kill the Phalanxar with your general without dying.	false
challenges	beginner_songhai_1_taunt	Be crushed by the weight of our might!	false
challenges	beginner_songhai_2_title	Songhai: Path of the Mistwalkers	false
challenges	beginner_songhai_2_description	Use SPELL CHAINING to defeat the Vanar General in ONE turn.	false
challenges	beginner_songhai_2_start	Finish off the enemy general in ONE turn!	false
challenges	beginner_songhai_2_fail	Hint: You must Focus before you use Seal.	false
challenges	beginner_songhai_2_taunt	Time to freeze!	false
challenges	beginner_songhai_3_title	Songhai: Chaos Control	false
challenges	beginner_songhai_3_description	Defeat the Abyssian General in ONE turn.	false
challenges	beginner_songhai_3_start	Finish off the enemy general in ONE turn!	false
challenges	beginner_songhai_3_fail	Hint: Eliminate enemy forces so that your monk can strike the lone General.	false
challenges	beginner_songhai_3_taunt	Time to freeze!	false
challenges	beginner_songhai_4_title	Songhai: Leaf on the Wind	false
challenges	beginner_songhai_4_description	Use AIRDROP to defeat the Lyonar General in ONE turn.	false
challenges	beginner_songhai_4_start	Finish off the Lyonar General in ONE turn!	false
challenges	beginner_songhai_4_fail	Hint: Sneak behind your enemy with Airdrop.	false
challenges	beginner_songhai_4_taunt	Crushed by the weight of our might!	false
challenges	beginner_songhai_5_title	Songhai: Eye of the Tiger	false
challenges	beginner_songhai_5_description	Use SELF BUFFING and RUSH to defeat the Lyonar General in ONE turn.	false
challenges	beginner_songhai_5_start	Finish off the Lyonar General in ONE turn!	false
challenges	beginner_songhai_5_fail	My pet hungers to bring down the enemy General. Allow me to match its ferocity against the Knight using the Seal.	false
challenges	beginner_songhai_5_taunt	Crushed by the weight of our might!	false
challenges	medium_songhai_1_title	Songhai: Songhai Shuffle	false
challenges	medium_songhai_1_description	Defeat the Lyonar General in ONE turn.	false
challenges	medium_songhai_1_start	Finish off the enemy general in ONE turn!	false
challenges	medium_songhai_1_fail	Hint: Weaken your opponents' armor before you unleash the lightning!	false
challenges	medium_songhai_1_taunt	Burn in the light!	false
challenges	medium_songhai_2_title	Songhai: Jack of Blades	false
challenges	medium_songhai_2_description	Use CELERITY and time your skills to bring down the Magmar General in ONE turn.	false
challenges	medium_songhai_2_start	Finish off the enemy general in ONE turn!	false
challenges	medium_songhai_2_fail	Hint: You must show restraint before unleashing the Seal to strike with every attack.	false
challenges	medium_songhai_2_taunt	Burn in the light!	false
challenges	advanced_vanar_1_title	Vanar: The Locked Library	false
challenges	advanced_vanar_1_description	Defeat the Songhai General in ONE turn.	false
challenges	advanced_vanar_1_start	Finish off the Songhai General in ONE turn!	false
challenges	advanced_vanar_1_fail	Hint: Acquiring the wisdom of the Sage is key	false
challenges	advanced_vanar_1_taunt	Say your prayers.	false
challenges	advanced_vanar_2_title	Vanar: Ice Box	false
challenges	advanced_vanar_2_description	Strengthen your walls and turn them to bring down the Songhai General from Full Health.	false
challenges	advanced_vanar_2_start	Finish off the Songhai General in ONE turn!	false
challenges	advanced_vanar_2_fail	Hint: The might of the Primus is permanent, use it to polarize your defenses.	false
challenges	advanced_vanar_2_taunt	Say your prayers.	false
challenges	beginner_vanar_1_title	Vanar: Freezing Sand	false
challenges	beginner_vanar_1_description	Defeat the Vetruvian General in ONE turn.	false
challenges	beginner_vanar_1_start	Finish off Zirix Starstrider in ONE turn!	false
challenges	beginner_vanar_1_fail	Hint: Control where the Glacial Elemental's ability hits by clearing out the other enemy minions.	false
challenges	beginner_vanar_1_taunt	Burn in fire and sand!	false
challenges	beginner_vanar_2_title	Vanar: Frozen Shadows	false
challenges	beginner_vanar_2_description	Defeat the Abyssian General in ONE turn.	false
challenges	beginner_vanar_2_start	Finish off Lilithe Blightchaser in ONE turn!	false
challenges	beginner_vanar_2_fail	Hint: It often takes two attacks to take out a Shieldmaster!	false
challenges	beginner_vanar_2_taunt	Feel your life end as the snow melts!	false
challenges	beginner_vanar_3_title	Vanar: Final Whispers	false
challenges	beginner_vanar_3_description	Defeat the Abyssian General in ONE turn.	false
challenges	beginner_vanar_3_start	Finish off Lilithe Blightchaser in ONE turn!	false
challenges	beginner_vanar_3_fail	Hint: Converge the crystals to break the blade before striking.	false
challenges	beginner_vanar_3_taunt	Feel your life end as the snow melts!	false
challenges	beginner_vanar_4_title	Vanar: Approaching Cold	false
challenges	beginner_vanar_4_description	Use RUSH to defeat the Magmar General in ONE turn.	false
challenges	beginner_vanar_4_start	Finish off the Magmar General in ONE turn!	false
challenges	beginner_vanar_4_fail	Hint: Use Crystal Wisp and Bonechill Barrier to make a path through enemy forces.	false
challenges	beginner_vanar_4_taunt	Perish and melt like snow!	false
challenges	beginner_vanar_5_title	Vanar: Behind Enemy Lines	false
challenges	beginner_vanar_5_description	Use POSITION SWAPPING and INFILTRATE to defeat the enemy General.	false
challenges	beginner_vanar_5_start	Finish off the Songhai General in ONE turn!	false
challenges	beginner_vanar_5_fail	I must advance forth and summon our forces so that the Hearth-sister can grant the Frosthorn passage and charge into our enemy.	false
challenges	beginner_vanar_5_taunt	Perish and melt like snow!	false
challenges	advanced_vetruvian_1_title	Vetruvian: Patience	false
challenges	advanced_vetruvian_1_description	Defeat the Abyssian General in ONE turn.	false
challenges	advanced_vetruvian_1_start	Finish off the Abyssian General in ONE turn.	false
challenges	advanced_vetruvian_1_fail	Hint: Take control of the Mana Forger and consider your draws carefully.	false
challenges	advanced_vetruvian_1_taunt	Burn in fire!	false
challenges	advanced_vetruvian_2_title	Vetruvian: Wishful Thinking	false
challenges	advanced_vetruvian_2_description	Use DRAW to expand your options and crush the enemy General!	false
challenges	advanced_vetruvian_2_start	Finish off the Abyssian General in ONE turn.	false
challenges	advanced_vetruvian_2_fail	Hint: Fly your Starfire Scarab down to face off with the Pulverizer.	false
challenges	advanced_vetruvian_2_taunt	Feel the grasp of death!	false
challenges	beginner_vetruvian_1_title	Vetruvian: Ready for a Blast	false
challenges	beginner_vetruvian_1_description	Use BLAST to defeat the Abyssian General in ONE turn.	false
challenges	beginner_vetruvian_1_start	Finish off Lilithe Blightchaser in ONE turn!	false
challenges	beginner_vetruvian_1_fail	Hint: Take control of the Mana Forger and consider your draws carefully.	false
challenges	beginner_vetruvian_1_taunt	Burn in fire!	false
challenges	beginner_vetruvian_2_title	Vetruvian: Relics Reclaimed	false
challenges	beginner_vetruvian_2_description	Defeat the Songhai General in ONE turn.	false
challenges	beginner_vetruvian_2_start	Finish off the Songhai General in ONE turn!	false
challenges	beginner_vetruvian_2_fail	Hint: The Windshrike must fall to claim its reward.	false
challenges	beginner_vetruvian_2_taunt	Burn in fire!	false
challenges	beginner_vetruvian_3_title	Vetruvian: Call to Action	false
challenges	beginner_vetruvian_3_description	Use OPENING GAMBIT to defeat the Abyssian General in ONE turn.	false
challenges	beginner_vetruvian_3_start	Finish off the Abyssian General in ONE turn!	false
challenges	beginner_vetruvian_3_fail	Hint: Use your Opening Gambits to Dispel the shadows.	false
challenges	beginner_vetruvian_3_taunt	Consumed in darkfire!	false
challenges	beginner_vetruvian_4_title	Vetruvian: Bad to the Bone	false
challenges	beginner_vetruvian_4_description	Break through PROVOKE to defeat the Magmar General in ONE turn.	false
challenges	beginner_vetruvian_4_start	Finish off the Magmar General in ONE turn!	false
challenges	beginner_vetruvian_4_fail	Hint: The Scorpions sting can break through the toughest barriers.	false
challenges	beginner_vetruvian_4_taunt	Your time is over!	false
challenges	beginner_vetruvian_5_title	Vetruvian: Ties that Bind	false
challenges	beginner_vetruvian_5_description	Use OPENING GAMBIT and DISPEL to defeat the enemy General.	false
challenges	beginner_vetruvian_5_start	Finish off the Vanar General in ONE turn!	false
challenges	beginner_vetruvian_5_fail	Vanar has a strong connection to nature that must be Dispelled before the blades may fall and cut down that Warmaster.	false
challenges	beginner_vetruvian_5_taunt	Your time is over!	false
challenges	medium_vetruvian_1_title	Vetruvian: Knowledge of the Scions	false
challenges	medium_vetruvian_1_description	Defeat the Abyssian General in ONE turn.	false
challenges	medium_vetruvian_1_start	Finish off the Abyssian General in ONE turn!	false
challenges	medium_vetruvian_1_fail	Hint: Make space for Dervishes.	false
challenges	medium_vetruvian_1_taunt	Burn in fire!	false
challenges	medium_vetruvian_2_title	Vetruvian: Winds of Change	false
challenges	medium_vetruvian_2_description	Bolster your DERVISHES and bring down the Songhai General in ONE turn.	false
challenges	medium_vetruvian_2_start	Finish off Songhai General in ONE turn!	false
challenges	medium_vetruvian_2_fail	Hint: Only the Fireblazer must fall to reach your goal.	false
challenges	medium_vetruvian_2_taunt	Burn in fire!	false
collection	new_deck_button_label	New Deck	false
collection	crafting_button_label	Crafting	false
collection	crafting_instructions	Select or drag a card here to start crafting or disenchanting.	false
collection	crafting_disenchant_duplicates_button_label	Disenchant Extras	false
collection	crafting_disenchant_duplicates_instructions	any duplicate with more than 3x cards	false
collection	craft_card_button_label	Craft	false
collection	disenchant_card_button_label	Disenchant	false
collection	confirm_card_crafting_message	Are you sure you want to craft +1 {{card_name}}?	true
collection	confirm_card_disenchanting_message	Are you sure you want to DISENCHANT (-1) {{card_name}}	true
collection	confirm_card_disenchant_all_message	Are you sure you want to Disenchant Extras?	false
collection	deck_save_button_label	Save	false
collection	back_button_label	Back	false
collection	crafting_rewards_title	Crafting Rewards	false
collection	seven_sisters_unlock_message	To earn, unlock 3x of any six {{faction_name}} Rares.	true
