class_name	file_name	parent_class	type	is_keyword	is_watch	applied_name	applied_description	attribute_buffs	stack_type	triggers	effects
ModifierHallowedGround	modifierHallowedGround.coffee	ModifierEndTurnWatch	ModifierHallowedGround	FALSE	FALSE	modifiers.hallowed_ground_name	modifiers.hallowed_ground_def				
ModifierHallowedGroundBuff	modifierHallowedGroundBuff.coffee	Modifier	ModifierHallowedGroundBuff	FALSE	FALSE	modifiers.hallowed_ground_buff_name	modifiers.hallowed_ground_buff_def				grant_modifier
ModifierHasBackstab	modifierHasBackstab.coffee	ModifierBackstab	ModifierHasBackstab	TRUE	FALSE		Has Backstab (%X)		maxStacks=1		
ModifierHealSelfWhenDealingDamage	modifierHealSelfWhenDealingDamage.coffee	Modifier	ModifierHealSelfWhenDealingDamage	FALSE	FALSE		Whenever this deals damage, restore that much Health to it			onBeforeAction	
ModifierHealWatch	modifierHealWatch.coffee	Modifier	ModifierHealWatch	FALSE	TRUE	HealWatch	HealWatch			onHealWatch	
ModifierHealWatchBuffGeneral	modifierHealWatchBuffGeneral.coffee	ModifierHealWatch	ModifierHealWatchBuffGeneral	FALSE	TRUE	Heal Watch	Whenever anything is healed, give your General %X			onHealWatch	grant_modifier
ModifierHealWatchBuffSelf	modifierHealWatchBuffSelf.coffee	ModifierHealWatch	ModifierHealWatchBuffSelf	FALSE	TRUE					onHealWatch	grant_modifier
ModifierHealWatchDamageNearbyEnemies	modifierHealWatchDamageNearbyEnemies.coffee	ModifierHealWatch	ModifierHealWatchDamageNearbyEnemies	FALSE	TRUE					onHealWatch	
ModifierHealWatchDamageRandomEnemy	modifierHealWatchDamageRandomEnemy.coffee	ModifierHealWatch	ModifierHealWatchDamageRandomEnemy	FALSE	TRUE	Heal Watch Damage Random Enemy for X	Whenever anything is healed, a random enemy takes damage			onHealWatch	
ModifierHealWatchPutCardInHand	modifierHealWatchPutCardInHand.coffee	ModifierHealWatch	ModifierHealWatchPutCardInHand	FALSE	TRUE	ModifierHealWatchPutCardInHand	Whenever anything is healed, put %X into your action bar			onHealWatch	summon
ModifierImmune	modifierImmune.coffee	Modifier	ModifierImmune	FALSE	FALSE	Immune			maxStacks=1		
ModifierImmuneToAttacks	modifierImmuneToAttacks.coffee	ModifierImmune	ModifierImmuneToAttacks	FALSE	FALSE					onValidateAction	action_modify
ModifierImmuneToAttacksByGeneral	modifierImmuneToAttacksByGeneral.coffee	ModifierImmuneToAttacks	ModifierImmuneToAttacksByGeneral	FALSE	FALSE	General Immunity	Cannot be attacked by Generals				
ModifierImmuneToAttacksByMinions	modifierImmuneToAttacksByMinions.coffee	ModifierImmuneToAttacks	ModifierImmuneToAttacksByMinions	FALSE	FALSE	Minion Immunity	Cannot be attacked by Minions				
ModifierImmuneToAttacksByRanged	modifierImmuneToAttacksByRanged.coffee	ModifierImmuneToAttacks	ModifierImmuneToAttacksByRanged	FALSE	FALSE	Ranged Immunity	Cannot be attacked by ranged minions				
ModifierImmuneToDamage	modifierImmuneToDamage.coffee	ModifierImmune	ModifierImmuneToDamage	FALSE	FALSE	Damage Immunity	Takes no damage				action_modify
ModifierImmuneToDamageByGeneral	modifierImmuneToDamageByGeneral.coffee	ModifierImmuneToDamage	ModifierImmuneToDamageByGeneral	FALSE	FALSE	modifiers.immune_to_damage_by_general_name	modifiers.immune_to_damage_by_general_def				
ModifierImmuneToDamageByRanged	modifierImmuneToDamageByRanged.coffee	ModifierImmuneToDamage	ModifierImmuneToDamageByRanged	FALSE	FALSE	Ranged Immunity	Takes no damage from Ranged minions and Generals				
ModifierImmuneToDamageBySpells	modifierImmuneToDamageBySpells.coffee	ModifierImmuneToDamage	ModifierImmuneToDamageBySpells	FALSE	FALSE		modifiers.immune_to_damage_by_spells_def				
ModifierImmuneToDamageByWeakerEnemies	modifierImmuneToDamageByWeakerEnemies.coffee	ModifierImmuneToDamage	ModifierImmuneToDamageByWeakerEnemies	FALSE	FALSE						
ModifierImmuneToDamageFromEnemyMinions	modifierImmuneToDamageFromEnemyMinions.coffee	ModifierImmuneToDamage	ModifierImmuneToDamageFromEnemyMinions	FALSE	FALSE	Enemy Minion Immunity	Takes no damage from enemy minions				
ModifierImmuneToDamageFromMinionsAndGenerals	modifierImmuneToDamageFromMinionsAndGenerals.coffee	ModifierImmuneToDamage	ModifierImmuneToDamageFromMinionsAndGenerals	FALSE	FALSE	modifiers.immune_to_damage_from_minions_and_generals_name	modifiers.immune_to_damage_from_minions_and_generals_def				
ModifierImmuneToDamageOnEnemyTurn	modifierImmuneToDamageOnEnemyTurn.coffee	ModifierImmuneToDamage	ModifierImmuneToDamageOnEnemyTurn	FALSE	FALSE	Enemy Turn Immunity	Takes no damage on enemy's turn				
ModifierImmuneToSpellDamage	modifierImmuneToSpellDamage.coffee	ModifierImmuneToDamage	ModifierImmuneToSpellDamage	FALSE	FALSE	modifiers.immune_to_spell_damage_name	modifiers.immune_to_spell_damage_def				
ModifierImmuneToSpells	modifierImmuneToSpells.coffee	ModifierImmune	ModifierImmuneToSpells	FALSE	FALSE	modifiers.immune_to_spells_name	modifiers.immune_to_spells_def			onValidateAction	action_modify
ModifierImmuneToSpellsByEnemy	modifierImmuneToSpellsByEnemy.coffee	ModifierImmuneToSpells	ModifierImmuneToSpellsByEnemy	FALSE	FALSE		modifiers.immune_to_spells_by_enemy_def			onValidateAction	action_modify
ModifierInfiltrate	modifierInfiltrate.coffee	ModifierSituationalBuffSelf	ModifierInfiltrate	TRUE	FALSE	modifiers.infiltrate_name	Whenever this minion is on the enemy side of the battlefield..				grant_modifier
ModifierInkhornGaze	modifierInkhornGaze.coffee	ModifierDyingWish	ModifierInkhornGaze	FALSE	FALSE	modifiers.inkhorn_gaze_name	modifiers.inkhorn_gaze_def				summon
ModifierInquisitorKron	modifierInquisitorKron.coffee	ModifierReplaceWatchSpawnEntity	ModifierInquisitorKron	FALSE	FALSE						
ModifierIntensify	modifierIntensify.coffee	Modifier	ModifierIntensify	TRUE	FALSE	Intensify					
ModifierIntensifyBuffSelf	modifierIntensifyBuffSelf.coffee	ModifierIntensify	ModifierIntensifyBuffSelf	FALSE	FALSE						
ModifierIntensifyDamageEnemyGeneral	modifierIntensifyDamageEnemyGeneral.coffee	ModifierIntensify	ModifierIntensifyDamageEnemyGeneral	FALSE	FALSE						
ModifierIntensifyDamageNearby	modifierIntensifyDamageNearby.coffee	ModifierIntensify	ModifierIntensifyDamageNearby	FALSE	FALSE						
ModifierIntensifyOneManArmy	modifierIntensifyOneManArmy.coffee	ModifierIntensify	ModifierIntensifyOneManArmy	FALSE	FALSE						summon
ModifierIntensifySpawnEntitiesNearby	modifierIntensifySpawnEntitiesNearby.coffee	ModifierIntensify	ModifierIntensifySpawnEntitiesNearby	FALSE	FALSE						
ModifierIntensifyTempBuffNearbyMinion	modifierIntensifyTempBuffNearbyMinion.coffee	ModifierIntensify	ModifierIntensifyTempBuffNearbyMinion	FALSE	FALSE					onEndTurn	
ModifierInvalidateRush	modifierInvalidateRush.coffee	Modifier	ModifierInvalidateRush	FALSE	FALSE	ModifierInvalidateRush	Whenever ANY player summons a minion with Rush, exhaust it			onValidateAction	action_modify
ModifierInvulnerable	modifierInvulnerable.coffee	ModifierUntargetable	ModifierInvulnerable	TRUE	FALSE	modifiers.invulnerable_name			maxStacks=1	onValidateAction	action_modify
ModifierKillWatch	modifierKillWatch.coffee	Modifier	ModifierKillWatch	FALSE	FALSE						
ModifierKillWatchAndSurvive	modifierKillWatchAndSurvive.coffee	Modifier	ModifierKillWatchAndSurvive	FALSE	FALSE						
ModifierKillWatchAndSurviveScarzig	modifierKillWatchAndSurviveScarzig.coffee	ModifierKillWatchAndSurvive	ModifierKillWatchAndSurviveScarzig	FALSE	FALSE						summon
ModifierKillWatchBounceEnemyToActionBar	modifierKillWatchBounceEnemyToActionBar.coffee	ModifierKillWatch	ModifierKillWatchBounceEnemyToActionBar	FALSE	FALSE	Kill Watch	When this destroys a minion, bounce the enemy minion to its action bar.				summon
ModifierKillWatchDeceptibot	modifierKillWatchDeceptibot.coffee	ModifierKillWatch	ModifierKillWatchDeceptibot	FALSE	FALSE						
ModifierKillWatchHealSelf	modifierKillWatchHealSelf.coffee	ModifierKillWatch	ModifierKillWatchHealSelf	FALSE	FALSE						
ModifierKillWatchRefreshExhaustion	modifierKillWatchRefreshExhaustion.coffee	ModifierKillWatch	ModifierKillWatchRefreshExhaustion	FALSE	FALSE						
ModifierKillWatchRefreshExhaustionIfTargetStunned	modifierKillWatchRefreshExhaustionIfTargetStunned.coffee	ModifierKillWatchRefreshExhaustion	ModifierKillWatchRefreshExhaustionIfTargetStunned	FALSE	FALSE						
ModifierKillWatchRespawnEntity	modifierKillWatchRespawnEntity.coffee	ModifierKillWatch	ModifierKillWatchRespawnEntity	FALSE	FALSE		Whenever Monolith Guardian destroys an enemy, it assimilates them				summon
ModifierKillWatchSpawnCopyNearby	modifierKillWatchSpawnCopyNearby.coffee	ModifierKillWatch	ModifierKillWatchSpawnCopyNearby	FALSE	FALSE						
ModifierKillWatchSpawnEgg	modifierKillWatchSpawnEgg.coffee	ModifierKillWatch	ModifierKillWatchSpawnEgg	FALSE	FALSE						
ModifierKillWatchSpawnEnemyEntity	modifierKillWatchSpawnEnemyEntity.coffee	ModifierKillWatchSpawnEntity	ModifierKillWatchSpawnEnemyEntity	FALSE	FALSE						
ModifierKillWatchSpawnEntity	modifierKillWatchSpawnEntity.coffee	ModifierKillWatch	ModifierKillWatchSpawnEntity	FALSE	FALSE						
ModifierManaCostChange	modifierManaCostChange.coffee	Modifier	ModifierManaCostChange	FALSE	FALSE	modifiers.mana_shift_name		manaCost:0		onAfterAction	stat_modify
ModifierMechazorWatchPutMechazorInHand	modifierMechazorWatchPutMechazorInHand.coffee	Modifier	ModifierMechazorWatchPutMechazorInHand	FALSE	FALSE	Spawn Another Mechazor	Whenever you summon MECHAZ0R, put a MECHAZ0R in your action bar				summon
ModifierMirage	modifierMirage.coffee	Modifier	ModifierMirage	FALSE	FALSE	modifiers.mirage_name	modifiers.mirage_def			onBeforeAction	
ModifierMyAttackMinionWatch	modifierMyAttackMinionWatch.coffee	Modifier	ModifierMyAttackMinionWatch	FALSE	FALSE						
ModifierMyAttackMinionWatchKillTargetSummonThisOnSpace	modifierMyAttackMinionWatchKillTargetSummonThisOnSpace.coffee	ModifierMyAttackMinionWatch	ModifierMyAttackMinionWatchKillTargetSummonThisOnSpace	FALSE	FALSE				maxStacks=1		
ModifierMyAttackMinionWatchStealGeneralHealth	modifierMyAttackMinionWatchStealGeneralHealth.coffee	ModifierMyAttackMinionWatch	ModifierMyAttackMinionWatchStealGeneralHealth	FALSE	FALSE						
ModifierMyAttackOrAttackedWatch	modifierMyAttackOrAttackedWatch.coffee	Modifier	ModifierMyAttackOrAttackedWatch	FALSE	FALSE	Attack or Attacked Watch: Self	Attack or Attacked Watch: Self				
ModifierMyAttackOrAttackedWatchDrawCard	modifierMyAttackOrAttackedWatchDrawCard.coffee	ModifierMyAttackOrAttackedWatch	ModifierMyAttackOrAttackedWatchDrawCard	FALSE	FALSE	Attack or Attacked Watch and Draw Card	Whenever this minion attacks or is attacked, draw a card				draw
ModifierMyAttackOrAttackedWatchSpawnMinionNearby	modifierMyAttackOrAttackedWatchSpawnMinionNearby.coffee	ModifierMyAttackOrAttackedWatch	ModifierMyAttackOrAttackedWatchSpawnMinionNearby	FALSE	FALSE	Attack or Attacked Watch and Spawn Minion	Whenever this minion attacks or is attacked, summon %X nearby				
ModifierMyAttackOrCounterattackWatch	modifierMyAttackOrCounterattackWatch.coffee	Modifier	ModifierMyAttackOrCounterattackWatch	FALSE	FALSE						
ModifierMyAttackOrCounterattackWatchApplyModifiersToFriendlyMinions	modifierMyAttackOrCounterattackWatchApplyModifiersToFriendlyMinions.coffee	ModifierMyAttackOrCounterattackWatch	ModifierMyAttackOrCounterattackWatchApplyModifiersToFriendlyMinions	FALSE	FALSE						
ModifierMyAttackOrCounterattackWatchDamageRandomEnemy	modifierMyAttackOrCounterattackWatchDamageRandomEnemy.coffee	ModifierMyAttackOrCounterattackWatch	ModifierMyAttackOrCounterattackWatchDamageRandomEnemy	FALSE	FALSE						
ModifierMyAttackOrCounterattackWatchTransformIntoEgg	modifierMyAttackOrCounterattackWatchTransformIntoEgg.coffee	ModifierMyAttackOrCounterattackWatch	ModifierMyAttackOrCounterattackWatchTransformIntoEgg	FALSE	FALSE						summon
ModifierMyAttackWatch	modifierMyAttackWatch.coffee	Modifier	ModifierMyAttackWatch	FALSE	TRUE	Attack Watch: Self	Attack Watch: Self				
ModifierMyAttackWatchApplyModifiers	modifierMyAttackWatchApplyModifiers.coffee	ModifierMyAttackWatch	ModifierMyAttackWatchApplyModifiers	FALSE	TRUE						grant_modifier
ModifierMyAttackWatchApplyModifiersToAllies	modifierMyAttackWatchApplyModifiersToAllies.coffee	ModifierMyAttackWatch	ModifierMyAttackWatchApplyModifiersToAllies	FALSE	TRUE						
ModifierMyAttackWatchAreaAttack	modifierMyAttackWatchAreaAttack.coffee	ModifierMyAttackWatch	ModifierMyAttackWatchAreaAttack	FALSE	TRUE						
ModifierMyAttackWatchBonusManaCrystal	modifierMyAttackWatchBonusManaCrystal.coffee	ModifierMyAttackWatch	ModifierMyAttackWatchBonusManaCrystal	FALSE	TRUE		modifiers.faction_6_shivers_buff_desc				
ModifierMyAttackWatchBuffSelf	modifierMyAttackWatchBuffSelf.coffee	ModifierMyAttackWatch	ModifierMyAttackWatchBuffSelf	FALSE	TRUE						grant_modifier
ModifierMyAttackWatchGamble	modifierMyAttackWatchGamble.coffee	ModifierMyAttackWatch	ModifierMyAttackWatchGamble	FALSE	TRUE	Attack Watch: Gamble	Whenever this minion attacks, it has a 50% chance to attack again				
ModifierMyAttackWatchGetSonghaiSpells	modifierMyAttackWatchGetSonghaiSpells.coffee	ModifierMyAttackWatch	ModifierMyAttackWatchGetSonghaiSpells	FALSE	TRUE						summon
ModifierMyAttackWatchScarabBlast	modifierMyAttackWatchScarabBlast.coffee	ModifierMyAttackWatch	ModifierMyAttackWatchScarabBlast	FALSE	TRUE						
ModifierMyAttackWatchSpawnMinionNearby	modifierMyAttackWatchSpawnMinionNearby.coffee	ModifierMyAttackWatch	ModifierMyAttackWatchSpawnMinionNearby	FALSE	TRUE	Attack Watch and Spawn Minion	Whenever this minion attacks, summon %X nearby				
ModifierMyAttackWatchSummonDeadMinions	modifierMyAttackWatchSummonDeadMinions.coffee	ModifierMyAttackWatch	ModifierMyAttackWatchSummonDeadMinions	FALSE	TRUE						
ModifierMyBuildWatch	modifierMyBuildWatch.coffee	ModifierBuildWatch	ModifierMyBuildWatch	FALSE	FALSE						
ModifierMyBuildWatchDrawCards	modifierMyBuildWatchDrawCards.coffee	ModifierMyBuildWatch	ModifierMyBuildWatchDrawCards	FALSE	FALSE						draw
ModifierMyGeneralAttackWatch	modifierMyGeneralAttackWatch.coffee	Modifier	ModifierMyGeneralAttackWatch	FALSE	TRUE	Attack Watch: My General	Attack Watch: My General				
ModifierMyGeneralAttackWatchSpawnEntity	modifierMyGeneralAttackWatchSpawnEntity.coffee	ModifierMyGeneralAttackWatch	ModifierMyGeneralAttackWatchSpawnEntity	FALSE	TRUE	ModifierMyGeneralAttackWatchSpawnEntity	Whenever a my General attacks, spawn an entity				
ModifierMyGeneralAttackWatchSpawnRandomEntityFromDeck	modifierMyGeneralAttackWatchSpawnRandomEntityFromDeck.coffee	ModifierMyGeneralAttackWatch	ModifierMyGeneralAttackWatchSpawnRandomEntityFromDeck	FALSE	TRUE						
ModifierMyGeneralDamagedWatch	modifierMyGeneralDamagedWatch.coffee	Modifier	ModifierMyGeneralDamagedWatch	FALSE	FALSE	My General Damaged Watch	My General Damaged Watch				
ModifierMyGeneralDamagedWatchBuffSelf	modifierMyGeneralDamagedWatchBuffSelf.coffee	ModifierMyGeneralDamagedWatch	ModifierMyGeneralDamagedWatchBuffSelf	FALSE	FALSE	My General Damaged Watch	Whenever your General takes damage, this minion gains %X				stat_modify, grant_modifier
ModifierMyGeneralDamagedWatchBuffSelfAndDrawACard	modifierMyGeneralDamagedWatchBuffSelfAndDrawACard.coffee	ModifierMyGeneralDamagedWatch	ModifierMyGeneralDamagedWatchBuffSelfAndDrawACard	FALSE	FALSE	My General Damaged Watch	Whenever your General takes damage, give this minion %X and draw a card				grant_modifier
ModifierMyGeneralDamagedWatchBuffSelfAttackForSame	modifierMyGeneralDamagedWatchBuffSelfAttackForSame.coffee	ModifierMyGeneralDamagedWatch	ModifierMyGeneralDamagedWatchBuffSelfAttackForSame	FALSE	FALSE	My General Damaged Watch	Whenever your General takes damage, this minion gains that much Attack				
ModifierMyGeneralDamagedWatchDamageNearby	modifierMyGeneralDamagedWatchDamageNearby.coffee	ModifierMyGeneralDamagedWatch	ModifierMyGeneralDamagedWatchDamageNearby	FALSE	FALSE	My General Damage Watch Damage Nearby	Whenever your General takes damage, deal %X damage to %Y				
ModifierMyGeneralDamagedWatchHealSelf	modifierMyGeneralDamagedWatchHealSelf.coffee	ModifierMyGeneralDamagedWatch	ModifierMyGeneralDamagedWatchHealSelf	FALSE	FALSE	My General Damage Watch Heal Self	Whenever your General takes damage, %X				
ModifierMyGeneralDamagedWatchMiniMinion	modifierMyGeneralDamagedWatchMiniMinion.coffee	ModifierMyGeneralDamagedWatch	ModifierMyGeneralDamagedWatchMiniMinion	FALSE	FALSE						draw
ModifierMyHealWatchAnywhere	modifierMyHealWatchAnywhere.coffee	Modifier	ModifierMyHealWatchAnywhere	FALSE	TRUE	MyHealWatchAnywhere	MyHealWatchAnywhere			onHealWatch	
ModifierMyHealWatchAnywhereBuffSelf	modifierMyHealWatchAnywhereBuffSelf.coffee	ModifierMyHealWatchAnywhere	ModifierMyHealWatchAnywhereBuffSelf	FALSE	TRUE	My Heal Watch Anywhere Buff Self	This minion gains %X for each time you healed anything this game			onHealWatch	stat_modify, grant_modifier
ModifierMyMinionAttackWatch	modifierMyMinionAttackWatch.coffee	Modifier	ModifierMyMinionAttackWatch	FALSE	TRUE	MyMinionAttackWatch	Whenever you attack with a minion...				
ModifierMyMinionAttackWatchHealGeneral	modifierMyMinionAttackWatchHealGeneral.coffee	ModifierMyMinionAttackWatch	ModifierMyMinionAttackWatchHealGeneral	FALSE	TRUE	MyMinionAttackWatch Heal My General	Whenever a friendly minion attacks, restore %X Health to your General				
ModifierMyMinionOrGeneralDamagedWatch	modifierMyMinionOrGeneralDamagedWatch.coffee	Modifier	ModifierMyMinionOrGeneralDamagedWatch	FALSE	FALSE	My General Damaged Watch	My General Damaged Watch				
ModifierMyMinionOrGeneralDamagedWatchBuffSelf	modifierMyMinionOrGeneralDamagedWatchBuffSelf.coffee	ModifierMyMinionOrGeneralDamagedWatch	ModifierMyMinionOrGeneralDamagedWatchBuffSelf	FALSE	FALSE	My Minion or General Damaged Watch	Each time a friendly minion or your General takes damage, gain %X				stat_modify, grant_modifier
ModifierMyMoveWatch	modifierMyMoveWatch.coffee	Modifier	ModifierMyMoveWatch	FALSE	TRUE	Move Watch: Self	Move Watch: Self				
ModifierMyMoveWatchAnyReason	modifierMyMoveWatchAnyReason.coffee	Modifier	ModifierMyMoveWatchAnyReason	FALSE	TRUE	Move Watch Any Reason: Self	Move Watch Any Reason: Self				
ModifierMyMoveWatchAnyReasonDamageNearbyEnemyMinions	modifierMyMoveWatchAnyReasonDamageNearbyEnemyMinions.coffee	ModifierMyMoveWatchAnyReason	ModifierMyMoveWatchAnyReasonDamageNearbyEnemyMinions	FALSE	TRUE	Move Watch Any Reason Self Damage Nearby Enemy Minions	Move Watch Any Reason Self Damage Nearby Enemy Minions				
ModifierMyMoveWatchAnyReasonDrawCard	modifierMyMoveWatchAnyReasonDrawCard.coffee	ModifierMyMoveWatchAnyReason	ModifierMyMoveWatchAnyReasonDrawCard	FALSE	TRUE						
ModifierMyMoveWatchApplyModifiers	modifierMyMoveWatchApplyModifiers.coffee	ModifierMyMoveWatch	ModifierMyMoveWatchApplyModifiers	FALSE	TRUE						grant_modifier
ModifierMyMoveWatchDrawCard	modifierMyMoveWatchDrawCard.coffee	ModifierMyMoveWatch	ModifierMyMoveWatchDrawCard	FALSE	TRUE		After this moves, draw %X				
ModifierMyMoveWatchSpawnEntity	modifierMyMoveWatchSpawnEntity.coffee	ModifierMyMoveWatch	ModifierMyMoveWatchSpawnEntity	FALSE	TRUE		After this minion moves, summon %X				
ModifierMyOtherMinionsDamagedWatch	modifierMyOtherMinionsDamagedWatch.coffee	Modifier	ModifierMyOtherMinionsDamagedWatch	FALSE	FALSE						
ModifierMyOtherMinionsDamagedWatchDamagedMinionGrows	modifierMyOtherMinionsDamagedWatchDamagedMinionGrows.coffee	ModifierMyOtherMinionsDamagedWatch	ModifierMyOtherMinionsDamagedWatchDamagedMinionGrows	FALSE	FALSE						
ModifierMyTeamMoveWatchAnyReason	modifierMyTeamMoveWatchAnyReason.coffee	Modifier	ModifierMyTeamMoveWatchAnyReason	FALSE	TRUE	Any Move Watch: Self	Whenever a friendly minion is moved for any reason...				
ModifierMyTeamMoveWatchAnyReasonBuffTarget	modifierMyTeamMoveWatchAnyReasonBuffTarget.coffee	ModifierMyTeamMoveWatchAnyReason	ModifierMyTeamMoveWatchAnyReasonBuffTarget	FALSE	TRUE	My Team Move Watch Any Reason Buff Target	Whenever a friendly minion is moved for any reason, %Y				grant_modifier
ModifierNocturne	modifierNocturne.coffee	Modifier	ModifierNocturne	FALSE	FALSE	ModifierNocturne	Whenever you make Shadow Creep or a Wraithling, instead make both				
ModifierNoshRak	modifierNoshRak.coffee	Modifier	ModifierNoshRak	FALSE	FALSE					onApplyToCard, onRemoveFromCard	stat_modify
ModifierObstructing	modifierObstructing.coffee	Modifier	ModifierObstructing	FALSE	FALSE	Obstructing	This entity is obstructing its location		maxStacks=1		
ModifierOnDying	modifierOnDying.coffee	Modifier	ModifierOnDying	FALSE	FALSE						
ModifierOnDyingInfest	modifierOnDyingInfest.coffee	ModifierOnDying	ModifierOnDyingInfest	FALSE	FALSE						
ModifierOnDyingResummonAnywhere	modifierOnDyingResummonAnywhere.coffee	ModifierOnDying	ModifierOnDyingResummonAnywhere	FALSE	FALSE						
ModifierOnDyingSpawnEntity	modifierOnDyingSpawnEntity.coffee	ModifierOnDying	ModifierOnDyingSpawnEntity	FALSE	FALSE						
ModifierOnOpponentDeathWatch	modifierOnOpponentDeathWatch.coffee	ModifierDeathWatch	ModifierOnOpponentDeathWatch	FALSE	TRUE	ModifierOnOpponentDeathWatch	Summon a %X on a random nearby space				
ModifierOnOpponentDeathWatchSpawnEntityOnSpace	modifierOnOpponentDeathWatchSpawnEntityOnSpace.coffee	ModifierOnOpponentDeathWatch	ModifierOnOpponentDeathWatchSpawnEntityOnSpace	FALSE	TRUE	Deathwatch	Whenever an enemy minion dies, summon a %X			onDeathWatch	
ModifierOnRemoveSpawnEntities	modifierOnRemoveSpawnEntities.coffee	Modifier	ModifierOnRemoveSpawnEntities	FALSE	FALSE					onRemoveFromCard	
ModifierOnRemoveSpawnRandomDeadEntity	modifierOnRemoveSpawnRandomDeadEntity.coffee	Modifier	ModifierOnRemoveSpawnRandomDeadEntity	FALSE	FALSE	ModifierOnRemoveSpawnRandomDeadEntity	When this artifact breaks, summon the last friendly minion destroyed this game nearby			onRemoveFromCard	
ModifierOnSpawnCopyMyGeneral	modifierOnSpawnCopyMyGeneral.coffee	Modifier	ModifierOnSpawnCopyMyGeneral	FALSE	FALSE	ModifierOnSpawnCopyMyGeneral	Become a copy of your General			onApplyToCard	
ModifierOnSpawnKillMyGeneral	modifierOnSpawnKillMyGeneral.coffee	Modifier	ModifierOnSpawnKillMyGeneral	FALSE	FALSE	ModifierOnSpawnKillMyGeneral	Kill your General				
ModifierOnSummonFromHand	modifierOnSummonFromHand.coffee	Modifier	ModifierOnSummonFromHand	FALSE	FALSE						
ModifierOnSummonFromHandApplyEmblems	modifierOnSummonFromHandApplyEmblems.coffee	ModifierOnSummonFromHand	ModifierOnSummonFromHandApplyEmblems	TRUE	FALSE	Destiny					
ModifierOpeningGambit	modifierOpeningGambit.coffee	Modifier	ModifierOpeningGambit	TRUE	FALSE	modifiers.opening_gambit_name					
ModifierOpeningGambitActivateSignatureCard	modifierOpeningGambitActivateSignatureCard.coffee	ModifierOpeningGambit	ModifierOpeningGambitActivateSignatureCard	FALSE	FALSE	Opening Gambit	Refresh your General's Bloodbound Spell				
ModifierOpeningGambitAlabasterTitan	modifierOpeningGambitAlabasterTitan.coffee	ModifierOpeningGambit	ModifierOpeningGambitAlabasterTitan	FALSE	FALSE		If you have no spells in your deck, equip a full set of armor				
ModifierOpeningGambitApplyMechazorPlayerModifiers	modifierOpeningGambitApplyMechazorPlayerModifiers.coffee	ModifierOpeningGambitApplyPlayerModifiers	ModifierOpeningGambitApplyMechazorPlayerModifiers	FALSE	FALSE						grant_modifier
ModifierOpeningGambitApplyModifiers	modifierOpeningGambitApplyModifiers.coffee	ModifierOpeningGambit	ModifierOpeningGambitApplyModifiers	FALSE	FALSE						grant_modifier
ModifierOpeningGambitApplyModifiersByRaceId	modifierOpeningGambitApplyModifiersByRaceId.coffee	ModifierOpeningGambitApplyModifiers	ModifierOpeningGambitApplyModifiersByRaceId	FALSE	FALSE						grant_modifier
ModifierOpeningGambitApplyModifiersRandomly	modifierOpeningGambitApplyModifiersRandomly.coffee	ModifierOpeningGambitApplyModifiers	ModifierOpeningGambitApplyModifiersRandomly	FALSE	FALSE		Nearby friendly minions gain %X				grant_modifier
ModifierOpeningGambitApplyModifiersToDeck	modifierOpeningGambitApplyModifiersToDeck.coffee	ModifierOpeningGambit	ModifierOpeningGambitApplyModifiersToDeck	FALSE	FALSE						grant_modifier
ModifierOpeningGambitApplyModifiersToDeckAndHand	modifierOpeningGambitApplyModifiersToDeckAndHand.coffee	ModifierOpeningGambit	ModifierOpeningGambitApplyModifiersToDeckAndHand	FALSE	FALSE						grant_modifier
ModifierOpeningGambitApplyModifiersToGeneral	modifierOpeningGambitApplyModifiersToGeneral.coffee	ModifierOpeningGambit	ModifierOpeningGambitApplyModifiersToGeneral	FALSE	FALSE						grant_modifier
ModifierOpeningGambitApplyModifiersToHand	modifierOpeningGambitApplyModifiersToHand.coffee	ModifierOpeningGambitApplyModifiersToDeckAndHand	ModifierOpeningGambitApplyModifiersToHand	FALSE	FALSE						
ModifierOpeningGambitApplyModifiersToWraithlings	modifierOpeningGambitApplyModifiersToWraithlings.coffee	ModifierOpeningGambitApplyModifiers	ModifierOpeningGambitApplyModifiersToWraithlings	FALSE	FALSE						grant_modifier
ModifierOpeningGambitApplyPlayerModifiers	modifierOpeningGambitApplyPlayerModifiers.coffee	ModifierOpeningGambit	ModifierOpeningGambitApplyPlayerModifiers	FALSE	FALSE						grant_modifier
ModifierOpeningGambitBonusManaCrystal	modifierOpeningGambitBonusManaCrystal.coffee	ModifierOpeningGambit	ModifierOpeningGambitBonusManaCrystal	FALSE	FALSE						
ModifierOpeningGambitBuffSelfByBattlePetsHandStats	modifierOpeningGambitBuffSelfByBattlePetsHandStats.coffee	ModifierOpeningGambit	ModifierOpeningGambitBuffSelfByBattlePetsHandStats	FALSE	FALSE		Gain the combined Attack and Health of all Battle Pets in your action bar				
ModifierOpeningGambitBuffSelfByOpponentHandCount	modifierOpeningGambitBuffSelfByOpponentHandCount.coffee	ModifierOpeningGambit	ModifierOpeningGambitBuffSelfByOpponentHandCount	FALSE	FALSE		Gains %X for each card in your opponent\'s action bar				stat_modify, grant_modifier
