unit_folder	event_type	sound_file
f5_visionar	death	sfx_neutral_makantorwarbeast_death
f5_visionar	receiveDamage	sfx_neutral_makantorwarbeast_hit
f5_visionar	walk	sfx_neutral_rockpulverizer_hit
f5_wildinceptor	apply	sfx_spell_diretidefrenzy
f5_wildinceptor	attack	sfx_neutral_firestarter_attack_swing
f5_wildinceptor	attackDamage	sfx_neutral_firestarter_impact
f5_wildinceptor	death	sfx_neutral_firestarter_death
f5_wildinceptor	receiveDamage	sfx_neutral_firestarter_hit
f5_wildinceptor	walk	sfx_spell_icepillar_melt
f6_3rdgeneral	apply	sfx_unit_deploy
f6_3rdgeneral	attack	sfx_neutral_sunelemental_attack_swing
f6_3rdgeneral	attackDamage	sfx_neutral_ladylocke_attack_swing
f6_3rdgeneral	death	sfx_neutral_gambitgirl_death
f6_3rdgeneral	receiveDamage	sfx_neutral_sunelemental_hit
f6_3rdgeneral	walk	sfx_unit_run_charge_4
f6_altgeneral	apply	sfx_unit_deploy
f6_altgeneral	attack	sfx_neutral_sunelemental_attack_swing
f6_altgeneral	attackDamage	sfx_neutral_sunelemental_impact
f6_altgeneral	death	sfx_neutral_gambitgirl_death
f6_altgeneral	receiveDamage	sfx_neutral_sunelemental_hit
f6_altgeneral	walk	sfx_unit_run_charge_4
f6_altgeneraltier2	apply	sfx_unit_deploy
f6_altgeneraltier2	attack	sfx_neutral_sunelemental_attack_swing
f6_altgeneraltier2	attackDamage	sfx_neutral_sunelemental_impact
f6_altgeneraltier2	death	sfx_neutral_gambitgirl_death
f6_altgeneraltier2	receiveDamage	sfx_neutral_sunelemental_hit
f6_altgeneraltier2	walk	sfx_unit_run_charge_4
f6_arcticrhyno	apply	sfx_ui_booster_packexplode
f6_arcticrhyno	attack	sfx_neutral_grimrock_attack_swing
f6_arcticrhyno	attackDamage	sfx_neutral_grimrock_attack_impact
f6_arcticrhyno	death	sfx_neutral_grimrock_death
f6_arcticrhyno	receiveDamage	sfx_neutral_grimrock_hit
f6_arcticrhyno	walk	sfx_neutral_arakiheadhunter_hit
f6_auroraguardian	apply	sfx_f6_voiceofthewind_attack_swing
f6_auroraguardian	attack	sfx_neutral_amu_attack_swing
f6_auroraguardian	attackDamage	sfx_neutral_amu_attack_impact
f6_auroraguardian	death	sfx_neutral_amu_attack_death
f6_auroraguardian	receiveDamage	sfx_neutral_amu_attack_hit
f6_auroraguardian	walk	sfx_spell_polymorph
f6_blazingspines	apply	sfx_f6_ancientgrove_attack_impact
f6_blazingspines	attack	sfx_f6_draugarlord_attack_swing_
f6_blazingspines	attackDamage	sfx_f6_draugarlord_attack_impact_
f6_blazingspines	death	sfx_neutral_golembloodshard_death
f6_blazingspines	receiveDamage	sfx_f6_draugarlord_hit
f6_blazingspines	walk	sfx_neutral_ladylocke_attack_impact
f6_bloodsurge	apply	sfx_unit_deploy_2
f6_bloodsurge	attack	sfx_f6_waterelemental_attack_swing
f6_bloodsurge	attackDamage	sfx_neutral_komodocharger_attack_impact
f6_bloodsurge	death	sfx_neutral_komodocharger_death
f6_bloodsurge	receiveDamage	sfx_neutral_komodocharger_hit
f6_bloodsurge	walk	sfx_neutral_ladylocke_attack_impact
f6_bonechillbarrier	apply	sfx_f6_ancientgrove_attack_impact
f6_bonechillbarrier	attack	sfx_neutral_golembloodshard_attack_swing
f6_bonechillbarrier	attackDamage	sfx_neutral_golembloodshard_attack_impact
f6_bonechillbarrier	death	sfx_neutral_golembloodshard_death
f6_bonechillbarrier	receiveDamage	sfx_neutral_golembloodshard_hit
f6_bonechillbarrier	walk	sfx_neutral_ladylocke_attack_impact
f6_buildcommon	apply	sfx_unit_deploy
f6_buildcommon	attack	sfx_neutral_komodocharger_attack_swing
f6_buildcommon	attackDamage	sfx_f6_ancientgrove_attack_impact
f6_buildcommon	death	sfx_f6_ancientgrove_death
f6_buildcommon	receiveDamage	sfx_f6_ancientgrove_hit
f6_buildcommon	walk	sfx_neutral_ladylocke_attack_impact
f6_buildlegendary	apply	sfx_summonlegendary
f6_buildlegendary	attack	sfx_f6_ancientgrove_attack_swing
f6_buildlegendary	attackDamage	sfx_f6_ancientgrove_attack_impact
f6_buildlegendary	death	sfx_f6_ancientgrove_death
f6_buildlegendary	receiveDamage	sfx_f6_ancientgrove_hit
f6_buildlegendary	walk	sfx_unit_physical_4
f6_buildminion	apply	sfx_spell_divineblood
f6_buildminion	attack	sfx_neutral_spiritscribe_attack_swing
f6_buildminion	attackDamage	sfx_neutral_spiritscribe_impact
f6_buildminion	death	sfx_neutral_golembloodshard_death
f6_buildminion	receiveDamage	sfx_neutral_spiritscribe_hit
f6_buildminion	walk	sfx_neutral_ladylocke_attack_impact
f6_bur	apply	sfx_spell_amplification
f6_bur	attack	sfx_neutral_sai_attack_swing
f6_bur	attackDamage	sfx_neutral_sai_attack_impact
f6_bur	death	sfx_neutral_sai_death
f6_bur	receiveDamage	sfx_neutral_sai_hit
f6_bur	walk	sfx_spell_polymorph
f6_circulus	apply	sfx_unit_deploy_2
f6_circulus	attack	sfx_neutral_komodocharger_attack_swing
f6_circulus	attackDamage	sfx_neutral_komodocharger_attack_impact
f6_circulus	death	sfx_neutral_komodocharger_death
f6_circulus	receiveDamage	sfx_neutral_komodocharger_hit
f6_circulus	walk	sfx_neutral_ladylocke_attack_impact
f6_crystalbeetle	apply	sfx_spell_amplification
f6_crystalbeetle	attack	sfx_f6_icebeetle_attack_swing
f6_crystalbeetle	attackDamage	sfx_f6_icebeetle_attack_impact
f6_crystalbeetle	death	sfx_f6_icebeetle_death
f6_crystalbeetle	receiveDamage	sfx_f6_icebeetle_hit
f6_crystalbeetle	walk	sfx_neutral_ladylocke_attack_impact
f6_doofybear	apply	sfx_unit_deploy_3
f6_doofybear	attack	sfx_neutral_hailstonehowler_attack_swing
f6_doofybear	attackDamage	sfx_neutral_hailstonehowler_impact
f6_doofybear	death	sfx_neutral_hailstonehowler_death
f6_doofybear	receiveDamage	sfx_neutral_hailstonehowler_hit
f6_doofybear	walk	sfx_neutral_ladylocke_attack_impact
f6_draugarlord	apply	sfx_ui_booster_packexplode
f6_draugarlord	attack	sfx_f6_draugarlord_attack_swing_
f6_draugarlord	attackDamage	sfx_f6_draugarlord_attack_impact_
f6_draugarlord	death	sfx_f6_draugarlord_death
f6_draugarlord	receiveDamage	sfx_f6_draugarlord_hit
f6_draugarlord	walk	sfx_unit_physical_4
f6_eldersaberspine	apply	sfx_unit_deploy_3
f6_eldersaberspine	attack	sfx_f1_sunriser_attack_swing
f6_eldersaberspine	attackDamage	sfx_f1_sunriser_attack_impact
f6_eldersaberspine	death	sfx_neutral_dancingblades_death
f6_eldersaberspine	receiveDamage	sfx_f1_sunriser_hit_noimpact
f6_eldersaberspine	walk	sfx_neutral_ladylocke_attack_impact
f6_elklodon	apply	sfx_unit_deploy_2
f6_elklodon	attack	sfx_neutral_golemdragonbone_attack_swing
f6_elklodon	attackDamage	sfx_neutral_golemdragonbone_impact
f6_elklodon	death	sfx_neutral_golemdragonbone_death
f6_elklodon	receiveDamage	sfx_neutral_golemdragonbone_hit
f6_elklodon	walk	sfx_unit_physical_4
f6_evilcrystalwisp	apply	sfx_spell_diretidefrenzy
f6_evilcrystalwisp	attack	sfx_neutral_sunelemental_death
f6_evilcrystalwisp	attackDamage	sfx_f2_lanternfox_death
f6_evilcrystalwisp	death	sfx_neutral_daggerkiri_death
f6_evilcrystalwisp	receiveDamage	sfx_neutral_swornavenger_hit
f6_evilcrystalwisp	walk	sfx_neutral_komodocharger_hit
f6_explodingwall	apply	sfx_unit_deploy
f6_explodingwall	attack	sfx_neutral_komodocharger_attack_swing
f6_explodingwall	attackDamage	sfx_f6_ancientgrove_attack_impact
f6_explodingwall	death	sfx_f6_ancientgrove_death
f6_explodingwall	receiveDamage	sfx_f6_ancientgrove_hit
f6_explodingwall	walk	sfx_neutral_ladylocke_attack_impact
f6_faiefestive	apply	sfx_unit_deploy
f6_faiefestive	attack	sfx_neutral_valehunter_attack_swing
f6_faiefestive	attackDamage	sfx_neutral_gambitgirl_attack_impact
f6_faiefestive	death	sfx_neutral_gambitgirl_death
f6_faiefestive	receiveDamage	sfx_neutral_gambitgirl_hit
f6_faiefestive	walk	sfx_neutral_ladylocke_attack_impact
f6_fenrirwarmaster	apply	sfx_spell_amplification
f6_fenrirwarmaster	attack	sfx_f6_fenrirwarmaster_attack_swing
f6_fenrirwarmaster	attackDamage	sfx_f6_fenrirwarmaster_attack_impact
f6_fenrirwarmaster	death	sfx_f6_fenrirwarmaster_death
f6_fenrirwarmaster	receiveDamage	sfx_f6_fenrirwarmaster_hit
f6_fenrirwarmaster	walk	sfx_neutral_ladylocke_attack_impact
f6_fenrirwerewolf	apply	sfx_summonlegendary
f6_fenrirwerewolf	attack	sfx_neutral_windstopper_attack_impact
f6_fenrirwerewolf	attackDamage	sfx_neutral_spelljammer_attack_impact
f6_fenrirwerewolf	death	sfx_neutral_windstopper_death
f6_fenrirwerewolf	receiveDamage	sfx_f6_icedryad_hit
f6_fenrirwerewolf	walk	sfx_spell_icepillar_melt
f6_freeblade	apply	sfx_spell_deathstrikeseal
f6_freeblade	attack	sfx_f2_jadeogre_attack_swing
f6_freeblade	attackDamage	sfx_f2_jadeogre_attack_impact
f6_freeblade	death	sfx_f2_jadeogre_death
f6_freeblade	receiveDamage	sfx_f2_jadeogre_hit
f6_freeblade	walk	sfx_unit_physical_4
f6_frostbitehawker	apply	sfx_spell_diretidefrenzy
f6_frostbitehawker	attack	sfx_f2_celestialphantom_death
f6_frostbitehawker	attackDamage	sfx_f6_waterelemental_attack_impact
f6_frostbitehawker	death	sfx_neutral_spiritscribe_death
f6_frostbitehawker	receiveDamage	sfx_f6_waterelemental_hit
f6_frostbitehawker	walk	sfx_spell_icepillar_melt
f6_frostdrake	apply	sfx_spell_amplification
f6_frostdrake	attack	sfx_neutral_earthwalker_attack_swing
f6_frostdrake	attackDamage	sfx_neutral_earthwalker_attack_impact
f6_frostdrake	death	sfx_neutral_earthwalker_death
f6_frostdrake	receiveDamage	sfx_neutral_earthwalker_hit
f6_frostdrake	walk	sfx_unit_run_magical_4
f6_frostiva	apply	sfx_summonlegendary
f6_frostiva	attack	sfx_f3_anubis_attack_swing
f6_frostiva	attackDamage	sfx_spell_icepillar
f6_frostiva	death	sfx_f3_anubis_death
f6_frostiva	receiveDamage	sfx_f6_ghostwolf_hit
f6_frostiva	walk	sfx_neutral_primordialgazer_attack_impact
f6_general	apply	sfx_unit_deploy
f6_general	attack	sfx_neutral_valehunter_attack_swing
f6_general	attackDamage	sfx_neutral_gambitgirl_attack_impact
f6_general	death	sfx_neutral_gambitgirl_death
f6_general	receiveDamage	sfx_neutral_gambitgirl_hit
f6_general	walk	sfx_neutral_ladylocke_attack_impact
f6_ghostseraphim	apply	sfx_summonlegendary
f6_ghostseraphim	attack	sfx_neutral_sai_attack_swing
f6_ghostseraphim	attackDamage	sfx_neutral_sai_attack_impact
f6_ghostseraphim	death	sfx_neutral_yun_death
f6_ghostseraphim	receiveDamage	sfx_neutral_gro_hit
f6_ghostseraphim	walk	sfx_neutral_sai_attack_impact
f6_grandmasterembla	apply	sfx_spell_amplification
f6_grandmasterembla	attack	sfx_neutral_sunseer_attack_swing
f6_grandmasterembla	attackDamage	sfx_neutral_sunseer_attack_impact
f6_grandmasterembla	death	sfx_neutral_sunseer_death
f6_grandmasterembla	receiveDamage	sfx_neutral_sunseer_hit
f6_grandmasterembla	walk	sfx_unit_run_magical_3
f6_gravitywell	apply	sfx_spell_icepillar
f6_gravitywell	attack	sfx_neutral_golembloodshard_attack_swing
f6_gravitywell	attackDamage	sfx_neutral_golembloodshard_attack_impact
f6_gravitywell	death	sfx_neutral_golembloodshard_death
f6_gravitywell	receiveDamage	sfx_neutral_golembloodshard_hit
f6_gravitywell	walk	sfx_neutral_ladylocke_attack_impact
f6_greatwhitenorth	apply	sfx_spell_deathstrikeseal
f6_greatwhitenorth	attack	sfx_f2_celestialphantom_attack_swing
f6_greatwhitenorth	attackDamage	sfx_f2_celestialphantom_attack_impact
f6_greatwhitenorth	death	sfx_f2_celestialphantom_death
f6_greatwhitenorth	receiveDamage	sfx_f2_celestialphantom_hit
f6_greatwhitenorth	walk	sfx_neutral_ladylocke_attack_impact
f6_huldra	apply	sfx_spell_amplification
f6_huldra	attack	sfx_f6_waterelemental_attack_swing
f6_huldra	attackDamage	sfx_f6_waterelemental_attack_impact
f6_huldra	death	sfx_f6_waterelemental_death
f6_huldra	receiveDamage	sfx_f6_icedryad_hit
f6_huldra	walk	sfx_neutral_ladylocke_attack_impact
f6_icedryad	apply	sfx_spell_amplification
f6_icedryad	attack	sfx_f6_icedryad_attack_swing
f6_icedryad	attackDamage	sfx_f6_icedryad_hit
f6_icedryad	death	sfx_f6_icedryad_death
f6_icedryad	receiveDamage	sfx_f6_icedryad_attack_impact
f6_icedryad	walk	sfx_neutral_ladylocke_attack_impact
f6_icehornet	apply	sfx_unit_deploy_2
f6_icehornet	attack	sfx_neutral_dragonlark_attack_swing
f6_icehornet	attackDamage	sfx_neutral_dragonlark_attack_impact
f6_icehornet	death	sfx_neutral_dragonlark_death
f6_icehornet	receiveDamage	sfx_neutral_dragonlark_hit
f6_icehornet	walk	sfx_neutral_ladylocke_attack_impact
f6_icy	apply	sfx_spell_amplification
f6_icy	attack	sfx_neutral_sai_attack_swing
f6_icy	attackDamage	sfx_neutral_sai_attack_impact
f6_icy	death	sfx_neutral_sai_death
f6_icy	receiveDamage	sfx_neutral_sai_hit
f6_icy	walk	sfx_spell_polymorph
f6_ilenamk2	apply	sfx_unit_deploy
f6_ilenamk2	attack	sfx_neutral_valehunter_attack_swing
f6_ilenamk2	attackDamage	sfx_neutral_gambitgirl_attack_impact
f6_ilenamk2	death	sfx_neutral_gambitgirl_death
f6_ilenamk2	receiveDamage	sfx_neutral_gambitgirl_hit
f6_ilenamk2	walk	sfx_neutral_ladylocke_attack_impact
f6_justice	apply	sfx_spell_amplification
f6_justice	attack	sfx_neutral_sunseer_attack_swing
f6_justice	attackDamage	sfx_neutral_sunseer_attack_impact
f6_justice	death	sfx_neutral_sunseer_death
f6_justice	receiveDamage	sfx_neutral_sunseer_hit
f6_justice	walk	sfx_unit_run_magical_3
f6_kindredhunter	apply	sfx_spell_voidpulse
f6_kindredhunter	attack	sfx_voidhunter_attack_swing
f6_kindredhunter	attackDamage	sfx_voidhunter_attack_impact
f6_kindredhunter	death	sfx_voidhunter_death
f6_kindredhunter	receiveDamage	sfx_voidhunter_hit
f6_kindredhunter	walk	sfx_neutral_chaoselemental_hit
f6_mech	apply	sfx_ui_booster_packexplode
f6_mech	attack	sfx_neutral_sunseer_attack_swing
f6_mech	attackDamage	sfx_neutral_sunseer_attack_impact
f6_mech	death	sfx_neutral_sunseer_death
f6_mech	receiveDamage	sfx_neutral_sunseer_hit
f6_mech	walk	sfx_neutral_ladylocke_attack_impact
f6_minitreant	apply	sfx_spell_amplification
f6_minitreant	attack	sfx_neutral_grimrock_attack_swing
f6_minitreant	attackDamage	sfx_neutral_grimrock_attack_impact
f6_minitreant	death	sfx_f6_ancientgrove_death
f6_minitreant	receiveDamage	sfx_neutral_grimrock_hit
f6_minitreant	walk	sfx_neutral_ladylocke_attack_impact
f6_motherofdrakes	apply	sfx_unit_deploy_2
f6_motherofdrakes	attack	sfx_neutral_dragonlark_attack_swing
f6_motherofdrakes	attackDamage	sfx_neutral_dragonlark_attack_impact
f6_motherofdrakes	death	sfx_neutral_dragonlark_death
f6_motherofdrakes	receiveDamage	sfx_neutral_dragonlark_hit
f6_motherofdrakes	walk	sfx_neutral_ladylocke_attack_impact
f6_myriad	apply	sfx_summonlegendary
f6_myriad	attack	sfx_f6_voiceofthewind_attack_swing
f6_myriad	attackDamage	sfx_f6_voiceofthewind_hit
f6_myriad	death	sfx_f6_voiceofthewind_death
f6_myriad	receiveDamage	sfx_f6_voiceofthewind_attack_impact
f6_myriad	walk	sfx_unit_run_magical_4
f6_mythronquest	apply	sfx_ui_booster_packexplode
f6_mythronquest	attack	sfx_f2_jadeogre_attack_swing
f6_mythronquest	attackDamage	sfx_f3_dunecaster_impact
f6_mythronquest	death	sfx_f3_dunecaster_death
f6_mythronquest	receiveDamage	sfx_f3_dunecaster_hit
f6_mythronquest	walk	sfx_neutral_ladylocke_attack_impact
f6_perfectreflection	apply	sfx_summonlegendary
f6_perfectreflection	attack	sfx_neutral_arakiheadhunter_attack_swing
f6_perfectreflection	attackDamage	sfx_neutral_arakiheadhunter_impact
f6_perfectreflection	death	sfx_neutral_arakiheadhunter_death
f6_perfectreflection	receiveDamage	sfx_neutral_arakiheadhunter_hit
f6_perfectreflection	walk	sfx_neutral_arakiheadhunter_hit
f6_ravager	apply	sfx_spell_amplification
f6_ravager	attack	sfx_f6_ghostwolf_attack_swing
f6_ravager	attackDamage	sfx_f6_ghostwolf_attack_impact
f6_ravager	death	sfx_f6_ghostwolf_death
f6_ravager	receiveDamage	sfx_f6_ghostwolf_hit
f6_ravager	walk	sfx_neutral_ladylocke_attack_impact
f6_seismicelemental	apply	sfx_spell_amplification
f6_seismicelemental	attack	sfx_f6_seismicelemental_attack_swing
f6_seismicelemental	attackDamage	sfx_f6_seismicelemental_attack_impact
f6_seismicelemental	death	sfx_f6_seismicelemental_death
f6_seismicelemental	receiveDamage	sfx_f6_seismicelemental_hit
f6_seismicelemental	walk	sfx_neutral_ladylocke_attack_impact
f6_sentinel	apply	sfx_spell_amplification
f6_sentinel	attack	sfx_neutral_hailstonehowler_attack_swing
f6_sentinel	attackDamage	sfx_neutral_hailstonehowler_impact
f6_sentinel	death	sfx_neutral_hailstonehowler_death
f6_sentinel	receiveDamage	sfx_neutral_hailstonehowler_hit
f6_sentinel	walk	sfx_neutral_arakiheadhunter_hit
f6_shadowvespyr	apply	sfx_spell_amplification
f6_shadowvespyr	attack	sfx_f6_waterelemental_attack_swing
f6_shadowvespyr	attackDamage	sfx_f6_waterelemental_attack_impact
f6_shadowvespyr	death	sfx_f6_waterelemental_death
f6_shadowvespyr	receiveDamage	sfx_f6_waterelemental_hit
f6_shadowvespyr	walk	sfx_neutral_ladylocke_attack_impact
f6_sinergyunit	apply	sfx_unit_deploy_3
f6_sinergyunit	attack	sfx_f1_sunriser_attack_swing
f6_sinergyunit	attackDamage	sfx_f1_sunriser_attack_impact
f6_sinergyunit	death	sfx_neutral_dancingblades_death
f6_sinergyunit	receiveDamage	sfx_f1_sunriser_hit_noimpact
f6_sinergyunit	walk	sfx_neutral_ladylocke_attack_impact
f6_sister	apply	sfx_summonlegendary
f6_sister	attack	sfx_f1_sunriser_attack_swing
f6_sister	attackDamage	sfx_f1_sunriser_attack_impact
f6_sister	death	sfx_neutral_spiritscribe_death
f6_sister	receiveDamage	sfx_f1_sunriser_hit_noimpact
f6_sister	walk	sfx_neutral_ladylocke_attack_impact
f6_sleetdasher	apply	sfx_spell_amplification
f6_sleetdasher	attack	sfx_f6_boreanbear_attack_swing
f6_sleetdasher	attackDamage	sfx_f6_boreanbear_attack_impact
f6_sleetdasher	death	sfx_f6_boreanbear_death
f6_sleetdasher	receiveDamage	sfx_f6_boreanbear_hit
f6_sleetdasher	walk	sfx_neutral_arakiheadhunter_hit
f6_snowchaser	apply	sfx_spell_amplification
f6_snowchaser	attack	sfx_neutral_artifacthunter_attack_swing
f6_snowchaser	attackDamage	sfx_neutral_artifacthunter_attack_impact
f6_snowchaser	death	sfx_neutral_artifacthunter_death
f6_snowchaser	receiveDamage	sfx_neutral_artifacthunter_hit
f6_snowchaser	walk	sfx_neutral_ladylocke_attack_impact
f6_snowchasermk2	apply	sfx_spell_amplification
f6_snowchasermk2	attack	sfx_neutral_artifacthunter_attack_swing
f6_snowchasermk2	attackDamage	sfx_neutral_artifacthunter_attack_impact
f6_snowchasermk2	death	sfx_neutral_artifacthunter_death
f6_snowchasermk2	receiveDamage	sfx_neutral_artifacthunter_hit
f6_snowchasermk2	walk	sfx_neutral_ladylocke_attack_impact
f6_snowman	apply	sfx_spell_amplification
f6_snowman	attack	sfx_f6_snowelemental_attack_swing
f6_snowman	attackDamage	sfx_f6_snowelemental_hit
f6_snowman	death	sfx_f6_snowelemental_death
f6_snowman	receiveDamage	sfx_f6_snowelemental_attack_impact
f6_snowman	walk	sfx_neutral_ladylocke_attack_impact
f6_snowrippler	apply	sfx_spell_amplification
f6_snowrippler	attack	sfx_neutral_artifacthunter_attack_swing
f6_snowrippler	attackDamage	sfx_neutral_artifacthunter_attack_impact
f6_snowrippler	death	sfx_f6_waterelemental_death
f6_snowrippler	receiveDamage	sfx_neutral_artifacthunter_hit
f6_snowrippler	walk	sfx_neutral_ladylocke_attack_impact
f6_snowwyvern	apply	sfx_spell_amplification
f6_snowwyvern	attack	sfx_f6_frostwyvern_attack_swing
f6_snowwyvern	attackDamage	sfx_f6_frostwyvern_attack_impact
f6_snowwyvern	death	sfx_f6_frostwyvern_death
f6_snowwyvern	receiveDamage	sfx_f6_frostwyvern_hit
f6_snowwyvern	walk	sfx_neutral_arakiheadhunter_hit
f6_spiritwolf	apply	sfx_spell_amplification
f6_spiritwolf	attack	sfx_f6_ghostwolf_attack_swing
f6_spiritwolf	attackDamage	sfx_f6_ghostwolf_attack_impact
f6_spiritwolf	death	sfx_f6_ghostwolf_death
f6_spiritwolf	receiveDamage	sfx_f6_ghostwolf_hit
f6_spiritwolf	walk	sfx_neutral_ladylocke_attack_impact
f6_tier2general	apply	sfx_unit_deploy
f6_tier2general	attack	sfx_neutral_valehunter_attack_swing
f6_tier2general	attackDamage	sfx_neutral_gambitgirl_attack_impact
f6_tier2general	death	sfx_neutral_gambitgirl_death
f6_tier2general	receiveDamage	sfx_neutral_gambitgirl_hit
f6_tier2general	walk	sfx_neutral_ladylocke_attack_impact
f6_treant	apply	sfx_summonlegendary
f6_treant	attack	sfx_f6_ancientgrove_attack_swing
f6_treant	attackDamage	sfx_f6_ancientgrove_attack_impact
f6_treant	death	sfx_f6_ancientgrove_death
f6_treant	receiveDamage	sfx_f6_ancientgrove_hit
f6_treant	walk	sfx_unit_physical_4
f6_tundraguardian	apply	sfx_f6_voiceofthewind_attack_swing
f6_tundraguardian	attack	sfx_neutral_amu_attack_swing
f6_tundraguardian	attackDamage	sfx_neutral_amu_attack_impact
f6_tundraguardian	death	sfx_neutral_amu_attack_death
f6_tundraguardian	receiveDamage	sfx_neutral_amu_attack_hit
f6_tundraguardian	walk	sfx_spell_polymorph
f6_vanarsentinel	apply	sfx_spell_amplification
f6_vanarsentinel	attack	sfx_f6_fenrirwarmaster_attack_swing
f6_vanarsentinel	attackDamage	sfx_f6_fenrirwarmaster_attack_impact
f6_vanarsentinel	death	sfx_f6_fenrirwarmaster_death
f6_vanarsentinel	receiveDamage	sfx_f6_fenrirwarmaster_hit
f6_vanarsentinel	walk	sfx_neutral_ladylocke_attack_impact
f6_voiceofthewind	apply	sfx_summonlegendary
f6_voiceofthewind	attack	sfx_f6_voiceofthewind_attack_swing
f6_voiceofthewind	attackDamage	sfx_f6_voiceofthewind_hit
f6_voiceofthewind	death	sfx_f6_voiceofthewind_death
f6_voiceofthewind	receiveDamage	sfx_f6_voiceofthewind_attack_impact
f6_voiceofthewind	walk	sfx_unit_run_magical_4
f6_waterbear	apply	sfx_spell_amplification
f6_waterbear	attack	sfx_f6_boreanbear_attack_swing
f6_waterbear	attackDamage	sfx_f6_boreanbear_attack_impact
f6_waterbear	death	sfx_f6_boreanbear_death
f6_waterbear	receiveDamage	sfx_f6_boreanbear_hit
f6_waterbear	walk	sfx_neutral_arakiheadhunter_hit
f6_waterelemental	apply	sfx_spell_amplification
f6_waterelemental	attack	sfx_f6_waterelemental_attack_swing
f6_waterelemental	attackDamage	sfx_f6_waterelemental_attack_impact
f6_waterelemental	death	sfx_f6_waterelemental_death
f6_waterelemental	receiveDamage	sfx_f6_waterelemental_hit
f6_waterelemental	walk	sfx_neutral_ladylocke_attack_impact
f6_whitewyvern	apply	sfx_spell_amplification
f6_whitewyvern	attack	sfx_neutral_grimrock_attack_swing
f6_whitewyvern	attackDamage	sfx_neutral_earthwalker_attack_impact
f6_whitewyvern	death	sfx_neutral_serpenti_death
f6_whitewyvern	receiveDamage	sfx_neutral_earthwalker_hit
f6_whitewyvern	walk	sfx_neutral_ladylocke_attack_impact
f6_wolfraven	apply	sfx_spell_amplification
f6_wolfraven	attack	sfx_neutral_dragonlark_attack_swing
f6_wolfraven	attackDamage	sfx_neutral_dragonlark_attack_impact
f6_wolfraven	death	sfx_neutral_dragonlark_death
f6_wolfraven	receiveDamage	sfx_neutral_dragonlark_hit
f6_wolfraven	walk	sfx_neutral_ladylocke_attack_impact
f6_ynuyttracker	apply	sfx_summonlegendary
f6_ynuyttracker	attack	sfx_neutral_bloodtearalchemist_death
f6_ynuyttracker	attackDamage	sfx_neutral_archonspellbinder_attack_impact
f6_ynuyttracker	death	sfx_neutral_archonspellbinder_death
f6_ynuyttracker	receiveDamage	sfx_neutral_archonspellbinder_hit
f6_ynuyttracker	walk	sfx_neutral_ladylocke_attack_impact
f6_ynuytunleashed	apply	sfx_unit_deploy_1
f6_ynuytunleashed	attack	sfx_neutral_arcanelimiter_attack_impact
f6_ynuytunleashed	attackDamage	sfx_f4_engulfingshadow_hit
f6_ynuytunleashed	death	sfx_f4_engulfingshadow_death
f6_ynuytunleashed	receiveDamage	sfx_f4_engulfingshadow_attack_impact
f6_ynuytunleashed	walk	sfx_neutral_ladylocke_attack_impact
f6_ynuytwarlock	apply	sfx_spell_fractalreplication
f6_ynuytwarlock	attack	sfx_neutral_prophetofthewhite_attack_swing
f6_ynuytwarlock	attackDamage	sfx_neutral_alcuinloremaster_attack_impact
f6_ynuytwarlock	death	sfx_neutral_alcuinloremaster_death
f6_ynuytwarlock	receiveDamage	sfx_neutral_alcuinloremaster_hit
f6_ynuytwarlock	walk	sfx_unit_run_magical_3
neutral_abjudicator	apply	sfx_neutral_fog_attack_swing
neutral_abjudicator	attack	sfx_neutral_prophetofthewhite_attack_swing
neutral_abjudicator	attackDamage	sfx_neutral_prophetofthewhite_impact
neutral_abjudicator	death	sfx_neutral_sunelemental_death
neutral_abjudicator	receiveDamage	sfx_neutral_prophetofthewhite_hit
neutral_abjudicator	walk	sfx_neutral_ladylocke_attack_impact
neutral_aer	apply	sfx_unit_deploy
neutral_aer	attack	sfx_neutral_shieldoracle_attack_swing
neutral_aer	attackDamage	sfx_neutral_shieldoracle_attack_impact
neutral_aer	death	sfx_neutral_shieldoracle_death
neutral_aer	receiveDamage	sfx_neutral_shieldoracle_hit
neutral_aer	walk	sfx_neutral_ladylocke_attack_impact
neutral_aethermaster	apply	sfx_ui_booster_packexplode
neutral_aethermaster	attack	sfx_neutral_spelljammer_attack_swing
neutral_aethermaster	attackDamage	sfx_spell_lionheartblessing
neutral_aethermaster	death	sfx_neutral_spelljammer_death
neutral_aethermaster	receiveDamage	sfx_neutral_spelljammer_hit
neutral_aethermaster	walk	sfx_unit_run_magical_4
neutral_alterrexx	apply	sfx_summonlegendary
neutral_alterrexx	attack	sfx_neutral_wingsofparadise_attack_swing
neutral_alterrexx	attackDamage	sfx_f1_oserix_attack_impact
neutral_alterrexx	death	sfx_neutral_sunelemental_attack_swing
neutral_alterrexx	receiveDamage	sfx_f1_oserix_hit
neutral_alterrexx	walk	sfx_neutral_ladylocke_attack_impact
neutral_amu	apply	sfx_f6_voiceofthewind_attack_swing
neutral_amu	attack	sfx_neutral_amu_attack_swing
neutral_amu	attackDamage	sfx_neutral_amu_attack_impact
neutral_amu	death	sfx_neutral_amu_attack_death
neutral_amu	receiveDamage	sfx_neutral_amu_attack_hit
neutral_amu	walk	sfx_spell_polymorph
neutral_arakiheadhunter	apply	sfx_neutral_fog_attack_swing
